peripheral_name, register_name, field_name, key, value, true_value, agent_judgement, confidence_score
bkp, csr, tpie, bit_width, 2, False, False, 1.0
bkp, csr, cte, bit_offset, 0, True, True, 1.0
bkp, csr, cte, access, read-write, False, False, 1.0
bkp, csr, cte, bit_width, 1, True, True, 1.0
bkp, csr, cti, bit_offset, 58, False, False, 1.0
bkp, csr, cti, access, read-write, False, False, 1.0
bkp, csr, cti, bit_width, 95, False, False, 1.0
bkp, csr, tef, bit_offset, 8, True, True, 1.0
bkp, csr, tef, access, read-only, True, True, 1.0
bkp, csr, tef, bit_width, 1, True, True, 1.0
bkp, csr, tif, bit_offset, 9, True, True, 1.0
bkp, csr, tif, access, write-only, False, False, 0.95
bkp, csr, tif, bit_width, 1, True, True, 1.0
bkp, dr1, , address_offset, 0x4, True, True, 1.0
bkp, dr1, , reset_value, 0x00000000, True, True, 1.0
bkp, dr1, d, bit_offset, 79, False, False, 1.0
bkp, dr1, d, access, , True, True, 0.95
bkp, dr1, d, bit_width, 16, True, True, 1.0
bkp, dr10, , address_offset, 0x4B, False, False, 0.95
bkp, dr10, , reset_value, 0x83, False, False, 0.9
bkp, dr10, , size, 16, True, True, 1.0
bkp, dr10, d, bit_offset, 0, True, True, 1.0
bkp, dr10, d, access, 0x0, False, True, 0.9
bkp, dr10, d, bit_width, 16, True, True, 1.0
bkp, dr11, , address_offset, 0x37, False, False, 0.9
bkp, dr11, , reset_value, 0x00000000, True, True, 1.0
bkp, dr11, , size, 92, False, False, 0.95
bkp, dr11, d, bit_offset, 0, True, True, 1.0
bkp, dr11, d, access, 0x1, False, True, 0.8
bkp, dr11, d, bit_width, 16, True, True, 1.0
bkp, dr12, , address_offset, 0x44, True, True, 1.0
bkp, dr12, , reset_value, 0x00000000, True, True, 1.0
bkp, dr12, , size, 71, False, False, 1.0
bkp, dr12, d, bit_offset, 51, False, False, 1.0
bkp, dr12, d, access, 1, False, True, 0.95
bkp, dr12, d, bit_width, 100, False, False, 1.0
bkp, dr13, , address_offset, 0x48, True, True, 1.0
bkp, dr13, , reset_value, 0x75, False, False, 1.0
bkp, dr13, , size, 44, False, False, 1.0
bkp, dr13, d, bit_offset, 0, True, True, 0.95
bkp, dr13, d, access, , True, True, 0.9
bkp, dr13, d, bit_width, 16, True, True, 1.0
bkp, dr14, , address_offset, 0x4C, True, True, 1.0
bkp, dr14, , reset_value, 0x00000000, True, True, 1.0
bkp, dr14, d, bit_offset, 0, True, True, 0.95
bkp, dr14, d, access, 0x1, False, False, 0.2
bkp, dr14, d, bit_width, 16, True, True, 1.0
bkp, dr15, , address_offset, 0x50, True, True, 1.0
bkp, dr15, , reset_value, 0xEA, False, False, 1.0
bkp, dr15, , size, 12, False, False, 1.0
bkp, dr15, d, bit_offset, 0, True, True, 1.0
bkp, dr15, d, access, 0, False, True, 1.0
bkp, dr15, d, bit_width, 16, True, True, 1.0
bkp, dr16, , address_offset, 0x54, True, True, 1.0
bkp, dr16, , reset_value, 0x00000000, True, True, 0.95
bkp, dr16, , size, 16, True, True, 1.0
bkp, dr16, d, bit_offset, 4, False, False, 0.2
bkp, dr16, d, access, , True, True, 1.0
bkp, dr16, d, bit_width, 16, True, True, 1.0
bkp, dr17, , address_offset, 0x54, True, False, 1.0
bkp, dr17, , reset_value, 0x00000000, True, True, 1.0
bkp, dr17, , size, 95, False, False, 0.95
bkp, dr17, d, bit_offset, 49, False, False, 0.9
bkp, dr17, d, access, , True, True, 1.0
bkp, dr17, d, bit_width, 16, True, True, 1.0
bkp, dr18, , address_offset, 0x5c, True, True, 1.0
bkp, dr18, , reset_value, 0x00000000, True, True, 1.0
bkp, dr18, , size, 16, True, True, 1.0
bkp, dr18, d, bit_offset, 65, False, False, 1.0
bkp, dr18, d, access, , True, True, 0.9
bkp, dr18, d, bit_width, 16, True, True, 1.0
bkp, dr19, , address_offset, 0xAE, False, False, 1.0
bkp, dr19, , reset_value, 0x00000000, True, True, 1.0
bkp, dr19, , size, 16, True, 1, 1.0
bkp, dr19, d, bit_offset, 0, True, True, 1.0
bkp, dr19, d, access, , True, True, 0.95
bkp, dr19, d, bit_width, 16, True, True, 1.0
bkp, dr2, , address_offset, 0x8, True, True, 1.0
bkp, dr2, , reset_value, 0x00000000, True, True, 1.0
bkp, dr2, , size, 16, True, True, 1.0
bkp, dr2, d, bit_offset, 15, False, True, 1.0
bkp, dr2, d, access, , True, True, 0.3
bkp, dr2, d, bit_width, 16, True, 1, 1.0
bkp, dr20, , address_offset, 0x64, True, True, 1.0
bkp, dr20, , reset_value, 0x15, False, False, 1.0
bkp, dr20, , size, 16, True, True, 1.0
bkp, dr20, d, bit_offset, 0, True, True, 1.0
bkp, dr20, d, access, 1, False, True, 0.6
bkp, dr20, d, bit_width, 30, False, False, 0.95
bkp, dr3, , address_offset, 0xC, True, True, 1.0
bkp, dr3, , reset_value, 0x00000000, True, True, 1.0
bkp, dr3, , size, 16, True, True, 1.0
bkp, dr3, d, bit_offset, 0, True, True, 1.0
bkp, dr3, d, access, , True, True, 1.0
bkp, dr3, d, bit_width, 92, False, False, 1.0
bkp, dr4, , address_offset, 0xFB, False, False, 0.99
bkp, dr4, , reset_value, 0x00000000, True, True, 1.0
bkp, dr4, , size, 42, False, False, 1.0
bkp, dr4, d, bit_offset, 0, True, True, 1.0
bkp, dr4, d, access, 0, False, False, 0.9
bkp, dr4, d, bit_width, 16, True, True, 1.0
bkp, dr5, , address_offset, 0x14, True, True, 1.0
bkp, dr5, , reset_value, 0x9F, False, False, 1.0
bkp, dr5, , size, 16, True, True, 1.0
bkp, dr5, d, bit_offset, 0, True, True, 1.0
bkp, dr5, d, access, , True, False, 0.0
bkp, dr5, d, bit_width, 16, True, True, 1.0
bkp, dr6, , address_offset, 0x18, True, True, 1.0
bkp, dr6, , reset_value, 0xFD, False, False, 1.0
bkp, dr6, , size, 16, True, True, 1.0
bkp, dr6, d, bit_offset, 0, True, True, 1.0
bkp, dr6, d, access, , True, False, 0.2
bkp, dr6, d, bit_width, 9, False, True, 1.0
bkp, dr7, , address_offset, 0x1c, True, True, 1.0
bkp, dr7, , reset_value, 0x00000000, True, True, 1.0
bkp, dr7, , size, 16, True, True, 1.0
bkp, dr7, d, bit_offset, 60, False, False, 0.9
bkp, dr7, d, access, , True, True, 1.0
bkp, dr7, d, bit_width, 23, False, False, 1.0
bkp, dr8, , address_offset, 0x88, False, False, 0.95
bkp, dr8, , reset_value, 0x00000000, True, True, 1.0
bkp, dr8, , size, 16, True, True, 1.0
bkp, dr8, d, bit_offset, 0, True, True, 1.0
bkp, dr8, d, access, 0, False, True, 1.0
bkp, dr8, d, bit_width, 16, True, True, 1.0
bkp, dr9, , address_offset, 0x60, False, False, 1.0
bkp, dr9, , reset_value, 0x5, False, False, 1.0
bkp, dr9, , size, 71, False, False, 1.0
bkp, dr9, d, bit_offset, 0, True, True, 1.0
bkp, dr9, d, access, , True, True, 1.0
bkp, dr9, d, bit_width, 16, True, True, 1.0
bkp, rtccr, , address_offset, 0x21, False, False, 1.0
bkp, rtccr, , reset_value, 0x00000000, True, True, 1.0
bkp, rtccr, , size, 1, False, False, 1.0
bkp, rtccr, cal, bit_offset, 0, True, True, 1.0
bkp, rtccr, cal, access, read-write, True, True, 1.0
bkp, rtccr, cal, bit_width, 7, True, True, 1.0
bkp, rtccr, cco, bit_offset, 36, False, False, 1.0
bkp, rtccr, cco, access, write-only, False, False, 0.95
bkp, rtccr, cco, bit_width, 1, True, True, 1.0
bkp, rtccr, asoe, bit_offset, 7, False, False, 0.95
bkp, rtccr, asoe, access, read-write, True, True, 1.0
bkp, rtccr, asoe, bit_width, 1, True, True, 1.0
bkp, rtccr, asos, bit_offset, 28, False, False, 0.95
bkp, rtccr, asos, access, read-write, True, True, 1.0
bkp, rtccr, asos, bit_width, 1, True, True, 1.0
cec, cfgr, , address_offset, 0xD4, False, False, 1.0
cec, cfgr, , reset_value, 0x3F, False, False, 1.0
cec, cfgr, , size, 45, False, False, 1.0
cec, cfgr, bpem, bit_offset, 3, True, True, 1.0
cec, cfgr, bpem, access, read-write, True, True, 1.0
cec, cfgr, bpem, bit_width, 1, True, True, 1.0
cec, cfgr, btem, bit_offset, 2, True, True, 1.0
cec, cfgr, btem, access, read-write, True, True, 1.0
cec, cfgr, btem, bit_width, 1, True, True, 1.0
cec, cfgr, ie, bit_offset, 59, False, False, 1.0
cec, cfgr, ie, access, read-only, False, False, 1.0
cec, cfgr, ie, bit_width, 1, True, True, 1.0
cec, cfgr, pe, bit_offset, 68, False, False, 1.0
cec, cfgr, pe, access, read-write, True, True, 1.0
cec, cfgr, pe, bit_width, 97, False, False, 1.0
cec, csr, , address_offset, 0x10, True, True, 1.0
cec, csr, , reset_value, 0x00000000, True, True, 1.0
cec, csr, , size, 32, True, True, 1.0
cec, csr, tbtrf, bit_offset, 3, True, True, 0.95
cec, csr, tbtrf, access, read-write, True, True, 1.0
cec, csr, tbtrf, bit_width, 1, True, True, 1.0
cec, csr, teom, bit_offset, 1, True, True, 1.0
cec, csr, teom, access, read-only, False, False, 0.9
cec, csr, teom, bit_width, 29, False, False, 0.0
cec, csr, terr, bit_offset, 2, True, True, 1.0
cec, csr, terr, access, write-only, False, False, 0.95
cec, csr, terr, bit_width, 46, False, False, 1.0
cec, csr, tsom, bit_offset, 0, True, True, 1.0
cec, csr, tsom, access, read-write, True, True, 1.0
cec, csr, tsom, bit_width, 38, False, False, 1.0
cec, csr, rbtf, bit_offset, 7, True, True, 1.0
cec, csr, rbtf, access, reserved, False, False, 1.0
cec, csr, rbtf, bit_width, 1, True, True, 1.0
cec, csr, reom, bit_offset, 32, False, False, 1.0
cec, csr, reom, access, read-only, False, True, 0.9
cec, csr, reom, bit_width, 1, True, True, 1.0
cec, csr, rerr, bit_offset, 6, True, True, 1.0
cec, csr, rerr, access, write-only, False, False, 1.0
cec, csr, rerr, bit_width, 14, False, False, 1.0
cec, csr, rsom, bit_offset, 4, True, True, 1.0
cec, csr, rsom, access, read-write, True, True, 0.95
cec, csr, rsom, bit_width, 1, True, True, 1.0
cec, esr, , address_offset, 0xC, True, True, 1.0
cec, esr, , reset_value, 0x00000000, True, True, 1.0
cec, esr, , size, 32, True, True, 0.9
cec, esr, acke, bit_offset, 4, True, True, 1.0
cec, esr, acke, access, read-write, False, True, 1.0
cec, esr, acke, bit_width, 1, True, True, 1.0
cec, esr, bpe, access, read-only, True, True, 0.9
cec, esr, bpe, bit_width, 1, True, True, 1.0
cec, esr, bte, bit_offset, 80, False, False, 0.95
cec, esr, bte, access, read-only, True, False, 0.9
cec, esr, bte, bit_width, 1, True, True, 0.95
cec, esr, line, bit_offset, 5, True, True, 1.0
cec, esr, line, access, read-only, True, True, 1.0
cec, esr, line, bit_width, 1, True, True, 1.0
cec, esr, rbtfe, access, read-only, True, True, 1.0
cec, esr, sbe, bit_offset, 3, True, True, 1.0
cec, esr, sbe, access, read-only, True, True, 0.9
cec, esr, sbe, bit_width, 9, False, False, 1.0
cec, esr, tbtfe, bit_offset, 6, True, True, 1.0
cec, esr, tbtfe, access, read-only, True, False, 1.0
cec, esr, tbtfe, bit_width, 1, True, True, 1.0
cec, oar, , address_offset, 0x4, True, True, 1.0
cec, oar, , reset_value, 0x12, False, False, 1.0
cec, oar, , size, 68, False, False, 1.0
cec, oar, oa, bit_offset, 0, True, True, 1.0
cec, oar, oa, access, read-write, True, True, 0.9
cec, oar, oa, bit_width, 4, True, True, 1.0
cec, rxd, , address_offset, 0x18, True, True, 1.0
cec, rxd, , reset_value, 0x00000000, True, True, 1.0
cec, rxd, , size, 32, True, True, 1.0
cec, rxd, rxd, bit_offset, 0, True, True, 1.0
cec, rxd, rxd, access, read-only, True, True, 1.0
cec, rxd, rxd, bit_width, 8, True, True, 1.0
cec, txd, , address_offset, 0x14, True, True, 1.0
cec, txd, , reset_value, 0x00000000, True, True, 1.0
cec, txd, , size, 32, True, False, 1.0
cec, txd, txd, bit_offset, 16, False, False, 1.0
cec, txd, txd, access, read-only, False, False, 1.0
cec, txd, txd, bit_width, 8, True, True, 1.0
cec, pres, , address_offset, 0x8, True, True, 1.0
cec, pres, , reset_value, 0x00000000, True, True, 1.0
cec, pres, , size, 25, False, False, 1.0
cec, pres, presc, bit_offset, 0, True, True, 1.0
cec, pres, presc, access, read-write, True, True, 1.0
cec, pres, presc, bit_width, 81, False, False, 1.0
crc, cr, , address_offset, 0x8, True, True, 1.0
crc, cr, , reset_value, 0x00000000, True, True, 1.0
crc, cr, , size, 32, True, True, 0.95
crc, cr, reset, bit_offset, 0, True, True, 1.0
crc, cr, reset, access, write-only, True, 1, 0.9
crc, dr, , address_offset, 0x8, False, False, 1.0
crc, dr, , reset_value, 0xFFFFFFFF, True, True, 1.0
crc, dr, , size, 32, True, True, 1.0
crc, dr, dr, bit_offset, 0, True, True, 0.95
crc, dr, dr, access, read-write, True, True, 0.95
crc, dr, dr, bit_width, 15, False, False, 0.95
crc, idr, , address_offset, 0xD, False, False, 1.0
crc, idr, , reset_value, 0x00000000, True, True, 1.0
crc, idr, , size, 32, True, True, 1.0
crc, idr, idr, bit_offset, 54, False, False, 1.0
crc, idr, idr, access, write-only, False, False, 1.0
crc, idr, idr, bit_width, 72, False, False, 1.0
dac, cr, , address_offset, 0x0, True, True, 1.0
dac, cr, , reset_value, 0x00000000, True, True, 1.0
dac, cr, , size, 32, True, True, 1.0
dac, cr, boff1, bit_offset, 1, True, True, 1.0
dac, cr, boff1, access, reserved, False, False, 1.0
dac, cr, boff2, bit_offset, 17, True, True, 1.0
dac, cr, boff2, access, read-write, True, True, 1.0
dac, cr, boff2, bit_width, 1, True, True, 1.0
dac, cr, dmaen1, bit_offset, 12, True, True, 1.0
dac, cr, dmaen1, access, read-write, True, True, 1.0
dac, cr, dmaen1, bit_width, 1, True, True, 1.0
dac, cr, dmaen2, bit_offset, 28, True, True, 1.0
dac, cr, dmaen2, access, read-only, False, False, 1.0
dac, cr, dmaen2, bit_width, 1, True, True, 1.0
dac, cr, dmaudrie1, bit_offset, 13, True, True, 1.0
dac, cr, dmaudrie1, access, read-write, True, True, 1.0
dac, cr, dmaudrie1, bit_width, 1, True, True, 1.0
dac, cr, dmaudrie2, bit_offset, 29, True, True, 1.0
dac, cr, dmaudrie2, access, read-write, True, True, 1.0
dac, cr, dmaudrie2, bit_width, 20, False, False, 1.0
dac, cr, en1, bit_offset, 71, False, False, 1.0
dac, cr, en1, access, read-write, True, True, 1.0
dac, cr, en1, bit_width, 1, True, True, 1.0
dac, cr, en2, bit_offset, 65, False, False, 0.95
dac, cr, en2, access, read-write, True, True, 1.0
dac, cr, en2, bit_width, 36, False, False, 1.0
dac, cr, mamp1, bit_offset, 8, True, True, 1.0
dac, cr, mamp1, access, read-write, True, True, 1.0
dac, cr, mamp1, bit_width, 70, False, False, 1.0
dac, cr, mamp2, bit_offset, 24, True, True, 1.0
dac, cr, mamp2, access, read-write, True, True, 1.0
dac, cr, mamp2, bit_width, 4, True, True, 1.0
dac, cr, ten1, bit_offset, 2, True, True, 1.0
dac, cr, ten1, access, read-write, True, True, 1.0
dac, cr, ten1, bit_width, 22, False, False, 0.9
dac, cr, ten2, bit_offset, 18, True, True, 1.0
dac, cr, ten2, access, reserved, False, False, 0.95
dac, cr, ten2, bit_width, 58, False, False, 1.0
dac, cr, tsel1, bit_offset, 3, True, True, 1.0
dac, cr, tsel1, access, read-write, True, True, 0.95
dac, cr, tsel1, bit_width, 3, True, True, 1.0
dac, cr, tsel2, bit_offset, 19, True, True, 1.0
dac, cr, tsel2, access, read-write, True, True, 1.0
dac, cr, tsel2, bit_width, 68, False, False, 1.0
dac, cr, wave1, access, write-only, False, False, 1.0
dac, cr, wave1, bit_width, 2, True, True, 1.0
dac, cr, wave2, bit_offset, 22, True, True, 1.0
dac, cr, wave2, access, read-write, True, True, 1.0
dac, cr, wave2, bit_width, 2, True, True, 1.0
dac, dhr12l1, , address_offset, 0xC, True, True, 1.0
dac, dhr12l1, , reset_value, 0x00000000, True, True, 1.0
dac, dhr12l1, , size, 32, True, False, 1.0
dac, dhr12l1, dacc1dhr, bit_offset, 31, False, 1, 0.95
dac, dhr12l1, dacc1dhr, access, read-write, True, True, 1.0
dac, dhr12l1, dacc1dhr, bit_width, 12, True, True, 1.0
dac, dhr12l2, , address_offset, 0x18, True, True, 1.0
dac, dhr12l2, , reset_value, 0x00000000, True, True, 1.0
dac, dhr12l2, , size, 32, True, True, 0.9
dac, dhr12l2, dacc2dhr, bit_offset, 88, False, False, 1.0
dac, dhr12l2, dacc2dhr, access, read-write, True, True, 0.9
dac, dhr12ld, , address_offset, 0x24, True, True, 1.0
dac, dhr12ld, , reset_value, 0x58, False, True, 1.0
dac, dhr12ld, , size, 32, True, True, 1.0
dac, dhr12ld, dacc1dhr, bit_offset, 4, True, True, 1.0
dac, dhr12ld, dacc1dhr, access, read-write, True, True, 1.0
dac, dhr12ld, dacc1dhr, bit_width, 92, False, False, 1.0
dac, dhr12ld, dacc2dhr, bit_offset, 20, True, False, 0.95
dac, dhr12ld, dacc2dhr, access, read-write, True, True, 1.0
dac, dhr12ld, dacc2dhr, bit_width, 12, True, True, 1.0
dac, dhr12r1, , address_offset, 0x8, True, True, 1.0
dac, dhr12r1, , reset_value, 0x00000000, True, True, 1.0
dac, dhr12r1, , size, 32, True, False, 1.0
dac, dhr12r1, dacc1dhr, bit_offset, 0, True, True, 1.0
dac, dhr12r1, dacc1dhr, access, read-write, True, True, 1.0
dac, dhr12r1, dacc1dhr, bit_width, 75, False, False, 1.0
dac, dhr12r2, , address_offset, 0x14, True, True, 1.0
dac, dhr12r2, , reset_value, 0x7C, False, False, 1.0
dac, dhr12r2, , size, 32, True, False, 0.95
dac, dhr12r2, dacc2dhr, bit_offset, 0, True, True, 1.0
dac, dhr12r2, dacc2dhr, access, write-only, False, False, 0.9
dac, dhr12r2, dacc2dhr, bit_width, 12, True, True, 1.0
dac, dhr12rd, , address_offset, 0x20, True, True, 1.0
dac, dhr12rd, , reset_value, 0x8A, False, False, 1.0
dac, dhr12rd, , size, 32, True, False, 1.0
dac, dhr12rd, dacc1dhr, bit_offset, 90, False, False, 1.0
dac, dhr12rd, dacc1dhr, access, read-write, True, True, 1.0
dac, dhr12rd, dacc1dhr, bit_width, 12, True, True, 1.0
dac, dhr12rd, dacc2dhr, bit_offset, 16, True, True, 1.0
dac, dhr12rd, dacc2dhr, access, reserved, False, True, 1.0
