peripheral,register,field_name,key,correct_value,is_correct,is_incorrect_name
fsmc,btr3,datlat,bit_width,4,True,False
fsmc,btr4,,address_offset,0x1C,True,False
fsmc,btr4,,reset_value,0x0FFFFFFF,True,False
fsmc,btr4,,size,32,True,False
fsmc,btr4,accmod,bit_offset,90,False,False
fsmc,btr4,accmod,access,read-write,True,False
fsmc,btr4,accmod,bit_width,19,False,False
fsmc,btr4,addhld,bit_offset,4,True,False
fsmc,btr4,addhld,access,reserved,False,False
fsmc,btr4,addhld,bit_width,4,True,False
fsmc,btr4,addset,bit_offset,0,True,False
fsmc,btr4,addset,access,read-write,True,False
fsmc,btr4,addset,bit_width,15,False,False
fsmc,btr4,busturn,bit_offset,7,False,False
fsmc,btr4,busturn,access,read-write,True,False
dbn,btr4,busturn,bit_width,4,False,True
fsmc,btr4,clkdiv,bit_offset,20,True,False
fsmc,btr4,clkdiv,access,read-only,False,False
fsmc,btr4,clkdiv,bit_width,4,True,False
fsmc,btr4,datast,bit_offset,8,True,False
fsmc,poce,datast,access,read-write,False,True
fsmc,btr4,datast,bit_width,28,False,False
fsmc,btr4,datlat,bit_offset,76,False,False
fsmc,btr4,datlat,access,reserved,False,False
fsmc,btr4,datlat,bit_width,88,False,False
fsmc,bwtr1,,address_offset,0x104,True,False
fsmc,bwtr1,,reset_value,0xFFFFFFF,True,False
fsmc,bwtr1,,size,13,False,False
fsmc,bwtr1,addhld,bit_offset,4,True,False
fsmc,bwtr1,addhld,access,write-only,False,False
fsmc,bwtr1,addhld,bit_width,81,False,False
fsmc,bwtr1,addset,bit_offset,0,True,False
fsmc,bwtr1,addset,access,read-write,True,False
fsmc,bwtr1,addset,bit_width,100,False,False
fsmc,bwtr1,datast,bit_offset,8,True,False
mpijsi,bwtr1,datast,access,read-write,False,True
fsmc,bwtr1,yluylijatn,bit_width,8,False,True
gbgge,bwtr1,accmod,bit_offset,28,False,True
fsmc,bwtr1,accmod,access,read-write,True,False
fsmc,bwtr1,accmod,bit_width,37,False,False
fsmc,bwtr2,,address_offset,0x10C,True,False
fsmc,bwtr2,,reset_value,0xFFFFFFF,True,False
fsmc,bwtr2,sukegbhcrx,size,32,False,True
fsmc,bwtr2,accmod,bit_offset,28,True,False
fsmc,bwtr2,accmod,access,read-write,True,False
fsmc,bwtr2,accmod,bit_width,2,True,False
fsmc,bwtr2,addhld,bit_offset,4,True,False
fsmc,bwtr2,addhld,access,read-write,True,False
fsmc,bwtr2,addhld,bit_width,4,True,False
fsmc,bwtr2,addset,bit_offset,0,True,False
fsmc,bwtr2,addset,access,reserved,False,False
fsmc,bwtr2,addset,bit_width,4,True,False
fsmc,bwtr2,datast,bit_offset,87,False,False
fsmc,bwtr2,datast,access,read-write,True,False
fsmc,bwtr2,datast,bit_width,72,False,False
fsmc,bwtr2,busturn,bit_offset,16,True,False
fsmc,bwtr2,busturn,access,,True,False
fsmc,bwtr2,busturn,bit_width,4,True,False
fsmc,bwtr3,,address_offset,0x114,True,False
fsmc,bwtr3,,reset_value,0xFFFFFFF,True,False
pvhecntlfigl,bwtr3,,size,32,False,True
fsmc,bwtr3,accmod,bit_offset,28,True,False
oitvx,bwtr3,accmod,access,read-write,False,True
fsmc,bwtr3,accmod,bit_width,2,True,False
fsmc,rucrvuyspavc,addhld,bit_offset,4,False,True
fsmc,bwtr3,addhld,access,read-write,True,False
fsmc,bwtr3,addhld,bit_width,38,False,False
fsmc,bwtr3,addset,bit_offset,0,True,False
fsmc,bwtr3,addset,access,read-write,True,False
fsmc,bwtr3,addset,bit_width,4,True,False
fsmc,bwtr3,datast,bit_offset,8,True,False
fsmc,bwtr3,datast,access,reserved,False,False
fsmc,jwncipootkrl,datast,bit_width,8,False,True
fsmc,bwtr3,busturn,bit_offset,16,True,False
fsmc,bwtr3,busturn,access,0,False,False
fsmc,bwtr3,busturn,bit_width,4,True,False
fsmc,bwtr4,,address_offset,0x11C,True,False
avvzl,bwtr4,,reset_value,0xFFFFFFF,False,True
fsmc,bwtr4,,size,73,False,False
fsmc,bwtr4,accmod,bit_offset,28,True,False
fsmc,bwtr4,accmod,access,read-write,True,False
fsmc,bwtr4,accmod,bit_width,50,False,False
fsmc,bwtr4,wxwqml,bit_offset,4,False,True
fsmc,bwtr4,oxfhlxy,access,read-write,False,True
fsmc,krzzdt,addhld,bit_width,4,False,True
fsmc,bwtr4,addset,bit_offset,0,True,False
fsmc,bwtr4,addset,access,reserved,False,False
fsmc,bwtr4,addset,bit_width,12,False,False
fsmc,bwtr4,datast,bit_offset,8,True,False
fsmc,bwtr4,datast,access,reserved,False,False
fsmc,bwtr4,datast,bit_width,6,False,False
fsmc,bwtr4,busturn,bit_offset,33,False,False
fsmc,bwtr4,busturn,access,1,False,False
fsmc,bwtr4,busturn,bit_width,4,True,False
iwdg,kr,,address_offset,0x0,True,False
iwdg,kr,,reset_value,0x00000000,True,False
iwdg,kr,,size,32,True,False
iwdg,kr,key,bit_offset,0,True,False
iwdg,kr,key,access,write-only,True,False
iwdg,kr,key,bit_width,16,True,False
iwdg,pr,,address_offset,0x4,True,False
iwdg,pr,,reset_value,0x00000000,True,False
iwdg,pr,,size,32,True,False
iwdg,pr,pr,bit_offset,93,False,False
iwdg,pr,pr,access,write-only,False,False
iwdg,pr,pr,bit_width,3,True,False
iwdg,rlr,,address_offset,0x90,False,False
iwdg,rlr,,reset_value,0x00000FFF,True,False
iwdg,rlr,,size,32,True,False
iwdg,nqelvwjjcbpo,rl,bit_offset,0,False,True
iwdg,rlr,rl,access,read-write,True,False
iwdg,rlr,rl,bit_width,12,True,False
iwdg,sr,,address_offset,0x47,False,False
iwdg,sr,,reset_value,0x00000000,True,False
iwdg,sr,,size,32,True,False
iwdg,sr,pvu,bit_offset,0,True,False
iwdg,sr,pvu,access,read-write,False,False
iwdg,sr,pvu,bit_width,1,True,False
iwdg,sr,rvu,bit_offset,1,True,False
iwdg,sr,rvu,access,read-only,True,False
iwdg,sr,rvu,bit_width,1,True,False
pwr,cr,,address_offset,0x0,True,False
pwr,cr,,reset_value,0x00000000,True,False
pwr,cr,,size,32,True,False
pwr,cr,csbf,bit_offset,60,False,False
pwr,cr,csbf,access,read-write,True,False
pwr,cr,csbf,bit_width,1,True,False
pwr,cr,cwuf,bit_offset,2,True,False
pwr,cr,cwuf,access,read-only,False,False
pwr,cr,cwuf,bit_width,1,True,False
pwr,cr,dbp,bit_offset,8,True,False
pwr,cr,dbp,access,read-only,False,False
pwr,cr,dbp,bit_width,72,False,False
irlslscpuwps,cr,lpds,bit_offset,0,False,True
pwr,cr,lpds,access,read-write,True,False
pwr,cr,lpds,bit_width,1,True,False
pwr,cr,pdds,bit_offset,1,True,False
pwr,cr,pdds,access,read-write,True,False
pwr,cr,pdds,bit_width,1,True,False
pwr,cr,pls,bit_offset,5,True,False
pwr,cr,pls,access,read-write,True,False
pwr,cr,pls,bit_width,3,True,False
pwr,cr,pvde,bit_offset,98,False,False
pwr,cr,pvde,access,read-write,True,False
pwr,jokonls,pvde,bit_width,1,False,True
pwr,csr,,address_offset,0x4,True,False
pwr,csr,,reset_value,0x00000000,True,False
pwr,csr,,size,32,True,False
pwr,csr,ewup,bit_offset,93,False,False
pwr,csr,ewup,access,read-write,True,False
pwr,csr,ewup,bit_width,1,True,False
pwr,csr,pvdo,bit_offset,2,True,False
pwr,csr,pvdo,access,read-only,True,False
pwr,dhrhsw,pvdo,bit_width,1,False,True
pwr,csr,sbf,bit_offset,1,True,False
pwr,csr,sbf,access,read-only,True,False
pwr,csr,sbf,bit_width,1,True,False
pwr,csr,wuf,bit_offset,21,False,False
pwr,csr,wuf,access,read-only,True,False
pwr,csr,wuf,bit_width,1,True,False
rcc,ahbenr,,address_offset,0x14,True,False
rcc,ahbenr,,reset_value,0x54,False,False
rcc,ahbenr,,size,32,True,False
rcc,ahbenr,crcen,bit_offset,6,True,False
rcc,ahbenr,crcen,access,read-write,True,False
rcc,ahbenr,crcen,bit_width,1,True,False
rcc,ahbenr,dma1en,bit_offset,0,True,False
rcc,ahbenr,dma1en,access,read-write,True,False
rcc,ahbenr,dma1en,bit_width,16,False,False
rcc,ahbenr,dma2en,bit_offset,1,True,False
rcc,ahbenr,dma2en,access,write-only,False,False
rcc,ahbenr,dma2en,bit_width,1,True,False
rcc,ahbenr,flitfen,bit_offset,4,True,False
rcc,ahbenr,flitfen,access,read-write,True,False
rcc,ahbenr,flitfen,bit_width,1,True,False
rcc,ahbenr,fsmcen,bit_offset,8,True,False
rcc,ahbenr,fsmcen,access,read-write,True,False
rcc,ahbenr,fsmcen,bit_width,1,True,False
rcc,ahbenr,sramen,bit_offset,2,True,False
rcc,ahbenr,sramen,access,read-write,True,False
rcc,ahbenr,sramen,bit_width,1,True,False
rcc,apb1enr,,address_offset,0x1C,True,False
rcc,apb1enr,,reset_value,0x00000000,True,False
rcc,apb1enr,,size,86,False,False
rcc,apb1enr,bkpen,bit_offset,27,True,False
rcc,apb1enr,bkpen,access,read-write,True,False
rcc,apb1enr,bkpen,bit_width,76,False,False
rcc,apb1enr,cecen,bit_offset,30,True,False
rcc,apb1enr,cecen,access,write-only,False,False
rcc,apb1enr,cecen,bit_width,1,True,False
rcc,apb1enr,dacen,bit_offset,30,False,False
rcc,apb1enr,dacen,access,read-write,True,False
rcc,apb1enr,dacen,bit_width,42,False,False
rcc,apb1enr,i2c1en,bit_offset,48,False,False
rcc,apb1enr,i2c1en,access,reserved,False,False
rcc,apb1enr,i2c1en,bit_width,1,True,False
rcc,apb1enr,i2c2en,bit_offset,31,False,False
rcc,apb1enr,i2c2en,access,read-write,True,False
rcc,apb1enr,i2c2en,bit_width,1,True,False
rcc,apb1enr,pwren,bit_offset,49,False,False
rcc,apb1enr,pwren,access,read-write,True,False
rcc,apb1enr,pwren,bit_width,1,True,False
rcc,apb1enr,spi2en,bit_offset,12,False,False
rcc,apb1enr,spi2en,access,read-write,True,False
rcc,apb1enr,spi2en,bit_width,1,True,False
rcc,lac,spi3en,bit_offset,15,False,True
rcc,zlszgpkw,spi3en,access,read-write,False,True
tzpwnxrct,apb1enr,spi3en,bit_width,1,False,True
rcc,apb1enr,tim12en,bit_offset,6,True,False
rcc,apb1enr,tim12en,access,read-write,True,False
rcc,apb1enr,tim12en,bit_width,40,False,False
rcc,apb1enr,tim13en,bit_offset,67,False,False
rcc,apb1enr,tim13en,access,write-only,False,False
rcc,apb1enr,tim13en,bit_width,1,True,False
rcc,apb1enr,tim14en,bit_offset,8,True,False
rcc,apb1enr,tim14en,access,read-write,True,False
rcc,apb1enr,tim14en,bit_width,1,True,False
rcc,apb1enr,tim2en,bit_offset,47,False,False
rcc,apb1enr,tim2en,access,write-only,False,False
rcc,apb1enr,tim2en,bit_width,87,False,False
rcc,apb1enr,tim3en,bit_offset,1,True,False
rcc,apb1enr,tim3en,access,read-write,True,False
rcc,apb1enr,tim3en,bit_width,1,True,False
rcc,apb1enr,tim4en,bit_offset,33,False,False
rcc,apb1enr,tim4en,access,read-write,True,False
rcc,apb1enr,tim4en,bit_width,1,True,False
rcc,apb1enr,tim5en,bit_offset,3,True,False
rcc,apb1enr,tim5en,access,read-write,True,False
rcc,apb1enr,tim5en,bit_width,86,False,False
rcc,apb1enr,tim6en,bit_offset,19,False,False
rcc,apb1enr,tim6en,access,reserved,False,False
rcc,apb1enr,tim6en,bit_width,54,False,False
rcc,apb1enr,tim7en,bit_offset,5,True,False
rcc,apb1enr,tim7en,access,read-write,True,False
rcc,apb1enr,tim7en,bit_width,1,True,False
rcc,apb1enr,uart4en,bit_offset,19,True,False
rcc,apb1enr,uart4en,access,reserved,False,False
rcc,apb1enr,uart4en,bit_width,85,False,False
rcc,hyfon,uart5en,bit_offset,20,False,True
rcc,apb1enr,uart5en,access,read-write,True,False
rcc,apb1enr,uart5en,bit_width,99,False,False
rcc,apb1enr,usart2en,bit_offset,17,True,False
rcc,apb1enr,usart2en,access,read-write,True,False
rcc,apb1enr,usart2en,bit_width,1,True,False
rcc,apb1enr,usart3en,bit_offset,18,True,False
rcc,apb1enr,usart3en,access,reserved,False,False
rcc,apb1enr,usart3en,bit_width,1,True,False
rcc,apb1enr,wwdgen,bit_offset,11,True,False
rcc,apb1enr,whsgwdgra,access,read-write,False,True
rcc,apb1enr,wwdgen,bit_width,1,True,False
rcc,apb1rstr,,address_offset,0x10,True,False
rcc,apb1rstr,,reset_value,0x00000000,True,False
rcc,apb1rstr,,size,29,False,False
rcc,apb1rstr,bkprst,bit_offset,27,True,False
rcc,apb1rstr,bkprst,access,read-write,True,False
rcc,apb1rstr,bkprst,bit_width,1,True,False
rcc,apb1rstr,cecrst,bit_offset,30,True,False
owlnjghpucep,apb1rstr,cecrst,access,read-write,False,True
rcc,apb1rstr,cecrst,bit_width,29,False,False
rcc,apb1rstr,dacrst,bit_offset,29,True,False
rcc,apb1rstr,dacrst,access,read-write,True,False
rcc,apb1rstr,dacrst,bit_width,83,False,False
rcc,apb1rstr,i2c1rst,bit_offset,21,True,False
rcc,apb1rstr,i2c1rst,access,read-only,False,False
rcc,apb1rstr,i2c1rst,bit_width,1,True,False
rcc,apb1rstr,i2c2rst,bit_offset,1,False,False
rcc,apb1rstr,i2c2rst,access,read-write,True,False
rcc,apb1rstr,i2c2rst,bit_width,91,False,False
rcc,apb1rstr,pwrrst,bit_offset,55,False,False
rcc,apb1rstr,pwrrst,access,read-write,True,False
rcc,apb1rstr,pwrrst,bit_width,1,True,False
rcc,apb1rstr,spi2rst,bit_offset,63,False,False
rcc,apb1rstr,spi2rst,access,read-write,True,False
rcc,apb1rstr,spi2rst,bit_width,46,False,False
rcc,apb1rstr,spi3rst,bit_offset,15,True,False
rcc,apb1rstr,spi3rst,access,write-only,False,False
okcjdczoc,apb1rstr,spi3rst,bit_width,1,False,True
rcc,apb1rstr,tim12rst,bit_offset,6,True,False
rcc,uzvux,tim12rst,access,read-write,False,True
rcc,apb1rstr,tim12rst,bit_width,1,True,False
rcc,apb1rstr,tim13rst,bit_offset,7,True,False
rcc,apb1rstr,tim13rst,access,reserved,False,False
rcc,apb1rstr,pzjjorzgtz,bit_width,1,False,True
rcc,apb1rstr,tim14rst,bit_offset,8,True,False
rcc,apb1rstr,tim14rst,access,reserved,False,False
rcc,apb1rstr,tim14rst,bit_width,1,True,False
rcc,apb1rstr,tim2rst,bit_offset,0,True,False
rcc,oeb,tim2rst,access,read-write,False,True
rcc,apb1rstr,tim2rst,bit_width,1,True,False
rcc,apb1rstr,dhpuvrut,bit_offset,1,False,True
rcc,apb1rstr,tim3rst,access,read-write,True,False
rcc,apb1rstr,tim3rst,bit_width,1,True,False
rcc,apb1rstr,tim4rst,bit_offset,2,True,False
rcc,yorwumbdeofk,tim4rst,access,read-write,False,True
rcc,apb1rstr,tim4rst,bit_width,7,False,False
rcc,apb1rstr,tim5rst,bit_offset,73,False,False
rcc,apb1rstr,tim5rst,access,read-write,True,False
rcc,apb1rstr,tim5rst,bit_width,61,False,False
rcc,apb1rstr,tim6rst,bit_offset,52,False,False
rcc,apb1rstr,tim6rst,access,reserved,False,False
rcc,apb1rstr,tim6rst,bit_width,1,True,False
rcc,apb1rstr,tim7rst,bit_offset,5,True,False
