peripheral,register,field_name,alt_name,key,correct_value,svd_value,agent_value,status,page,set_method,derived_from
crc,ctrl,,,address_offset,0x8,0x8,,verified,,imported,
crc,ctrl,,,reset_value,0,0,,verified,,imported,
crc,ctrl,,,size,32,32,,verified,,imported,
crc,ctrl,tcrc,,bit_offset,24,24,24,verified,,imported,
crc,ctrl,tcrc,,bit_width,1,1,1,verified,,imported,
crc,ctrl,tcrc,,access,read-write,read-write,,verified,,imported,
crc,ctrl,was,,bit_offset,25,25,25,verified,,imported,
crc,ctrl,was,,bit_width,1,1,1,verified,,imported,
crc,ctrl,was,,access,read-write,read-write,,verified,,imported,
crc,ctrl,fxor,,bit_offset,26,26,26,verified,,imported,
crc,ctrl,fxor,,bit_width,1,1,1,verified,,imported,
crc,ctrl,fxor,,access,read-write,read-write,,verified,,imported,
crc,ctrl,totr,,bit_offset,28,28,28,verified,,imported,
crc,ctrl,totr,,bit_width,2,2,2,verified,,imported,
crc,ctrl,totr,,access,read-write,read-write,,verified,,imported,
crc,ctrl,tot,,bit_offset,30,30,30,verified,,imported,
crc,ctrl,tot,,bit_width,2,2,2,verified,,imported,
crc,ctrl,tot,,access,read-write,read-write,,verified,,imported,
pwt,,,,base_address,0x40033000,0x40033000,,verified,6,human-verified,
pwt,r1,,,address_offset,0,0,,verified,25,human-verified,
pwt,r1,,,reset_value,0,0,,verified,25,human-verified,
pwt,r1,,,size,32,32,,verified,25,human-verified,
pwt,r1,pwtov,,bit_offset,0,0,0,verified,25,human-verified,
pwt,r1,pwtov,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,pwtov,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pwtrdy,,bit_offset,1,1,1,verified,25,human-verified,
pwt,r1,pwtrdy,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,pwtrdy,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pwtsr,,bit_offset,3,3,3,verified,25,human-verified,
pwt,r1,pwtsr,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,pwtsr,,access,write-only,write-only,,verified,25,human-verified,
pwt,r1,povie,,bit_offset,4,4,4,verified,25,human-verified,
pwt,r1,povie,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,povie,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,prdyie,,bit_offset,5,5,5,verified,25,human-verified,
pwt,r1,prdyie,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,prdyie,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pwtie,,bit_offset,6,6,6,verified,25,human-verified,
pwt,r1,pwtie,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,pwtie,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pwten,,bit_offset,7,7,7,verified,25,human-verified,
pwt,r1,pwten,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,pwten,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pre,,bit_offset,8,8,8,verified,25,human-verified,
pwt,r1,pre,,bit_width,3,3,3,verified,25,human-verified,
pwt,r1,pre,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,edge,,bit_offset,11,11,11,verified,25,human-verified,
pwt,r1,edge,,bit_width,2,2,2,verified,25,human-verified,
pwt,r1,edge,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pinsel,,bit_offset,13,13,13,verified,25,human-verified,
pwt,r1,pinsel,,bit_width,2,2,2,verified,25,human-verified,
pwt,r1,pinsel,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,pclks,,bit_offset,15,15,15,verified,25,human-verified,
pwt,r1,pclks,,bit_width,1,1,1,verified,25,human-verified,
pwt,r1,pclks,,access,read-write,read-write,,verified,25,human-verified,
pwt,r1,ppw,,bit_offset,16,16,16,verified,25,human-verified,
pwt,r1,ppw,,bit_width,16,16,16,verified,25,human-verified,
pwt,r1,ppw,,access,read-only,read-only,,verified,25,human-verified,
pwt,r2,,,address_offset,0x4,0x4,,verified,25,human-verified,
pwt,r2,,,reset_value,0,0,,verified,25,human-verified,
pwt,r2,,,size,32,32,,verified,25,human-verified,
pwt,r2,npw,,bit_offset,0,0,0,verified,25,human-verified,
pwt,r2,npw,,bit_width,16,16,16,verified,25,human-verified,
pwt,r2,npw,,access,read-only,read-only,,verified,25,human-verified,
pwt,r2,pwtc,,bit_offset,16,16,16,verified,25,human-verified,
pwt,r2,pwtc,,bit_width,16,16,16,verified,25,human-verified,
pwt,r2,pwtc,,access,read-only,read-only,,verified,25,human-verified,
pit,,,,base_address,0x40037000,0x40037000,,verified,6,human-verified,
pit,mcr,,,address_offset,0,0,,verified,26,human-verified,
pit,mcr,,,reset_value,0x6,0x6,,verified,26,human-verified,
pit,mcr,,,size,32,32,,verified,26,human-verified,
pit,mcr,frz,,bit_offset,0,0,0,verified,26,human-verified,
pit,mcr,frz,,bit_width,1,1,1,verified,26,human-verified,
pit,mcr,frz,,access,read-write,read-write,,verified,26,human-verified,
pit,mcr,mdis,,bit_offset,1,1,1,verified,26,human-verified,
pit,mcr,mdis,,bit_width,1,1,1,verified,26,human-verified,
pit,mcr,mdis,,access,read-write,read-write,,verified,26,human-verified,
pit,ldval0,,,address_offset,0x100,0x100,,verified,,human-verified,
pit,ldval0,,,reset_value,0,0,,verified,,human-verified,
pit,ldval0,,,size,32,32,,verified,,human-verified,
pit,ldval0,tsv,,bit_offset,0,0,,verified,,human-verified,
pit,ldval0,tsv,,bit_width,32,32,,verified,,human-verified,
pit,ldval0,tsv,,access,read-write,read-write,,verified,,human-verified,
pit,ldval1,,,address_offset,0x110,0x110,,verified,,human-verified,
pit,ldval1,,,reset_value,0,0,,verified,,human-verified,
pit,ldval1,,,size,32,32,,verified,,human-verified,
pit,ldval1,tsv,,bit_offset,0,0,,verified,,human-verified,
pit,ldval1,tsv,,bit_width,32,32,,verified,,human-verified,
pit,ldval1,tsv,,access,read-write,read-write,,verified,,human-verified,
pit,cval0,,,address_offset,0x104,0x104,,verified,,human-verified,
pit,cval0,,,reset_value,0,0,,verified,,human-verified,
pit,cval0,,,size,32,32,,verified,,human-verified,
pit,cval0,tvl,,bit_offset,0,0,,verified,,human-verified,
pit,cval0,tvl,,bit_width,32,32,,verified,,human-verified,
pit,cval0,tvl,,access,read-only,read-only,,verified,,human-verified,
pit,cval1,,,address_offset,0x114,0x114,,verified,,human-verified,
pit,cval1,,,reset_value,0,0,,verified,,human-verified,
pit,cval1,,,size,32,32,,verified,,human-verified,
pit,cval1,tvl,,bit_offset,0,0,,verified,,human-verified,
pit,cval1,tvl,,bit_width,32,32,,verified,,human-verified,
pit,cval1,tvl,,access,read-only,read-only,,verified,,human-verified,
pit,tctrl0,,,address_offset,0x108,0x108,,verified,,human-verified,
pit,tctrl0,,,reset_value,0,0,,verified,,human-verified,
pit,tctrl0,,,size,32,32,,verified,,human-verified,
pit,tctrl0,ten,,bit_offset,0,0,,verified,,human-verified,
pit,tctrl0,ten,,bit_width,1,1,,verified,,human-verified,
pit,tctrl0,ten,,access,read-write,read-write,,verified,,human-verified,
pit,tctrl0,tie,,bit_offset,1,1,,verified,,human-verified,
pit,tctrl0,tie,,bit_width,1,1,,verified,,human-verified,
pit,tctrl0,tie,,access,read-write,read-write,,verified,,human-verified,
pit,tctrl0,chn,,bit_offset,2,2,,verified,,human-verified,
pit,tctrl0,chn,,bit_width,1,1,,verified,,human-verified,
pit,tctrl0,chn,,access,read-write,read-write,,verified,,human-verified,
pit,tctrl1,,,address_offset,0x118,0x118,,verified,,human-verified,
pit,tctrl1,,,reset_value,0,0,,verified,,human-verified,
pit,tctrl1,,,size,32,32,,verified,,human-verified,
pit,tctrl1,ten,,bit_offset,0,0,,verified,,human-verified,
pit,tctrl1,ten,,bit_width,1,1,,verified,,human-verified,
pit,tctrl1,ten,,access,read-write,read-write,,verified,,human-verified,
pit,tctrl1,tie,,bit_offset,1,1,,verified,,human-verified,
pit,tctrl1,tie,,bit_width,1,1,,verified,,human-verified,
pit,tctrl1,tie,,access,read-write,read-write,,verified,,human-verified,
pit,tctrl1,chn,,bit_offset,2,2,,verified,,human-verified,
pit,tctrl1,chn,,bit_width,1,1,,verified,,human-verified,
pit,tctrl1,chn,,access,read-write,read-write,,verified,,human-verified,
pit,tflg0,,,address_offset,0x10c,0x10c,,verified,,human-verified,
pit,tflg0,,,reset_value,0,0,,verified,,human-verified,
pit,tflg0,,,size,32,32,,verified,,human-verified,
pit,tflg0,tif,,bit_offset,0,0,,verified,,human-verified,
pit,tflg0,tif,,bit_width,1,1,,verified,,human-verified,
pit,tflg0,tif,,access,read-write,read-write,,verified,,human-verified,
pit,tflg1,,,address_offset,0x11c,0x11c,,verified,,human-verified,
pit,tflg1,,,reset_value,0,0,,verified,,human-verified,
pit,tflg1,,,size,32,32,,verified,,human-verified,
pit,tflg1,tif,,bit_offset,0,0,,verified,,human-verified,
pit,tflg1,tif,,bit_width,1,1,,verified,,human-verified,
pit,tflg1,tif,,access,read-write,read-write,,verified,,human-verified,
ftm0,,,,base_address,0x40038000,0x40038000,,verified,45,human-verified,
ftm0,sc,,,address_offset,0,0,,verified,,imported,
ftm0,sc,,,reset_value,0,0,,verified,,imported,
ftm0,sc,,,size,32,32,,verified,,imported,
ftm0,sc,ps,,bit_offset,0,0,0,verified,,imported,
ftm0,sc,ps,,bit_width,3,3,3,verified,,imported,
ftm0,sc,ps,,access,read-write,read-write,,verified,,imported,
ftm0,sc,clks,,bit_offset,3,3,3,verified,,imported,
ftm0,sc,clks,,bit_width,2,2,2,verified,,imported,
ftm0,sc,clks,,access,read-write,read-write,,verified,,imported,
ftm0,sc,cpwms,,bit_offset,5,5,5,verified,,imported,
ftm0,sc,cpwms,,bit_width,1,1,1,verified,,imported,
ftm0,sc,cpwms,,access,read-write,read-write,,verified,,imported,
ftm0,sc,toie,,bit_offset,6,6,6,verified,,imported,
ftm0,sc,toie,,bit_width,1,1,1,verified,,imported,
ftm0,sc,toie,,access,read-write,read-write,,verified,,imported,
ftm0,sc,tof,,bit_offset,7,7,7,verified,,imported,
ftm0,sc,tof,,bit_width,1,1,1,verified,,imported,
ftm0,sc,tof,,access,read-write,read-write,,verified,,imported,
ftm0,cnt,,,address_offset,0x4,0x4,,verified,,imported,
ftm0,cnt,,,reset_value,0,0,,verified,,imported,
ftm0,cnt,,,size,32,32,,verified,,imported,
ftm0,cnt,count,,bit_offset,0,0,,verified,,imported,
ftm0,cnt,count,,bit_width,16,16,,verified,,imported,
ftm0,cnt,count,,access,read-write,read-write,,verified,,imported,
ftm0,mod,,,address_offset,0x8,0x8,,verified,,imported,
ftm0,mod,,,reset_value,0,0,,verified,,imported,
ftm0,mod,,,size,32,32,,verified,,imported,
ftm0,mod,mod,,bit_offset,0,0,,verified,,imported,
ftm0,mod,mod,,bit_width,16,16,,verified,,imported,
ftm0,mod,mod,,access,read-write,read-write,,verified,,imported,
ftm0,c0sc,,,address_offset,0xc,0xc,,verified,,imported,
ftm0,c0sc,,,reset_value,0,0,,verified,,imported,
ftm0,c0sc,,,size,32,32,,verified,,imported,
ftm0,c0sc,elsa,,bit_offset,2,2,,verified,,imported,
ftm0,c0sc,elsa,,bit_width,1,1,,verified,,imported,
ftm0,c0sc,elsa,,access,read-write,read-write,,verified,,imported,
ftm0,c0sc,elsb,,bit_offset,3,3,,verified,,imported,
ftm0,c0sc,elsb,,bit_width,1,1,,verified,,imported,
ftm0,c0sc,elsb,,access,read-write,read-write,,verified,,imported,
ftm0,c0sc,msa,,bit_offset,4,4,,verified,,imported,
ftm0,c0sc,msa,,bit_width,1,1,,verified,,imported,
ftm0,c0sc,msa,,access,read-write,read-write,,verified,,imported,
ftm0,c0sc,msb,,bit_offset,5,5,,verified,,imported,
ftm0,c0sc,msb,,bit_width,1,1,,verified,,imported,
ftm0,c0sc,msb,,access,read-write,read-write,,verified,,imported,
ftm0,c0sc,chie,,bit_offset,6,6,,verified,,imported,
ftm0,c0sc,chie,,bit_width,1,1,,verified,,imported,
ftm0,c0sc,chie,,access,read-write,read-write,,verified,,imported,
ftm0,c0sc,chf,,bit_offset,7,7,,verified,,imported,
ftm0,c0sc,chf,,bit_width,1,1,,verified,,imported,
ftm0,c0sc,chf,,access,read-write,read-write,,verified,,imported,
ftm0,c1sc,,,address_offset,0x14,0x14,,verified,,imported,
ftm0,c1sc,,,reset_value,0,0,,verified,,imported,
ftm0,c1sc,,,size,32,32,,verified,,imported,
ftm0,c1sc,elsa,,bit_offset,2,2,,verified,,imported,
ftm0,c1sc,elsa,,bit_width,1,1,,verified,,imported,
ftm0,c1sc,elsa,,access,read-write,read-write,,verified,,imported,
ftm0,c1sc,elsb,,bit_offset,3,3,,verified,,imported,
ftm0,c1sc,elsb,,bit_width,1,1,,verified,,imported,
ftm0,c1sc,elsb,,access,read-write,read-write,,verified,,imported,
ftm0,c1sc,msa,,bit_offset,4,4,,verified,,imported,
ftm0,c1sc,msa,,bit_width,1,1,,verified,,imported,
ftm0,c1sc,msa,,access,read-write,read-write,,verified,,imported,
ftm0,c1sc,msb,,bit_offset,5,5,,verified,,imported,
ftm0,c1sc,msb,,bit_width,1,1,,verified,,imported,
ftm0,c1sc,msb,,access,read-write,read-write,,verified,,imported,
ftm0,c1sc,chie,,bit_offset,6,6,,verified,,imported,
ftm0,c1sc,chie,,bit_width,1,1,,verified,,imported,
ftm0,c1sc,chie,,access,read-write,read-write,,verified,,imported,
ftm0,c1sc,chf,,bit_offset,7,7,,verified,,imported,
ftm0,c1sc,chf,,bit_width,1,1,,verified,,imported,
ftm0,c1sc,chf,,access,read-write,read-write,,verified,,imported,
ftm0,c2sc,,,address_offset,0x1c,0x1c,,verified,,imported,
ftm0,c2sc,,,reset_value,0,0,,verified,,imported,
ftm0,c2sc,,,size,32,32,,verified,,imported,
ftm0,c2sc,elsa,,bit_offset,2,2,,verified,,imported,
ftm0,c2sc,elsa,,bit_width,1,1,,verified,,imported,
ftm0,c2sc,elsa,,access,read-write,read-write,,verified,,imported,
ftm0,c2sc,elsb,,bit_offset,3,3,,verified,,imported,
ftm0,c2sc,elsb,,bit_width,1,1,,verified,,imported,
ftm0,c2sc,elsb,,access,read-write,read-write,,verified,,imported,
ftm0,c2sc,msa,,bit_offset,4,4,,verified,,imported,
ftm0,c2sc,msa,,bit_width,1,1,,verified,,imported,
ftm0,c2sc,msa,,access,read-write,read-write,,verified,,imported,
ftm0,c2sc,msb,,bit_offset,5,5,,verified,,imported,
ftm0,c2sc,msb,,bit_width,1,1,,verified,,imported,
ftm0,c2sc,msb,,access,read-write,read-write,,verified,,imported,
ftm0,c2sc,chie,,bit_offset,6,6,,verified,,imported,
ftm0,c2sc,chie,,bit_width,1,1,,verified,,imported,
ftm0,c2sc,chie,,access,read-write,read-write,,verified,,imported,
ftm0,c2sc,chf,,bit_offset,7,7,,verified,,imported,
ftm0,c2sc,chf,,bit_width,1,1,,verified,,imported,
ftm0,c2sc,chf,,access,read-write,read-write,,verified,,imported,
ftm0,c3sc,,,address_offset,0x24,0x24,,verified,,imported,
ftm0,c3sc,,,reset_value,0,0,,verified,,imported,
ftm0,c3sc,,,size,32,32,,verified,,imported,
ftm0,c3sc,elsa,,bit_offset,2,2,,verified,,imported,
ftm0,c3sc,elsa,,bit_width,1,1,,verified,,imported,
ftm0,c3sc,elsa,,access,read-write,read-write,,verified,,imported,
ftm0,c3sc,elsb,,bit_offset,3,3,,verified,,imported,
ftm0,c3sc,elsb,,bit_width,1,1,,verified,,imported,
ftm0,c3sc,elsb,,access,read-write,read-write,,verified,,imported,
ftm0,c3sc,msa,,bit_offset,4,4,,verified,,imported,
ftm0,c3sc,msa,,bit_width,1,1,,verified,,imported,
ftm0,c3sc,msa,,access,read-write,read-write,,verified,,imported,
ftm0,c3sc,msb,,bit_offset,5,5,,verified,,imported,
ftm0,c3sc,msb,,bit_width,1,1,,verified,,imported,
ftm0,c3sc,msb,,access,read-write,read-write,,verified,,imported,
ftm0,c3sc,chie,,bit_offset,6,6,,verified,,imported,
ftm0,c3sc,chie,,bit_width,1,1,,verified,,imported,
ftm0,c3sc,chie,,access,read-write,read-write,,verified,,imported,
ftm0,c3sc,chf,,bit_offset,7,7,,verified,,imported,
ftm0,c3sc,chf,,bit_width,1,1,,verified,,imported,
ftm0,c3sc,chf,,access,read-write,read-write,,verified,,imported,
ftm0,c4sc,,,address_offset,0x2c,0x2c,,verified,,imported,
ftm0,c4sc,,,reset_value,0,0,,verified,,imported,
ftm0,c4sc,,,size,32,32,,verified,,imported,
ftm0,c4sc,elsa,,bit_offset,2,2,,verified,,imported,
ftm0,c4sc,elsa,,bit_width,1,1,,verified,,imported,
ftm0,c4sc,elsa,,access,read-write,read-write,,verified,,imported,
ftm0,c4sc,elsb,,bit_offset,3,3,,verified,,imported,
ftm0,c4sc,elsb,,bit_width,1,1,,verified,,imported,
ftm0,c4sc,elsb,,access,read-write,read-write,,verified,,imported,
ftm0,c4sc,msa,,bit_offset,4,4,,verified,,imported,
ftm0,c4sc,msa,,bit_width,1,1,,verified,,imported,
ftm0,c4sc,msa,,access,read-write,read-write,,verified,,imported,
ftm0,c4sc,msb,,bit_offset,5,5,,verified,,imported,
ftm0,c4sc,msb,,bit_width,1,1,,verified,,imported,
ftm0,c4sc,msb,,access,read-write,read-write,,verified,,imported,
ftm0,c4sc,chie,,bit_offset,6,6,,verified,,imported,
ftm0,c4sc,chie,,bit_width,1,1,,verified,,imported,
ftm0,c4sc,chie,,access,read-write,read-write,,verified,,imported,
ftm0,c4sc,chf,,bit_offset,7,7,,verified,,imported,
ftm0,c4sc,chf,,bit_width,1,1,,verified,,imported,
ftm0,c4sc,chf,,access,read-write,read-write,,verified,,imported,
ftm0,c5sc,,,address_offset,0x34,0x34,,verified,,imported,
ftm0,c5sc,,,reset_value,0,0,,verified,,imported,
ftm0,c5sc,,,size,32,32,,verified,,imported,
ftm0,c5sc,elsa,,bit_offset,2,2,,verified,,imported,
ftm0,c5sc,elsa,,bit_width,1,1,,verified,,imported,
ftm0,c5sc,elsa,,access,read-write,read-write,,verified,,imported,
ftm0,c5sc,elsb,,bit_offset,3,3,,verified,,imported,
ftm0,c5sc,elsb,,bit_width,1,1,,verified,,imported,
ftm0,c5sc,elsb,,access,read-write,read-write,,verified,,imported,
ftm0,c5sc,msa,,bit_offset,4,4,,verified,,imported,
ftm0,c5sc,msa,,bit_width,1,1,,verified,,imported,
ftm0,c5sc,msa,,access,read-write,read-write,,verified,,imported,
