peripheral,register,field_name,alt_name,key,correct_value,svd_value,agent_value,status,page,set_method,derived_from
aips0,mpra,mtr0,,bit_offset,30,30,,verified,436,human-verified,
aips0,mpra,mtr0,,bit_width,1,1,,verified,436,human-verified,
aips0,mpra,mtr0,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,,,address_offset,0x20,0x20,,verified,436,human-verified,
aips0,pacra,,,reset_value,,0x50004000,,datasheet-ambiguous,436,human-verified,
aips0,pacra,,,size,32,32,,verified,436,human-verified,
aips0,pacra,tp7,,bit_offset,0,0,,verified,436,human-verified,
aips0,pacra,tp7,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp7,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp7,,bit_offset,1,1,,verified,436,human-verified,
aips0,pacra,wp7,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp7,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp7,,bit_offset,2,2,,verified,436,human-verified,
aips0,pacra,sp7,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp7,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp6,,bit_offset,4,4,,verified,436,human-verified,
aips0,pacra,tp6,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp6,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp6,,bit_offset,5,5,,verified,436,human-verified,
aips0,pacra,wp6,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp6,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp6,,bit_offset,6,6,,verified,436,human-verified,
aips0,pacra,sp6,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp6,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp5,,bit_offset,8,8,,verified,436,human-verified,
aips0,pacra,tp5,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp5,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp5,,bit_offset,9,9,,verified,436,human-verified,
aips0,pacra,wp5,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp5,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp5,,bit_offset,10,10,,verified,436,human-verified,
aips0,pacra,sp5,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp5,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp4,,bit_offset,12,12,,verified,436,human-verified,
aips0,pacra,tp4,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp4,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp4,,bit_offset,13,13,,verified,436,human-verified,
aips0,pacra,wp4,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp4,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp4,,bit_offset,14,14,,verified,436,human-verified,
aips0,pacra,sp4,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp4,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp3,,bit_offset,16,16,,verified,436,human-verified,
aips0,pacra,tp3,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp3,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp3,,bit_offset,17,17,,verified,436,human-verified,
aips0,pacra,wp3,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp3,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp3,,bit_offset,18,18,,verified,436,human-verified,
aips0,pacra,sp3,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp3,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp2,,bit_offset,20,20,,verified,436,human-verified,
aips0,pacra,tp2,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp2,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp2,,bit_offset,21,21,,verified,436,human-verified,
aips0,pacra,wp2,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp2,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp2,,bit_offset,22,22,,verified,436,human-verified,
aips0,pacra,sp2,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp2,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp1,,bit_offset,24,24,,verified,436,human-verified,
aips0,pacra,tp1,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp1,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp1,,bit_offset,25,25,,verified,436,human-verified,
aips0,pacra,wp1,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp1,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp1,,bit_offset,26,26,,verified,436,human-verified,
aips0,pacra,sp1,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp1,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,tp0,,bit_offset,28,28,,verified,436,human-verified,
aips0,pacra,tp0,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,tp0,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,wp0,,bit_offset,29,29,,verified,436,human-verified,
aips0,pacra,wp0,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,wp0,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacra,sp0,,bit_offset,30,30,,verified,436,human-verified,
aips0,pacra,sp0,,bit_width,1,1,,verified,436,human-verified,
aips0,pacra,sp0,,access,read-write,read-write,,verified,436,human-verified,
aips0,pacrb,,,address_offset,,0x24,,,,,
aips0,pacrb,,,reset_value,,0x44004400,,,,,
aips0,pacrb,,,size,,32,,,,,
aips0,pacrb,tp7,,bit_offset,,0,,,,,
aips0,pacrb,tp7,,bit_width,,1,,,,,
aips0,pacrb,tp7,,access,,read-write,,,,,
aips0,pacrb,wp7,,bit_offset,,1,,,,,
aips0,pacrb,wp7,,bit_width,,1,,,,,
aips0,pacrb,wp7,,access,,read-write,,,,,
aips0,pacrb,sp7,,bit_offset,,2,,,,,
aips0,pacrb,sp7,,bit_width,,1,,,,,
aips0,pacrb,sp7,,access,,read-write,,,,,
aips0,pacrb,tp6,,bit_offset,,4,,,,,
aips0,pacrb,tp6,,bit_width,,1,,,,,
aips0,pacrb,tp6,,access,,read-write,,,,,
aips0,pacrb,wp6,,bit_offset,,5,,,,,
aips0,pacrb,wp6,,bit_width,,1,,,,,
aips0,pacrb,wp6,,access,,read-write,,,,,
aips0,pacrb,sp6,,bit_offset,,6,,,,,
aips0,pacrb,sp6,,bit_width,,1,,,,,
aips0,pacrb,sp6,,access,,read-write,,,,,
aips0,pacrb,tp5,,bit_offset,,8,,,,,
aips0,pacrb,tp5,,bit_width,,1,,,,,
aips0,pacrb,tp5,,access,,read-write,,,,,
aips0,pacrb,wp5,,bit_offset,,9,,,,,
aips0,pacrb,wp5,,bit_width,,1,,,,,
aips0,pacrb,wp5,,access,,read-write,,,,,
aips0,pacrb,sp5,,bit_offset,,10,,,,,
aips0,pacrb,sp5,,bit_width,,1,,,,,
aips0,pacrb,sp5,,access,,read-write,,,,,
aips0,pacrb,tp4,,bit_offset,,12,,,,,
aips0,pacrb,tp4,,bit_width,,1,,,,,
aips0,pacrb,tp4,,access,,read-write,,,,,
aips0,pacrb,wp4,,bit_offset,,13,,,,,
aips0,pacrb,wp4,,bit_width,,1,,,,,
aips0,pacrb,wp4,,access,,read-write,,,,,
aips0,pacrb,sp4,,bit_offset,,14,,,,,
aips0,pacrb,sp4,,bit_width,,1,,,,,
aips0,pacrb,sp4,,access,,read-write,,,,,
aips0,pacrb,tp3,,bit_offset,,16,,,,,
aips0,pacrb,tp3,,bit_width,,1,,,,,
aips0,pacrb,tp3,,access,,read-write,,,,,
aips0,pacrb,wp3,,bit_offset,,17,,,,,
aips0,pacrb,wp3,,bit_width,,1,,,,,
aips0,pacrb,wp3,,access,,read-write,,,,,
aips0,pacrb,sp3,,bit_offset,,18,,,,,
aips0,pacrb,sp3,,bit_width,,1,,,,,
aips0,pacrb,sp3,,access,,read-write,,,,,
aips0,pacrb,tp2,,bit_offset,,20,,,,,
aips0,pacrb,tp2,,bit_width,,1,,,,,
aips0,pacrb,tp2,,access,,read-write,,,,,
aips0,pacrb,wp2,,bit_offset,,21,,,,,
aips0,pacrb,wp2,,bit_width,,1,,,,,
aips0,pacrb,wp2,,access,,read-write,,,,,
aips0,pacrb,sp2,,bit_offset,,22,,,,,
aips0,pacrb,sp2,,bit_width,,1,,,,,
aips0,pacrb,sp2,,access,,read-write,,,,,
aips0,pacrb,tp1,,bit_offset,,24,,,,,
aips0,pacrb,tp1,,bit_width,,1,,,,,
aips0,pacrb,tp1,,access,,read-write,,,,,
aips0,pacrb,wp1,,bit_offset,,25,,,,,
aips0,pacrb,wp1,,bit_width,,1,,,,,
aips0,pacrb,wp1,,access,,read-write,,,,,
aips0,pacrb,sp1,,bit_offset,,26,,,,,
aips0,pacrb,sp1,,bit_width,,1,,,,,
aips0,pacrb,sp1,,access,,read-write,,,,,
aips0,pacrb,tp0,,bit_offset,,28,,,,,
aips0,pacrb,tp0,,bit_width,,1,,,,,
aips0,pacrb,tp0,,access,,read-write,,,,,
aips0,pacrb,wp0,,bit_offset,,29,,,,,
aips0,pacrb,wp0,,bit_width,,1,,,,,
aips0,pacrb,wp0,,access,,read-write,,,,,
aips0,pacrb,sp0,,bit_offset,,30,,,,,
aips0,pacrb,sp0,,bit_width,,1,,,,,
aips0,pacrb,sp0,,access,,read-write,,,,,
aips0,pacrc,,,address_offset,,0x28,,,,,
aips0,pacrc,,,reset_value,,0,,,,,
aips0,pacrc,,,size,,32,,,,,
aips0,pacrc,tp7,,bit_offset,,0,,,,,
aips0,pacrc,tp7,,bit_width,,1,,,,,
aips0,pacrc,tp7,,access,,read-write,,,,,
aips0,pacrc,wp7,,bit_offset,,1,,,,,
aips0,pacrc,wp7,,bit_width,,1,,,,,
aips0,pacrc,wp7,,access,,read-write,,,,,
aips0,pacrc,sp7,,bit_offset,,2,,,,,
aips0,pacrc,sp7,,bit_width,,1,,,,,
aips0,pacrc,sp7,,access,,read-write,,,,,
aips0,pacrc,tp6,,bit_offset,,4,,,,,
aips0,pacrc,tp6,,bit_width,,1,,,,,
aips0,pacrc,tp6,,access,,read-write,,,,,
aips0,pacrc,wp6,,bit_offset,,5,,,,,
aips0,pacrc,wp6,,bit_width,,1,,,,,
aips0,pacrc,wp6,,access,,read-write,,,,,
aips0,pacrc,sp6,,bit_offset,,6,,,,,
aips0,pacrc,sp6,,bit_width,,1,,,,,
aips0,pacrc,sp6,,access,,read-write,,,,,
aips0,pacrc,tp5,,bit_offset,,8,,,,,
aips0,pacrc,tp5,,bit_width,,1,,,,,
aips0,pacrc,tp5,,access,,read-write,,,,,
aips0,pacrc,wp5,,bit_offset,,9,,,,,
aips0,pacrc,wp5,,bit_width,,1,,,,,
aips0,pacrc,wp5,,access,,read-write,,,,,
aips0,pacrc,sp5,,bit_offset,,10,,,,,
aips0,pacrc,sp5,,bit_width,,1,,,,,
aips0,pacrc,sp5,,access,,read-write,,,,,
aips0,pacrc,tp4,,bit_offset,,12,,,,,
aips0,pacrc,tp4,,bit_width,,1,,,,,
aips0,pacrc,tp4,,access,,read-write,,,,,
aips0,pacrc,wp4,,bit_offset,,13,,,,,
aips0,pacrc,wp4,,bit_width,,1,,,,,
aips0,pacrc,wp4,,access,,read-write,,,,,
aips0,pacrc,sp4,,bit_offset,,14,,,,,
aips0,pacrc,sp4,,bit_width,,1,,,,,
aips0,pacrc,sp4,,access,,read-write,,,,,
aips0,pacrc,tp3,,bit_offset,,16,,,,,
aips0,pacrc,tp3,,bit_width,,1,,,,,
aips0,pacrc,tp3,,access,,read-write,,,,,
aips0,pacrc,wp3,,bit_offset,,17,,,,,
aips0,pacrc,wp3,,bit_width,,1,,,,,
aips0,pacrc,wp3,,access,,read-write,,,,,
aips0,pacrc,sp3,,bit_offset,,18,,,,,
aips0,pacrc,sp3,,bit_width,,1,,,,,
aips0,pacrc,sp3,,access,,read-write,,,,,
aips0,pacrc,tp2,,bit_offset,,20,,,,,
aips0,pacrc,tp2,,bit_width,,1,,,,,
aips0,pacrc,tp2,,access,,read-write,,,,,
aips0,pacrc,wp2,,bit_offset,,21,,,,,
aips0,pacrc,wp2,,bit_width,,1,,,,,
aips0,pacrc,wp2,,access,,read-write,,,,,
aips0,pacrc,sp2,,bit_offset,,22,,,,,
aips0,pacrc,sp2,,bit_width,,1,,,,,
aips0,pacrc,sp2,,access,,read-write,,,,,
aips0,pacrc,tp1,,bit_offset,,24,,,,,
aips0,pacrc,tp1,,bit_width,,1,,,,,
aips0,pacrc,tp1,,access,,read-write,,,,,
aips0,pacrc,wp1,,bit_offset,,25,,,,,
aips0,pacrc,wp1,,bit_width,,1,,,,,
aips0,pacrc,wp1,,access,,read-write,,,,,
aips0,pacrc,sp1,,bit_offset,,26,,,,,
aips0,pacrc,sp1,,bit_width,,1,,,,,
aips0,pacrc,sp1,,access,,read-write,,,,,
aips0,pacrc,tp0,,bit_offset,,28,,,,,
aips0,pacrc,tp0,,bit_width,,1,,,,,
aips0,pacrc,tp0,,access,,read-write,,,,,
aips0,pacrc,wp0,,bit_offset,,29,,,,,
aips0,pacrc,wp0,,bit_width,,1,,,,,
aips0,pacrc,wp0,,access,,read-write,,,,,
aips0,pacrc,sp0,,bit_offset,,30,,,,,
aips0,pacrc,sp0,,bit_width,,1,,,,,
aips0,pacrc,sp0,,access,,read-write,,,,,
aips0,pacrd,,,address_offset,,0x2C,,,,,
aips0,pacrd,,,reset_value,,0x4,,,,,
aips0,pacrd,,,size,,32,,,,,
aips0,pacrd,tp7,,bit_offset,,0,,,,,
aips0,pacrd,tp7,,bit_width,,1,,,,,
aips0,pacrd,tp7,,access,,read-write,,,,,
aips0,pacrd,wp7,,bit_offset,,1,,,,,
aips0,pacrd,wp7,,bit_width,,1,,,,,
aips0,pacrd,wp7,,access,,read-write,,,,,
aips0,pacrd,sp7,,bit_offset,,2,,,,,
aips0,pacrd,sp7,,bit_width,,1,,,,,
aips0,pacrd,sp7,,access,,read-write,,,,,
aips0,pacrd,tp6,,bit_offset,,4,,,,,
aips0,pacrd,tp6,,bit_width,,1,,,,,
aips0,pacrd,tp6,,access,,read-write,,,,,
aips0,pacrd,wp6,,bit_offset,,5,,,,,
aips0,pacrd,wp6,,bit_width,,1,,,,,
aips0,pacrd,wp6,,access,,read-write,,,,,
aips0,pacrd,sp6,,bit_offset,,6,,,,,
aips0,pacrd,sp6,,bit_width,,1,,,,,
aips0,pacrd,sp6,,access,,read-write,,,,,
aips0,pacrd,tp5,,bit_offset,,8,,,,,
aips0,pacrd,tp5,,bit_width,,1,,,,,
aips0,pacrd,tp5,,access,,read-write,,,,,
aips0,pacrd,wp5,,bit_offset,,9,,,,,
aips0,pacrd,wp5,,bit_width,,1,,,,,
aips0,pacrd,wp5,,access,,read-write,,,,,
aips0,pacrd,sp5,,bit_offset,,10,,,,,
aips0,pacrd,sp5,,bit_width,,1,,,,,
aips0,pacrd,sp5,,access,,read-write,,,,,
aips0,pacrd,tp4,,bit_offset,,12,,,,,
aips0,pacrd,tp4,,bit_width,,1,,,,,
aips0,pacrd,tp4,,access,,read-write,,,,,
aips0,pacrd,wp4,,bit_offset,,13,,,,,
aips0,pacrd,wp4,,bit_width,,1,,,,,
aips0,pacrd,wp4,,access,,read-write,,,,,
aips0,pacrd,sp4,,bit_offset,,14,,,,,
aips0,pacrd,sp4,,bit_width,,1,,,,,
aips0,pacrd,sp4,,access,,read-write,,,,,
aips0,pacrd,tp3,,bit_offset,,16,,,,,
aips0,pacrd,tp3,,bit_width,,1,,,,,
aips0,pacrd,tp3,,access,,read-write,,,,,
aips0,pacrd,wp3,,bit_offset,,17,,,,,
aips0,pacrd,wp3,,bit_width,,1,,,,,
aips0,pacrd,wp3,,access,,read-write,,,,,
aips0,pacrd,sp3,,bit_offset,,18,,,,,
aips0,pacrd,sp3,,bit_width,,1,,,,,
aips0,pacrd,sp3,,access,,read-write,,,,,
aips0,pacrd,tp2,,bit_offset,,20,,,,,
aips0,pacrd,tp2,,bit_width,,1,,,,,
aips0,pacrd,tp2,,access,,read-write,,,,,
aips0,pacrd,wp2,,bit_offset,,21,,,,,
aips0,pacrd,wp2,,bit_width,,1,,,,,
aips0,pacrd,wp2,,access,,read-write,,,,,
aips0,pacrd,sp2,,bit_offset,,22,,,,,
aips0,pacrd,sp2,,bit_width,,1,,,,,
aips0,pacrd,sp2,,access,,read-write,,,,,
aips0,pacrd,tp1,,bit_offset,,24,,,,,
aips0,pacrd,tp1,,bit_width,,1,,,,,
aips0,pacrd,tp1,,access,,read-write,,,,,
aips0,pacrd,wp1,,bit_offset,,25,,,,,
aips0,pacrd,wp1,,bit_width,,1,,,,,
aips0,pacrd,wp1,,access,,read-write,,,,,
aips0,pacrd,sp1,,bit_offset,,26,,,,,
aips0,pacrd,sp1,,bit_width,,1,,,,,
aips0,pacrd,sp1,,access,,read-write,,,,,
aips0,pacrd,tp0,,bit_offset,,28,,,,,
aips0,pacrd,tp0,,bit_width,,1,,,,,
aips0,pacrd,tp0,,access,,read-write,,,,,
aips0,pacrd,wp0,,bit_offset,,29,,,,,
aips0,pacrd,wp0,,bit_width,,1,,,,,
aips0,pacrd,wp0,,access,,read-write,,,,,
aips0,pacrd,sp0,,bit_offset,,30,,,,,
aips0,pacrd,sp0,,bit_width,,1,,,,,
aips0,pacrd,sp0,,access,,read-write,,,,,
aips0,pacre,,,address_offset,,0x40,,,,,
aips0,pacre,,,reset_value,,0x44444444,,,,,
aips0,pacre,,,size,,32,,,,,
aips0,pacre,tp7,,bit_offset,,0,,,,,
aips0,pacre,tp7,,bit_width,,1,,,,,
aips0,pacre,tp7,,access,,read-write,,,,,
aips0,pacre,wp7,,bit_offset,,1,,,,,
aips0,pacre,wp7,,bit_width,,1,,,,,
aips0,pacre,wp7,,access,,read-write,,,,,
aips0,pacre,sp7,,bit_offset,,2,,,,,
aips0,pacre,sp7,,bit_width,,1,,,,,
aips0,pacre,sp7,,access,,read-write,,,,,
aips0,pacre,tp6,,bit_offset,,4,,,,,
aips0,pacre,tp6,,bit_width,,1,,,,,
aips0,pacre,tp6,,access,,read-write,,,,,
aips0,pacre,wp6,,bit_offset,,5,,,,,
aips0,pacre,wp6,,bit_width,,1,,,,,
aips0,pacre,wp6,,access,,read-write,,,,,
aips0,pacre,sp6,,bit_offset,,6,,,,,
aips0,pacre,sp6,,bit_width,,1,,,,,
aips0,pacre,sp6,,access,,read-write,,,,,
aips0,pacre,tp5,,bit_offset,,8,,,,,
aips0,pacre,tp5,,bit_width,,1,,,,,
aips0,pacre,tp5,,access,,read-write,,,,,
aips0,pacre,wp5,,bit_offset,,9,,,,,
aips0,pacre,wp5,,bit_width,,1,,,,,
aips0,pacre,wp5,,access,,read-write,,,,,
aips0,pacre,sp5,,bit_offset,,10,,,,,
aips0,pacre,sp5,,bit_width,,1,,,,,
aips0,pacre,sp5,,access,,read-write,,,,,
aips0,pacre,tp4,,bit_offset,,12,,,,,
aips0,pacre,tp4,,bit_width,,1,,,,,
aips0,pacre,tp4,,access,,read-write,,,,,
aips0,pacre,wp4,,bit_offset,,13,,,,,
aips0,pacre,wp4,,bit_width,,1,,,,,
aips0,pacre,wp4,,access,,read-write,,,,,
aips0,pacre,sp4,,bit_offset,,14,,,,,
aips0,pacre,sp4,,bit_width,,1,,,,,
aips0,pacre,sp4,,access,,read-write,,,,,
aips0,pacre,tp3,,bit_offset,,16,,,,,
aips0,pacre,tp3,,bit_width,,1,,,,,
aips0,pacre,tp3,,access,,read-write,,,,,
aips0,pacre,wp3,,bit_offset,,17,,,,,
aips0,pacre,wp3,,bit_width,,1,,,,,
aips0,pacre,wp3,,access,,read-write,,,,,
aips0,pacre,sp3,,bit_offset,,18,,,,,
aips0,pacre,sp3,,bit_width,,1,,,,,
aips0,pacre,sp3,,access,,read-write,,,,,
aips0,pacre,tp2,,bit_offset,,20,,,,,
aips0,pacre,tp2,,bit_width,,1,,,,,
aips0,pacre,tp2,,access,,read-write,,,,,
aips0,pacre,wp2,,bit_offset,,21,,,,,
aips0,pacre,wp2,,bit_width,,1,,,,,
aips0,pacre,wp2,,access,,read-write,,,,,
aips0,pacre,sp2,,bit_offset,,22,,,,,
aips0,pacre,sp2,,bit_width,,1,,,,,
aips0,pacre,sp2,,access,,read-write,,,,,
aips0,pacre,tp1,,bit_offset,,24,,,,,
aips0,pacre,tp1,,bit_width,,1,,,,,
aips0,pacre,tp1,,access,,read-write,,,,,
aips0,pacre,wp1,,bit_offset,,25,,,,,
aips0,pacre,wp1,,bit_width,,1,,,,,
aips0,pacre,wp1,,access,,read-write,,,,,
aips0,pacre,sp1,,bit_offset,,26,,,,,
aips0,pacre,sp1,,bit_width,,1,,,,,
aips0,pacre,sp1,,access,,read-write,,,,,
aips0,pacre,tp0,,bit_offset,,28,,,,,
aips0,pacre,tp0,,bit_width,,1,,,,,
aips0,pacre,tp0,,access,,read-write,,,,,
aips0,pacre,wp0,,bit_offset,,29,,,,,
aips0,pacre,wp0,,bit_width,,1,,,,,
aips0,pacre,wp0,,access,,read-write,,,,,
aips0,pacre,sp0,,bit_offset,,30,,,,,
aips0,pacre,sp0,,bit_width,,1,,,,,
aips0,pacre,sp0,,access,,read-write,,,,,
aips0,pacrf,,,address_offset,,0x44,,,,,
aips0,pacrf,,,reset_value,,0x44444444,,,,,
aips0,pacrf,,,size,,32,,,,,
aips0,pacrf,tp7,,bit_offset,,0,,,,,
aips0,pacrf,tp7,,bit_width,,1,,,,,
aips0,pacrf,tp7,,access,,read-write,,,,,
aips0,pacrf,wp7,,bit_offset,,1,,,,,
aips0,pacrf,wp7,,bit_width,,1,,,,,
aips0,pacrf,wp7,,access,,read-write,,,,,
aips0,pacrf,sp7,,bit_offset,,2,,,,,
aips0,pacrf,sp7,,bit_width,,1,,,,,
aips0,pacrf,sp7,,access,,read-write,,,,,
aips0,pacrf,tp6,,bit_offset,,4,,,,,
aips0,pacrf,tp6,,bit_width,,1,,,,,
aips0,pacrf,tp6,,access,,read-write,,,,,
aips0,pacrf,wp6,,bit_offset,,5,,,,,
aips0,pacrf,wp6,,bit_width,,1,,,,,
aips0,pacrf,wp6,,access,,read-write,,,,,
aips0,pacrf,sp6,,bit_offset,,6,,,,,
aips0,pacrf,sp6,,bit_width,,1,,,,,
aips0,pacrf,sp6,,access,,read-write,,,,,
aips0,pacrf,tp5,,bit_offset,,8,,,,,
aips0,pacrf,tp5,,bit_width,,1,,,,,
aips0,pacrf,tp5,,access,,read-write,,,,,
aips0,pacrf,wp5,,bit_offset,,9,,,,,
aips0,pacrf,wp5,,bit_width,,1,,,,,
aips0,pacrf,wp5,,access,,read-write,,,,,
aips0,pacrf,sp5,,bit_offset,,10,,,,,
aips0,pacrf,sp5,,bit_width,,1,,,,,
aips0,pacrf,sp5,,access,,read-write,,,,,
aips0,pacrf,tp4,,bit_offset,,12,,,,,
aips0,pacrf,tp4,,bit_width,,1,,,,,
aips0,pacrf,tp4,,access,,read-write,,,,,
aips0,pacrf,wp4,,bit_offset,,13,,,,,
aips0,pacrf,wp4,,bit_width,,1,,,,,
aips0,pacrf,wp4,,access,,read-write,,,,,
aips0,pacrf,sp4,,bit_offset,,14,,,,,
aips0,pacrf,sp4,,bit_width,,1,,,,,
aips0,pacrf,sp4,,access,,read-write,,,,,
aips0,pacrf,tp3,,bit_offset,,16,,,,,
aips0,pacrf,tp3,,bit_width,,1,,,,,
aips0,pacrf,tp3,,access,,read-write,,,,,
aips0,pacrf,wp3,,bit_offset,,17,,,,,
aips0,pacrf,wp3,,bit_width,,1,,,,,
aips0,pacrf,wp3,,access,,read-write,,,,,
aips0,pacrf,sp3,,bit_offset,,18,,,,,
