peripheral_name, register_name, field_name, key, value, true_value, agent_judgement, confidence_score
fsmc, dsdiath, bursten, bit_offset, 8, False, False, 1.0
fsmc, bcr3, bursten, access, read-write, True, True, 0.97
fsmc, xmizafrndvm, bursten, bit_width, 1, False, False, 1.0
fsmc, bcr3, cburstrw, bit_offset, 19, True, True, 1.0
fsmc, bcr3, cburstrw, access, read-write, True, True, 0.92
fsmc, bcr3, cburstrw, bit_width, 1, True, True, 0.99
fsmc, bcr3, extmod, bit_offset, 14, True, True, 1.0
fsmc, bcr3, extmod, access, read-write, True, True, 0.9
fsmc, bcr3, extmod, bit_width, 1, True, True, 0.99
fsmc, bcr3, faccen, bit_offset, 19, False, False, 1.0
fsmc, bcr3, faccen, access, read-write, True, True, 0.9
fsmc, bcr3, faccen, bit_width, 37, False, False, 1.0
fsmc, bcr3, mbken, bit_offset, 50, False, False, 1.0
fsmc, bcr3, mbken, access, read-write, True, True, 0.96
fsmc, bcr3, mbken, bit_width, 1, True, True, 0.98
fsmc, bcr3, mtyp, bit_offset, 2, True, True, 0.99
fsmc, bcr3, mtyp, access, read-write, True, True, 0.96
fsmc, bcr3, hgp, bit_width, 2, False, False, 1.0
fsmc, bcr3, muxen, bit_offset, 1, True, True, 0.99
fsmc, bcr3, muxen, access, read-write, True, True, 0.93
fsmc, bcr3, muxen, bit_width, 1, True, True, 0.99
fsmc, bcr3, mwid, bit_offset, 4, True, True, 0.98
fsmc, bcr3, mwid, access, reserved, False, False, 0.98
fsmc, bcr3, mwid, bit_width, 40, False, False, 0.99
fsmc, bcr3, waitcfg, bit_offset, 11, True, True, 1.0
fsmc, bcr3, waitcfg, access, reserved, False, False, 1.0
fsmc, bcr3, waitcfg, bit_width, 1, True, True, 0.98
fsmc, bcr3, waiten, bit_offset, 13, True, True, 1.0
fsmc, bcr3, waiten, access, read-write, True, True, 0.85
fsmc, bcr3, waiten, bit_width, 1, True, True, 0.98
fsmc, bcr3, waitpol, bit_offset, 9, True, True, 0.99
fsmc, zuubowkrmo, waitpol, access, read-write, False, False, 1.0
fsmc, bcr3, waitpol, bit_width, 1, True, True, 0.99
fsmc, bcr3, wrapmod, bit_offset, 10, True, True, 1.0
fsmc, bcr3, wrapmod, access, reserved, False, False, 0.98
fsmc, bcr3, wrapmod, bit_width, 1, True, True, 0.98
fsmc, bcr3, wren, bit_offset, 12, True, True, 1.0
fsmc, bcr3, wren, access, read-write, True, True, 0.96
fsmc, bcr3, iattmeu, bit_width, 1, False, False, 1.0
fsmc, bcr3, cpsize, bit_offset, 16, True, True, 1.0
fsmc, bcr3, cpsize, access, 0, False, False, 1.0
fsmc, bcr3, cpsize, bit_width, 3, True, True, 0.99
fsmc, bcr4, , address_offset, 0x18, True, True, 1.0
fsmc, bcr4, , reset_value, 0x2BF2, False, False, 1.0
fsmc, bcr4, , size, 32, True, True, 0.99
txz, bcr4, asyncwait, bit_offset, 15, False, True, 0.99
fsmc, bcr4, asyncwait, access, read-write, True, True, 0.85
fsmc, bcr4, asyncwait, bit_width, 15, False, False, 1.0
fsmc, bcr4, bursten, bit_offset, 22, False, False, 1.0
fsmc, bcr4, bursten, access, read-write, True, True, 0.92
fsmc, bcr4, bursten, bit_width, 57, False, False, 1.0
fsmc, bcr4, cburstrw, bit_offset, 95, False, False, 1.0
fsmc, bcr4, cburstrw, access, read-write, True, True, 0.95
fsmc, bcr4, cburstrw, bit_width, 58, False, False, 1.0
fsmc, bcr4, extmod, bit_offset, 14, True, True, 0.99
fsmc, bcr4, extmod, access, read-write, True, True, 0.87
fsmc, bcr4, extmod, bit_width, 47, False, False, 1.0
fsmc, bcr4, faccen, bit_offset, 56, False, False, 1.0
fsmc, bcr4, faccen, access, write-only, False, False, 0.97
fsmc, bcr4, faccen, bit_width, 21, False, False, 0.98
fsmc, bcr4, mbken, bit_offset, 0, True, True, 1.0
fsmc, bcr4, mbken, access, reserved, False, False, 0.98
fsmc, bcr4, mbken, bit_width, 1, True, True, 0.99
fsmc, bcr4, mtyp, bit_offset, 2, True, True, 0.99
fsmc, bcr4, mtyp, bit_width, 54, False, False, 1.0
fsmc, bcr4, muxen, bit_offset, 96, False, False, 1.0
fsmc, bcr4, muxen, access, read-only, False, False, 0.96
fsmc, bcr4, muxen, bit_width, 68, False, False, 1.0
fsmc, bcr4, mwid, bit_offset, 4, True, True, 0.98
fsmc, bcr4, mwid, access, read-write, True, True, 0.97
fsmc, bcr4, mwid, bit_width, 75, False, False, 1.0
fsmc, bcr4, waitcfg, bit_offset, 11, True, True, 1.0
fsmc, bcr4, waitcfg, access, read-write, True, True, 0.97
fsmc, bcr4, waitcfg, bit_width, 1, True, True, 0.99
fsmc, bcr4, waiten, bit_offset, 1, False, False, 1.0
fsmc, bcr4, waiten, access, read-only, False, False, 0.97
fsmc, bcr4, waiten, bit_width, 1, True, True, 1.0
fsmc, bcr4, waitpol, bit_offset, 9, True, True, 1.0
jwdnakm, bcr4, waitpol, access, read-write, False, False, 1.0
fsmc, bcr4, waitpol, bit_width, 1, True, True, 0.96
fsmc, bcr4, wrapmod, bit_offset, 10, True, True, 1.0
fsmc, bcr4, wrapmod, access, read-write, True, True, 0.95
fsmc, bcr4, wrapmod, bit_width, 1, True, True, 0.99
fsmc, bcr4, wren, bit_offset, 12, True, True, 1.0
fsmc, bcr4, wren, access, read-write, True, True, 0.95
fsmc, bcr4, wren, bit_width, 99, False, False, 1.0
fsmc, bcr4, cpsize, bit_offset, 25, False, False, 1.0
fsmc, bcr4, cpsize, access, , True, False, 1.0
fsmc, bcr4, cpsize, bit_width, 3, True, True, 0.99
fsmc, btr1, , address_offset, 0x4, True, True, 1.0
fsmc, btr1, , reset_value, 0x1076516A, False, False, 1.0
fsmc, btr1, , size, 32, True, True, 1.0
fsmc, btr1, accmod, bit_offset, 28, True, True, 0.99
fsmc, btr1, accmod, access, read-write, True, True, 0.98
fsmc, btr1, accmod, bit_width, 42, False, False, 0.99
fsmc, btr1, addhld, bit_offset, 4, True, True, 1.0
fsmc, btr1, addhld, access, read-write, True, True, 0.95
fsmc, btr1, addhld, bit_width, 4, True, True, 0.99
fsmc, btr1, addset, bit_offset, 0, True, True, 0.98
fsmc, btr1, addset, access, read-write, True, True, 0.99
fsmc, btr1, addset, bit_width, 4, True, True, 0.99
fsmc, btr1, busturn, bit_offset, 3, False, False, 0.99
fsmc, btr1, busturn, access, reserved, False, False, 1.0
fsmc, btr1, busturn, bit_width, 76, False, False, 0.99
fsmc, btr1, clkdiv, bit_offset, 20, True, True, 0.99
fsmc, btr1, clkdiv, access, read-write, True, True, 0.85
fsmc, btr1, clkdiv, bit_width, 4, True, True, 0.98
fsmc, btr1, datast, bit_offset, 97, False, False, 0.99
fsmc, btr1, datast, access, read-write, True, True, 0.93
fsmc, btr1, datast, bit_width, 8, True, True, 1.0
fsmc, btr1, datlat, bit_offset, 24, True, True, 1.0
fsmc, btr1, datlat, access, write-only, False, False, 0.96
fsmc, btr1, datlat, bit_width, 4, True, True, 0.99
fsmc, btr2, , address_offset, 0xC, True, True, 1.0
fsmc, btr2, , reset_value, 0x1F0B8B3E, False, False, 0.99
fsmc, btr2, , size, 32, True, True, 0.9
fsmc, btr2, accmod, bit_offset, 20, False, False, 1.0
fsmc, btr2, accmod, access, read-write, True, True, 0.95
fsmc, btr2, accmod, bit_width, 50, False, False, 1.0
fsmc, btr2, addhld, bit_offset, 4, True, True, 0.99
fsmc, btr2, addhld, access, read-write, True, True, 0.97
fsmc, yzauq, addhld, bit_width, 4, False, False, 1.0
fsmc, btr2, addset, bit_offset, 0, True, True, 0.99
fsmc, btr2, addset, access, read-only, False, False, 0.99
fsmc, btr2, addset, bit_width, 4, True, True, 0.98
fsmc, btr2, busturn, bit_offset, 34, False, False, 1.0
zyh, btr2, busturn, access, read-write, False, False, 1.0
fsmc, btr2, busturn, bit_width, 4, True, True, 0.99
fsmc, btr2, clkdiv, bit_offset, 20, True, True, 0.98
fsmc, btr2, clkdiv, access, read-write, True, True, 0.99
fsmc, vjkixlezq, clkdiv, bit_width, 4, False, False, 1.0
fsmc, btr2, datast, bit_offset, 8, True, True, 1.0
fsmc, btr2, datast, access, reserved, False, False, 1.0
fsmc, btr2, datast, bit_width, 8, True, True, 0.98
fsmc, btr2, datlat, bit_offset, 24, True, True, 0.99
fsmc, btr2, datlat, access, read-only, False, False, 1.0
fsmc, btr2, datlat, bit_width, 4, True, True, 0.99
fsmc, btr3, , address_offset, 0x14, True, True, 0.99
fsmc, btr3, , reset_value, 0x0FFFFFFF, True, True, 1.0
fsmc, btr3, , size, 71, False, False, 1.0
fsmc, btr3, fux, bit_offset, 28, False, False, 1.0
fsmc, btr3, accmod, access, read-write, True, True, 0.88
fsmc, btr3, accmod, bit_width, 2, True, True, 0.99
fsmc, btr3, addhld, bit_offset, 4, True, True, 0.99
fsmc, btr3, addhld, access, reserved, False, False, 1.0
fsmc, btr3, addhld, bit_width, 4, True, True, 0.99
fsmc, btr3, addset, bit_offset, 37, False, False, 1.0
dejna, btr3, addset, access, read-write, False, True, 0.93
fsmc, btr3, addset, bit_width, 4, True, True, 0.99
fsmc, btr3, busturn, bit_offset, 71, False, False, 1.0
fsmc, btr3, busturn, access, write-only, False, False, 0.96
fsmc, btr3, busturn, bit_width, 55, False, False, 1.0
fsmc, btr3, clkdiv, bit_offset, 20, True, True, 0.99
ttghco, btr3, clkdiv, access, read-write, False, False, 1.0
fsmc, btr3, clkdiv, bit_width, 16, False, False, 1.0
fsmc, btr3, datast, bit_offset, 8, True, True, 0.98
fsmc, btr3, tzrj, access, read-write, False, False, 1.0
fsmc, btr3, datast, bit_width, 76, False, False, 1.0
fsmc, btr3, datlat, bit_offset, 24, True, True, 0.99
fsmc, btr3, datlat, access, read-write, True, True, 0.85
fsmc, btr3, datlat, bit_width, 4, True, True, 1.0
fsmc, btr4, , address_offset, 0x1C, True, True, 0.99
fsmc, btr4, , reset_value, 0x0FFFFFFF, True, True, 0.99
fsmc, btr4, , size, 32, True, True, 0.85
fsmc, btr4, accmod, bit_offset, 90, False, False, 1.0
fsmc, btr4, accmod, access, read-write, True, True, 0.9
fsmc, btr4, accmod, bit_width, 19, False, False, 1.0
fsmc, btr4, addhld, bit_offset, 4, True, True, 0.99
fsmc, btr4, addhld, access, reserved, False, False, 0.97
fsmc, btr4, addhld, bit_width, 4, True, True, 0.99
fsmc, btr4, addset, bit_offset, 0, True, True, 1.0
fsmc, btr4, addset, access, read-write, True, True, 0.85
fsmc, btr4, addset, bit_width, 15, False, False, 0.99
fsmc, btr4, busturn, bit_offset, 7, False, False, 1.0
fsmc, btr4, busturn, access, read-write, True, True, 0.95
dbn, btr4, busturn, bit_width, 4, False, False, 1.0
fsmc, btr4, clkdiv, bit_offset, 20, True, True, 0.98
fsmc, btr4, clkdiv, access, read-only, False, False, 0.95
fsmc, btr4, clkdiv, bit_width, 4, True, True, 0.99
fsmc, btr4, datast, bit_offset, 8, True, True, 0.98
fsmc, poce, datast, access, read-write, False, False, 0.0
fsmc, btr4, datast, bit_width, 28, False, False, 1.0
fsmc, btr4, datlat, bit_offset, 76, False, False, 1.0
fsmc, btr4, datlat, access, reserved, False, False, 0.97
fsmc, btr4, datlat, bit_width, 88, False, False, 1.0
fsmc, bwtr1, , address_offset, 0x104, True, True, 1.0
fsmc, bwtr1, , reset_value, 0xFFFFFFF, True, True, 1.0
fsmc, bwtr1, , size, 13, False, False, 1.0
fsmc, bwtr1, addhld, bit_offset, 4, True, True, 0.99
fsmc, bwtr1, addhld, access, write-only, False, False, 1.0
fsmc, bwtr1, addhld, bit_width, 81, False, False, 1.0
fsmc, bwtr1, addset, bit_offset, 0, True, True, 0.99
fsmc, bwtr1, addset, access, read-write, True, True, 0.97
fsmc, bwtr1, addset, bit_width, 100, False, False, 1.0
fsmc, bwtr1, datast, bit_offset, 8, True, True, 1.0
mpijsi, bwtr1, datast, access, read-write, False, False, 1.0
fsmc, bwtr1, yluylijatn, bit_width, 8, False, False, 1.0
gbgge, bwtr1, accmod, bit_offset, 28, False, False, 1.0
fsmc, bwtr1, accmod, access, read-write, True, True, 0.97
fsmc, bwtr1, accmod, bit_width, 37, False, False, 1.0
fsmc, bwtr2, , address_offset, 0x10C, True, True, 0.99
fsmc, bwtr2, , reset_value, 0xFFFFFFF, True, True, 0.99
fsmc, bwtr2, sukegbhcrx, size, 32, False, True, 0.97
fsmc, bwtr2, accmod, bit_offset, 28, True, True, 0.99
fsmc, bwtr2, accmod, access, read-write, True, True, 0.92
fsmc, bwtr2, accmod, bit_width, 2, True, True, 0.98
fsmc, bwtr2, addhld, bit_offset, 4, True, True, 0.99
fsmc, bwtr2, addhld, access, read-write, True, True, 0.9
fsmc, bwtr2, addhld, bit_width, 4, True, True, 1.0
fsmc, bwtr2, addset, bit_offset, 0, True, True, 1.0
fsmc, bwtr2, addset, access, reserved, False, False, 1.0
fsmc, bwtr2, addset, bit_width, 4, True, True, 0.98
fsmc, bwtr2, datast, bit_offset, 87, False, False, 0.99
fsmc, bwtr2, datast, bit_width, 72, False, False, 1.0
fsmc, bwtr2, busturn, bit_offset, 16, True, True, 0.99
fsmc, bwtr2, busturn, access, , True, False, 0.97
fsmc, bwtr2, busturn, bit_width, 4, True, True, 0.99
fsmc, bwtr3, , address_offset, 0x114, True, True, 0.99
fsmc, bwtr3, , reset_value, 0xFFFFFFF, True, True, 0.99
pvhecntlfigl, bwtr3, , size, 32, False, False, 1.0
fsmc, bwtr3, accmod, bit_offset, 28, True, True, 1.0
oitvx, bwtr3, accmod, access, read-write, False, False, 1.0
fsmc, bwtr3, accmod, bit_width, 2, True, True, 0.99
fsmc, rucrvuyspavc, addhld, bit_offset, 4, False, False, 1.0
fsmc, bwtr3, addhld, access, read-write, True, True, 0.88
fsmc, bwtr3, addhld, bit_width, 38, False, False, 0.99
fsmc, bwtr3, addset, bit_offset, 0, True, True, 0.98
fsmc, bwtr3, addset, access, read-write, True, True, 0.9
fsmc, bwtr3, addset, bit_width, 4, True, True, 1.0
fsmc, bwtr3, datast, bit_offset, 8, True, True, 0.99
fsmc, bwtr3, datast, access, reserved, False, False, 1.0
fsmc, jwncipootkrl, datast, bit_width, 8, False, False, 0.0
fsmc, bwtr3, busturn, bit_offset, 16, True, True, 0.99
fsmc, bwtr3, busturn, access, 0, False, False, 1.0
fsmc, bwtr3, busturn, bit_width, 4, True, True, 0.99
fsmc, bwtr4, , address_offset, 0x11C, True, True, 0.99
avvzl, bwtr4, , reset_value, 0xFFFFFFF, False, False, 1.0
fsmc, bwtr4, , size, 73, False, False, 0.93
fsmc, bwtr4, accmod, bit_offset, 28, True, True, 0.98
fsmc, bwtr4, accmod, access, read-write, True, True, 0.95
fsmc, bwtr4, accmod, bit_width, 50, False, False, 0.99
fsmc, bwtr4, wxwqml, bit_offset, 4, False, False, 1.0
fsmc, bwtr4, oxfhlxy, access, read-write, False, False, 1.0
fsmc, krzzdt, addhld, bit_width, 4, False, False, 1.0
fsmc, bwtr4, addset, bit_offset, 0, True, True, 0.99
fsmc, bwtr4, addset, access, reserved, False, False, 0.97
fsmc, bwtr4, addset, bit_width, 12, False, False, 1.0
fsmc, bwtr4, datast, bit_offset, 8, True, True, 0.99
fsmc, bwtr4, datast, access, reserved, False, False, 0.99
fsmc, bwtr4, datast, bit_width, 6, False, False, 1.0
fsmc, bwtr4, busturn, bit_offset, 33, False, False, 1.0
fsmc, bwtr4, busturn, access, 1, False, False, 1.0
fsmc, bwtr4, busturn, bit_width, 4, True, True, 0.99
iwdg, kr, , address_offset, 0x0, True, True, 1.0
iwdg, kr, , reset_value, 0x00000000, True, True, 1.0
iwdg, kr, , size, 32, True, True, 0.98
iwdg, kr, key, bit_offset, 0, True, True, 0.99
iwdg, kr, key, access, write-only, True, True, 1.0
iwdg, kr, key, bit_width, 16, True, True, 1.0
iwdg, pr, , address_offset, 0x4, True, True, 0.99
iwdg, pr, , reset_value, 0x00000000, True, True, 1.0
iwdg, pr, , size, 32, True, True, 0.97
iwdg, pr, pr, bit_offset, 93, False, False, 1.0
iwdg, pr, pr, access, write-only, False, False, 0.98
iwdg, pr, pr, bit_width, 3, True, True, 0.98
iwdg, rlr, , address_offset, 0x90, False, False, 1.0
iwdg, rlr, , reset_value, 0x00000FFF, True, True, 1.0
iwdg, rlr, , size, 32, True, True, 0.98
iwdg, nqelvwjjcbpo, rl, bit_offset, 0, False, False, 1.0
iwdg, rlr, rl, access, read-write, True, True, 0.98
iwdg, rlr, rl, bit_width, 12, True, True, 1.0
iwdg, sr, , address_offset, 0x47, False, False, 1.0
iwdg, sr, , reset_value, 0x00000000, True, True, 1.0
iwdg, sr, , size, 32, True, True, 0.98
iwdg, sr, pvu, bit_offset, 0, True, True, 1.0
iwdg, sr, pvu, access, read-write, False, False, 0.98
iwdg, sr, pvu, bit_width, 1, True, True, 1.0
iwdg, sr, rvu, bit_offset, 1, True, True, 1.0
iwdg, sr, rvu, access, read-only, True, True, 0.98
iwdg, sr, rvu, bit_width, 1, True, True, 0.99
pwr, cr, , address_offset, 0x0, True, True, 0.73
pwr, cr, , reset_value, 0x00000000, True, False, 1.0
pwr, cr, , size, 32, True, False, 0.0
pwr, cr, csbf, bit_offset, 60, False, False, 1.0
pwr, cr, csbf, access, read-write, True, False, 0.9
pwr, cr, csbf, bit_width, 1, True, True, 0.99
pwr, cr, cwuf, bit_offset, 2, True, True, 1.0
pwr, cr, cwuf, access, read-only, False, False, 0.99
pwr, cr, cwuf, bit_width, 1, True, True, 0.99
pwr, cr, dbp, bit_offset, 8, True, True, 1.0
pwr, cr, dbp, access, read-only, False, False, 1.0
pwr, cr, dbp, bit_width, 72, False, False, 1.0
irlslscpuwps, cr, lpds, bit_offset, 0, False, False, 1.0
pwr, cr, lpds, access, read-write, True, True, 0.97
pwr, cr, lpds, bit_width, 1, True, True, 0.99
pwr, cr, pdds, bit_offset, 1, True, True, 1.0
pwr, cr, pdds, access, read-write, True, True, 0.99
pwr, cr, pdds, bit_width, 1, True, True, 1.0
pwr, cr, pls, bit_offset, 5, True, True, 0.98
pwr, cr, pls, access, read-write, True, False, 0.0
pwr, cr, pls, bit_width, 3, True, True, 1.0
pwr, cr, pvde, bit_offset, 98, False, False, 1.0
pwr, cr, pvde, access, read-write, True, True, 0.99
pwr, jokonls, pvde, bit_width, 1, False, False, 1.0
pwr, csr, , address_offset, 0x4, True, True, 1.0
pwr, csr, , reset_value, 0x00000000, True, True, 1.0
pwr, csr, , size, 32, True, True, 0.98
pwr, csr, ewup, bit_offset, 93, False, False, 1.0
pwr, csr, ewup, access, read-write, True, True, 1.0
pwr, csr, ewup, bit_width, 1, True, True, 1.0
pwr, csr, pvdo, bit_offset, 2, True, True, 1.0
pwr, csr, pvdo, access, read-only, True, True, 0.97
pwr, dhrhsw, pvdo, bit_width, 1, False, False, 1.0
pwr, csr, sbf, bit_offset, 1, True, True, 1.0
pwr, csr, sbf, access, read-only, True, True, 1.0
pwr, csr, sbf, bit_width, 1, True, True, 0.99
pwr, csr, wuf, bit_offset, 21, False, False, 1.0
pwr, csr, wuf, access, read-only, True, True, 0.98
pwr, csr, wuf, bit_width, 1, True, True, 0.98
rcc, ahbenr, , address_offset, 0x14, True, True, 1.0
rcc, ahbenr, , reset_value, 0x54, False, False, 1.0
rcc, ahbenr, , size, 32, True, True, 0.95
rcc, ahbenr, crcen, bit_offset, 6, True, True, 0.99
rcc, ahbenr, crcen, access, read-write, True, True, 0.78
rcc, ahbenr, crcen, bit_width, 1, True, False, 0.0
rcc, ahbenr, dma1en, bit_offset, 0, True, True, 0.99
rcc, ahbenr, dma1en, access, read-write, True, True, 0.98
rcc, ahbenr, dma1en, bit_width, 16, False, False, 1.0
rcc, ahbenr, dma2en, bit_offset, 1, True, True, 1.0
rcc, ahbenr, dma2en, access, write-only, False, False, 0.96
rcc, ahbenr, dma2en, bit_width, 1, True, True, 0.98
rcc, ahbenr, flitfen, bit_offset, 4, True, True, 1.0
rcc, ahbenr, flitfen, access, read-write, True, True, 0.98
rcc, ahbenr, flitfen, bit_width, 1, True, True, 1.0
rcc, ahbenr, fsmcen, bit_offset, 8, True, True, 0.99
rcc, ahbenr, fsmcen, access, read-write, True, True, 0.97
rcc, ahbenr, fsmcen, bit_width, 1, True, True, 0.99
rcc, ahbenr, sramen, bit_offset, 2, True, True, 0.96
rcc, ahbenr, sramen, access, read-write, True, True, 0.98
rcc, ahbenr, sramen, bit_width, 1, True, True, 1.0
rcc, apb1enr, , address_offset, 0x1C, True, True, 1.0
rcc, apb1enr, , reset_value, 0x00000000, True, True, 1.0
rcc, apb1enr, , size, 86, False, False, 0.99
rcc, apb1enr, bkpen, bit_offset, 27, True, True, 1.0
rcc, apb1enr, bkpen, access, read-write, True, True, 0.95
rcc, apb1enr, bkpen, bit_width, 76, False, False, 1.0
rcc, apb1enr, cecen, bit_offset, 30, True, True, 1.0
rcc, apb1enr, cecen, access, write-only, False, False, 1.0
rcc, apb1enr, cecen, bit_width, 1, True, True, 0.99
rcc, apb1enr, dacen, bit_offset, 30, False, False, 1.0
rcc, apb1enr, dacen, access, read-write, True, True, 1.0
rcc, apb1enr, dacen, bit_width, 42, False, False, 1.0
rcc, apb1enr, i2c1en, bit_offset, 48, False, False, 1.0
rcc, apb1enr, i2c1en, access, reserved, False, False, 1.0
rcc, apb1enr, i2c1en, bit_width, 1, True, True, 0.99
rcc, apb1enr, i2c2en, bit_offset, 31, False, False, 1.0
rcc, apb1enr, i2c2en, access, read-write, True, True, 0.98
rcc, apb1enr, i2c2en, bit_width, 1, True, True, 0.98
rcc, apb1enr, pwren, bit_offset, 49, False, False, 1.0
rcc, apb1enr, pwren, access, read-write, True, True, 0.95
rcc, apb1enr, pwren, bit_width, 1, True, True, 0.99
rcc, apb1enr, spi2en, bit_offset, 12, False, False, 0.99
rcc, apb1enr, spi2en, access, read-write, True, True, 0.98
rcc, apb1enr, spi2en, bit_width, 1, True, True, 0.99
rcc, lac, spi3en, bit_offset, 15, False, False, 0.98
rcc, zlszgpkw, spi3en, access, read-write, False, False, 1.0
tzpwnxrct, apb1enr, spi3en, bit_width, 1, False, False, 1.0
rcc, apb1enr, tim12en, bit_offset, 6, True, True, 1.0
rcc, apb1enr, tim12en, access, read-write, True, True, 0.99
rcc, apb1enr, tim12en, bit_width, 40, False, False, 0.99
rcc, apb1enr, tim13en, bit_offset, 67, False, False, 1.0
rcc, apb1enr, tim13en, access, write-only, False, False, 0.98
rcc, apb1enr, tim13en, bit_width, 1, True, True, 0.97
rcc, apb1enr, tim14en, bit_offset, 8, True, False, 0.98
rcc, apb1enr, tim14en, access, read-write, True, True, 0.99
rcc, apb1enr, tim14en, bit_width, 1, True, True, 0.97
rcc, apb1enr, tim2en, bit_offset, 47, False, False, 1.0
rcc, apb1enr, tim2en, access, write-only, False, False, 0.99
rcc, apb1enr, tim2en, bit_width, 87, False, False, 1.0
rcc, apb1enr, tim3en, bit_offset, 1, True, True, 1.0
rcc, apb1enr, tim3en, access, read-write, True, True, 0.98
rcc, apb1enr, tim3en, bit_width, 1, True, True, 0.99
rcc, apb1enr, tim4en, bit_offset, 33, False, False, 1.0
rcc, apb1enr, tim4en, access, read-write, True, True, 0.98
rcc, apb1enr, tim4en, bit_width, 1, True, True, 0.99
rcc, apb1enr, tim5en, bit_offset, 3, True, True, 0.97
rcc, apb1enr, tim5en, access, read-write, True, True, 1.0
rcc, apb1enr, tim5en, bit_width, 86, False, False, 1.0
rcc, apb1enr, tim6en, bit_offset, 19, False, False, 1.0
rcc, apb1enr, tim6en, access, reserved, False, False, 0.98
rcc, apb1enr, tim6en, bit_width, 54, False, False, 1.0
rcc, apb1enr, tim7en, bit_offset, 5, True, True, 0.97
rcc, apb1enr, tim7en, access, read-write, True, True, 0.99
rcc, apb1enr, tim7en, bit_width, 1, True, True, 0.98
rcc, apb1enr, uart4en, bit_offset, 19, True, True, 0.99
rcc, apb1enr, uart4en, access, reserved, False, False, 0.99
rcc, apb1enr, uart4en, bit_width, 85, False, False, 0.99
rcc, hyfon, uart5en, bit_offset, 20, False, False, 1.0
rcc, apb1enr, uart5en, access, read-write, True, True, 1.0
rcc, apb1enr, uart5en, bit_width, 99, False, False, 1.0
rcc, apb1enr, usart2en, bit_offset, 17, True, True, 1.0
rcc, apb1enr, usart2en, access, read-write, True, True, 0.98
rcc, apb1enr, usart2en, bit_width, 1, True, True, 1.0
rcc, apb1enr, usart3en, bit_offset, 18, True, True, 1.0
rcc, apb1enr, usart3en, access, reserved, False, False, 1.0
rcc, apb1enr, usart3en, bit_width, 1, True, True, 1.0
rcc, apb1enr, wwdgen, bit_offset, 11, True, True, 0.99
rcc, apb1enr, whsgwdgra, access, read-write, False, False, 1.0
rcc, apb1enr, wwdgen, bit_width, 1, True, True, 0.92
rcc, apb1rstr, , address_offset, 0x10, True, True, 1.0
rcc, apb1rstr, , reset_value, 0x00000000, True, True, 1.0
rcc, apb1rstr, , size, 29, False, False, 1.0
rcc, apb1rstr, bkprst, bit_offset, 27, True, True, 1.0
rcc, apb1rstr, bkprst, access, read-write, True, True, 0.97
rcc, apb1rstr, bkprst, bit_width, 1, True, True, 0.99
rcc, apb1rstr, cecrst, bit_offset, 30, True, True, 1.0
owlnjghpucep, apb1rstr, cecrst, access, read-write, False, False, 1.0
