id,reference_manual,run,source_file,peripheral,register,target_operation,target_fields,preconditions,postconditions,severity,consequence,datasheet_text,dup_count,lint_flags,status,note
7d43447c9135,rm0008,1,rm0008/1/afio_exticr4,afio,exticr4,write,[],"[{""register_name"":""RCC_APB2ENR"",""field_name"":""AFIOEN"",""required_state"":""set""}]",[],error,Register read/write may fail or produce undefined behavior if AFIO peripheral clock is not enabled.,"To read/write the AFIO_EVCR, AFIO_MAPR and AFIO_EXTICRX registers, the AFIO clock should first be enabled. Refer to Section 7.3.7: APB2 peripheral clock enable register (RCC_APB2ENR).",1,,,
b1a3e0d58fe6,rm0008,1,rm0008/1/bkp_cr,bkp,cr,write,"[""TPAL""]","[{""register_name"":""BKP_CR"",""field_name"":""TPE"",""required_state"":""cleared""}]",[],warning,Spurious Tamper event if TPAL is changed while TPE is set,"Setting the TPAL and TPE bits at the same time is always safe, however resetting both at the same time can generate a spurious Tamper event. For this reason it is recommended to change TPAL bit only when the TPE bit is reset.",1,,,
f09b61bda1d5,rm0008,1,rm0008/1/bkp_dr%s,bkp,dr%s,write,[],"[{""register_name"":""BKP_CR"",""field_name"":""TEF"",""required_state"":""cleared""}]",[],warning,Write to BKP_DRx will not be stored while TEF is set,"If a write to the BKP_DRx registers is performed while this bit (TEF) is set, the value will not be stored.",1,placeholder_source,,
5eb5500c5cd6,rm0008,1,rm0008/1/can_btr,can,btr,write,[],[],[],error,Register cannot be accessed unless CAN hardware is in initialization mode,This register can only be accessed by the software when the CAN hardware is in initialization mode.,1,empty_conditions,,
29235d66dcdf,rm0008,1,rm0008/1/can1_btr,can1,btr,write,[],"[{""register_name"":""CAN_MCR"",""field_name"":""INRQ"",""required_state"":""set""}]",[],error,Register may not be accessed unless CAN is in initialization mode.,This register can only be accessed by the software when the CAN hardware is in initialization mode.,1,,,
f2ee3b7ef4c0,rm0008,1,rm0008/1/can1_fa1r,can1,fa1r,write,[],"[{""register_name"":""CAN_FMR"",""field_name"":""FINIT"",""required_state"":""set""}]",[],error,Write is ignored or may cause undefined behavior if FINIT is not set,This register can be written only when the filter initialization mode is set (FINIT=1) in the CAN_FMR register.,1,,,
150c68868198,rm0008,1,rm0008/1/can1_fm1r,can1,fm1r,write,[],"[{""register_name"":""CAN_FMR"",""field_name"":""FINIT"",""required_state"":""equals:1""}]",[],error,Write not permitted unless filter initialization mode (FINIT) is set.,This register can be written only when the filter initialization mode is set (FINIT=1) in the CAN_FMR register.,1,,,
3f0d7f291cb5,rm0008,1,rm0008/1/can1_fs1r,can1,fs1r,write,[],"[{""register_name"":""CAN_FMR"",""field_name"":""FINIT"",""required_state"":""set""}]",[],error,Register can only be written when filter initialization mode (FINIT) is set,This register can be written only when the filter initialization mode is set (FINIT=1) in the CAN_FMR register.,1,,,
68e062c44c71,rm0008,1,rm0008/1/dac_cr,dac,cr,write,"[""TSEL1"",""TSEL2""]","[{""register_name"":""DAC_CR"",""field_name"":""EN1"",""required_state"":""cleared""},{""register_name"":""DAC_CR"",""field_name"":""EN2"",""required_state"":""cleared""}]",[],error,Trigger selection bits cannot be modified while the corresponding channel is enabled.,TSELx[2:0] bit cannot be changed when the ENx bit is set.,1,,,
4d885ad418e8,rm0008,1,rm0008/1/ethernet_dma_dmardlar,ethernet,dma_dmardlar,write,[],"[{""register_name"":""ETH_DMASR"",""field_name"":""RS"",""required_state"":""set""}]",[],error,Writing while reception is active may cause undefined behavior,"Writing to the ETH_DMARDLAR register is permitted only when reception is stopped. When stopped, the ETH_DMARDLAR register must be written to before the receive Start command is given.",1,,,
879bedcdc636,rm0008,1,rm0008/1/ethernet_dma_dmatdlar,ethernet,dma_dmatdlar,write,[],[],[],error,Write is illegal if transmission is active,"Writing to the ETH_DMATDLAR register is permitted only when transmission has stopped. Once transmission has stopped, the ETH_DMATDLAR register can be written before the transmission Start command is given.",1,empty_conditions,,
56df09064574,rm0008,1,rm0008/1/ethernet_mac_macfcr,ethernet,mac_macfcr,write,[],"[{""register_name"":""ETH_MACFCR"",""field_name"":""FCB_BPA"",""required_state"":""cleared""}]",[],error,Writing while the Busy bit is set may cause undefined behavior.,The Host must make sure that the Busy bit is cleared before writing to the register.,1,,,
606441e95df0,rm0008,1,rm0008/1/ethernet_mac_macmiiar,ethernet,mac_macmiiar,write,[],"[{""register_name"":""ETH_MACMIIAR"",""field_name"":""MB"",""required_state"":""cleared""}]","[{""register_name"":""ETH_MACMIIAR"",""field_name"":""MB"",""required_state"":""cleared""}]",error,Writing while MB is set can cause undefined behavior; the operation must wait until MB is cleared.,This bit should read a logic 0 before writing to ETH_MACMIIAR and ETH_MACMIIDR. This bit must also be reset to 0 during a Write to ETH_MACMIIAR. ... The ETH_MACMIIAR (MII Address) should not be written to until this bit is cleared.,1,,,
156dbdf39d8c,rm0008,1,rm0008/1/ethernet_mac_macmiidr,ethernet,mac_macmiidr,write,[],"[{""register_name"":""ETH_MACMIIAR"",""field_name"":""MB"",""required_state"":""cleared""}]",[],error,Writing while MB is set may cause undefined behavior or be ignored.,This bit should read a logic 0 before writing to ETH_MACMIIAR and ETH_MACMIIDR. This bit must also be reset to 0 during a Write to ETH_MACMIIAR. ... The ETH_MACMIIDR (MII Data) should be kept valid until this bit is cleared by the MAC during a PHY Write operation. The ETH_MACMIIDR is invalid until this bit is cleared by the MAC during a PHY Read operation. The ETH_MACMIIAR (MII Address) should not be written to until this bit is cleared.,1,,,
931c1e0c1286,rm0008,1,rm0008/1/ethernet_mac_macpmtcsr,ethernet,mac_macpmtcsr,write,"[""PD""]","[{""register_name"":""ETH_MACPMTCSR"",""field_name"":""MPE"",""required_state"":""set""},{""register_name"":""ETH_MACPMTCSR"",""field_name"":""WFE"",""required_state"":""set""}]",[],error,"Power‑down may be enabled without any wake‑up source, violating the requirement that either Magic‑Packet Enable or Wake‑up Frame Enable be set.",This bit must only be set when either the Magic Packet Enable or Wakeup Frame Enable bit is set high.,1,,,
1258cb67ec50,rm0008,1,rm0008/1/ethernet_ptp_ptptsar,ethernet,ptp_ptptsar,write,[],"[{""register_name"":""ETH_PTPTSCR"",""field_name"":""TSFCU"",""required_state"":""set""}]",[],warning,Register is only meaningful when Fine update mode is enabled; writing otherwise has no effect.,This register is used only when the system time is configured for Fine update mode (TSFCU bit in ETH_PTPTSCR).,1,,,
8d147d978d58,rm0008,1,rm0008/1/ethernet_ptp_ptptscr,ethernet,ptp_ptptscr,write,"[""TSSTU""]","[{""register_name"":""ETH_PTPTSCR"",""field_name"":""TSSTU"",""required_state"":""cleared""},{""register_name"":""ETH_PTPTSCR"",""field_name"":""TSSTI"",""required_state"":""cleared""}]",[],error,Both TSSTU and TSSTI must be 0 before setting TSSTU; otherwise undefined behavior.,Both the TSSTU and TSSTI bits must be read as zero before you can set this bit.,2,,,
fe7dd240e7de,rm0008,1,rm0008/1/ethernet_ptp_ptptscr,ethernet,ptp_ptptscr,write,"[""TSARU""]","[{""register_name"":""ETH_PTPTSCR"",""field_name"":""TSARU"",""required_state"":""cleared""}]",[],error,The TSARU bit must be 0 before it can be set; otherwise the update may not start correctly.,This register bit must be read as zero before you can set it.,1,,,
d7528e1a222e,rm0008,1,rm0008/1/gpioa_lckr,gpioa,lckr,write,[],"[{""register_name"":""GPIOA_LCKR"",""field_name"":""LCK0-LCK15"",""required_state"":""unchanged""}]",[],error,Lock sequence may fail if lower bits change during write,"During the write sequence, the value of LCKR[15:0] must not change.",1,off_vocab_state,,
c331ac3004e0,rm0008,1,rm0008/1/i2c1_cr1,i2c1,cr1,write,[],"[{""register_name"":""I2C_CR1"",""field_name"":""STOP"",""required_state"":""cleared""},{""register_name"":""I2C_CR1"",""field_name"":""START"",""required_state"":""cleared""},{""register_name"":""I2C_CR1"",""field_name"":""PEC"",""required_state"":""cleared""}]",[],error,"Risk of setting a second STOP, START or PEC request","When the STOP, START or PEC bit is set, the software must not perform any write access to I2C_CR1 before this bit is cleared by hardware. Otherwise there is a risk of setting a second STOP, START or PEC request.",1,,,
f2c7c4b51547,rm0008,1,rm0008/1/i2c1_oar1,i2c1,oar1,write,"[""BIT14""]",[],"[{""register_name"":""I2C_OAR1"",""field_name"":""BIT14"",""required_state"":""set""}]",error,Software must keep bit 14 at 1; failure may lead to undefined I2C behavior.,Bit 14 Should always be kept at 1 by software.,1,,,
19833a1311d7,rm0008,1,rm0008/1/iwdg_pr,iwdg,pr,write,[],"[{""register_name"":""IWDG_KR"",""field_name"":"""",""required_state"":""equals:0x5555""},{""register_name"":""IWDG_SR"",""field_name"":""PVU"",""required_state"":""cleared""}]",[],error,Write to IWDG_PR will be ignored if the key 0x5555 is not written to IWDG_KR or if PVU is set.,"Write access to the IWDG_PR and IWDG_RLR registers is protected. To modify them, first write the code 0x5555 in the IWDG_KR register. PVU bit of IWDG_SR must be reset in order to be able to change the prescaler divider.",1,,,
4b7749c0dbe9,rm0008,1,rm0008/1/iwdg_rlr,iwdg,rlr,write,[],"[{""register_name"":""IWDG_SR"",""field_name"":""RVU"",""required_state"":""cleared""},{""register_name"":""IWDG_KR"",""field_name"":""KEY[15:0]"",""required_state"":""equals:0x5555""}]",[],error,Write to IWDG_RLR is ignored or protected if RVU is set or access key not provided,"Write access to the IWDG_PR and IWDG_RLR registers is protected. To modify them, first write the code 0x5555 in the IWDG_KR register.",1,,,
927ea16457ad,rm0008,1,rm0008/1/iwdg_rlr,iwdg,rlr,read,[],"[{""register_name"":""IWDG_SR"",""field_name"":""RVU"",""required_state"":""cleared""}]",[],warning,Read value may be stale or invalid if RVU is set,Reading this register returns the reload value from the VDD voltage domain. This value may not be up to date/valid if a write operation to this register is ongoing. For this reason the value read from this register is valid only when the RVU bit in the IWDG_SR register is reset.,1,,,
2957388fb294,rm0008,1,rm0008/1/otg_fs_device_dcfg,otg,fs_device_dcfg,write,[],[],[],warning,Register should not be modified after initial programming,Do not make changes to this register after initial programming.,1,empty_conditions,,
4147eb53e707,rm0008,1,rm0008/1/otg_fs_device_dcfg,otg,fs_device_dcfg,write,"[""DAD""]",[],[],info,Device address must be programmed after each SetAddress command,The application must program this field after every SetAddress control command.,1,empty_conditions,,
d04e1f46f235,rm0008,1,rm0008/1/otg_fs_global_grxstsp_device,otg,fs_global_grxstsp_device,read,[],"[{""register_name"":""OTG_FS_GINTSTS"",""field_name"":""RXFLVL"",""required_state"":""set""}]",[],error,Reading/popping the FIFO when it is empty may return 0x00000000 and cause incorrect operation.,The application must only pop the Receive Status FIFO when the Receive FIFO non‑empty bit of the Core interrupt register (RXFLVL bit in OTG_FS_GINTSTS) is asserted.,2,,,
b8e6b33d5d62,rm0008,1,rm0008/1/otg_fs_global_gusbcfg,otg,fs_global_gusbcfg,write,[],[],[],warning,Register must be programmed before any AHB or USB transactions and must not be modified afterwards,The application must program this register before starting any transactions on either the AHB or the USB. Do not make changes to this register after the initial programming.,1,empty_conditions,,
658698170302,rm0008,1,rm0008/1/rcc_ahbenr,rcc,ahbenr,read,[],[],[],warning,"If the peripheral clock is not active, reads return 0x0","When the peripheral clock is not active, the peripheral register values may not be readable by software and the returned value is always 0x0.",1,empty_conditions,,
b30b4cdad102,rm0008,1,rm0008/1/rcc_bdcr,rcc,bdcr,write,"[""LSEON"",""LSEBYP"",""RTCSEL"",""RTCEN""]","[{""register_name"":""PWR_CR"",""field_name"":""DBP"",""required_state"":""set""}]",[],error,Write attempts to protected bits are ignored unless DBP is set,"The LSEON, LSEBYP, RTCSEL and RTCEN bits of the Backup domain control register (RCC_BDCR) are in the Backup domain. As a result, after Reset, these bits are write‑protected and the DBP bit in the Power control register (PWR_CR) has to be set before these can be modified.",1,,,
dc1280347598,rm0008,1,rm0008/1/rcc_cfgr,rcc,cfgr,write,"[""USBPRE""]","[{""register_name"":""RCC_APB1ENR"",""field_name"":""USBEN"",""required_state"":""cleared""}]",[],error,USBPRE cannot be cleared while the USB clock is enabled; attempting to do so may disable the USB peripheral incorrectly.,USBPRE: Set and cleared by software to generate 48 MHz USB clock. This bit must be valid before enabling the USB clock in the RCC_APB1ENR register. This bit can’t be reset if the USB clock is enabled.,1,,,
4cebd620212c,rm0008,1,rm0008/1/rcc_cfgr2,rcc,cfgr2,write,"[""PREDIV1""]","[{""register_name"":""RCC_CR"",""field_name"":""PLLON"",""required_state"":""cleared""}]",[],error,PREDIV1 division factor may only be changed when the PLL is disabled,These bits can be written only when PLL is disabled.,1,,,
e467b4b025b8,rm0008,1,rm0008/1/rcc_cr,rcc,cr,write,"[""HSEBYP""]","[{""register_name"":""RCC_CR"",""field_name"":""HSEON"",""required_state"":""cleared""}]",[],error,HSEBYP can only be modified when the HSE oscillator is disabled.,The HSEBYP bit can be written only if the HSE oscillator is disabled.,1,,,
e6edc23b5da6,rm0008,1,rm0008/1/rtc_alrh,rtc,alrh,write,[],"[{""register_name"":""RTC_CRL"",""field_name"":""RTOFF"",""required_state"":""set""},{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""set""}]","[{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""cleared""}]",error,Write to RTC_ALRH will be ignored if RTOFF is not set or configuration mode is not entered,"This register is write‑protected by the RTOFF bit in the RTC_CR register, and a write operation is allowed if the RTOFF value is ‘1’. It is necessary to enter configuration mode (set CNF) before writing and clear it afterwards.",1,,,
a4eda1bb163c,rm0008,1,rm0008/1/rtc_alrl,rtc,alrl,write,"[""ALR[15:0]""]","[{""register_name"":""RTC_CRL"",""field_name"":""RTOFF"",""required_state"":""set""},{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""set""}]","[{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""cleared""}]",error,Write to RTC_ALRL is not allowed unless the configuration mode flag (CNF) is set and the previous write operation has completed (RTOFF=1).,"This register is write-protected by the RTOFF bit in the RTC_CR register, and a write operation is allowed if the RTOFF value is ‘1’. This bit must be set by software to enter in configuration mode so as to allow new values to be written in the RTC_CNT, RTC_ALR or RTC_PRL registers. The write operation is only executed when the CNF bit is reset by software after has been set.",1,,,
36c5efb63f99,rm0008,1,rm0008/1/rtc_cnth,rtc,cnth,write,[],"[{""register_name"":""RTC_CRL"",""field_name"":""RTOFF"",""required_state"":""set""},{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""set""}]","[{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""cleared""}]",error,Write will be ignored or may corrupt RTC registers if RTOFF is 0 or CNF not properly handled,"They are write-protected by bit RTOFF in the RTC_CR register, and a write operation is allowed if the RTOFF value is ‘1’. To write to this register it is necessary to enter configuration mode (set CNF). The write operation is only executed when the CNF bit is reset by software after has been set.",1,,,
f23701f73f48,rm0008,1,rm0008/1/rtc_cntl,rtc,cntl,write,[],"[{""register_name"":""RTC_CRL"",""field_name"":""RTOFF"",""required_state"":""set""},{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""set""}]","[{""register_name"":""RTC_CRL"",""field_name"":""CNF"",""required_state"":""cleared""}]",error,Write to RTC_CNTL would be ignored or could corrupt the counter if RTOFF is 0 or configuration mode (CNF) is not entered.,"RTC_CNT registers ... are write‑protected by bit RTOFF in the RTC_CR register, and a write operation is allowed if the RTOFF value is ‘1’. To write to this register it is necessary to enter configuration mode (set CNF) … The write operation is only executed when the CNF bit is reset by software after has been set.",1,,,
eabd08c9ffbc,rm0008,1,rm0008/1/rtc_crh,rtc,crh,write,[],"[{""register_name"":""RTC_CRL"",""field_name"":""RTOFF"",""required_state"":""set""}]",[],error,Write operation is not allowed while a previous write is still pending (RTOFF=0).,"It is not possible to write to the RTC_CRH register when the peripheral is completing a previous write operation (flagged by RTOFF=0, see Section 18.3.4).",1,,,
eb51d2addbb7,rm0008,1,rm0008/1/rtc_crl,rtc,crl,read,"[""RSF""]","[{""register_name"":""RTC_CRL"",""field_name"":""RSF"",""required_state"":""set""}]",[],error,Reading RTC registers before synchronization may return corrupted data,"Before any read operation after an APB1 reset or an APB1 clock stop, this bit (RSF) must be cleared by software, and the user application must wait until it is set to be sure that the RTC_CNT, RTC_ALR or RTC_PRL registers are synchronized.",1,,,
c6c0bb88228d,rm0008,1,rm0008/1/rtc_prlh,rtc,prlh,write,[],"[{""register_name"":""RTC_CRL"",""field_name"":""RTOFF"",""required_state"":""set""}]",[],error,Write operation is ignored if RTOFF = 0 (RTC busy).,"The Prescaler Load registers ... are write-protected by the RTOFF bit in the RTC_CR register, and a write operation is allowed if the RTOFF value is ‘1’.",1,,,
514f82a85d9e,rm0008,1,rm0008/1/rtc_prll,rtc,prll,write,[],"[{""register_name"":""RTC_CR"",""field_name"":""RTOFF"",""required_state"":""set""}]",[],error,Write to RTC_PRLL is not allowed when RTOFF = 0 (write‑protected),"They are write-protected by the RTOFF bit in the RTC_CR register, and a write operation is allowed if the RTOFF value is ‘1’.",1,,,
17e8db98cd69,rm0008,1,rm0008/1/sdio_dcount,sdio,dcount,read,[],[],[],warning,Register should be read only when the data transfer is complete.,This register should be read only when the data transfer is complete.,1,empty_conditions,,
d6d31d37d61f,rm0008,1,rm0008/1/sdio_dlen,sdio,dlen,write,"[""DATALENGTH""]",[],[],warning,"If the value is not a multiple of the block size during block‑transfer mode, the transfer may be erroneous.","For a block data transfer, the value in the data length register must be a multiple of the block size (see SDIO_DCTRL). A data transfer must be written to the data timer register and the data length register before being written to the data control register.",1,empty_conditions,,
11aac1574d86,rm0008,1,rm0008/1/sdio_power,sdio,power,write,[],[],[],warning,Writes must be spaced by at least seven HCLK periods,At least seven HCLK clock periods are needed between two write accesses to this register.,1,empty_conditions,,
852d7c28a71c,rm0008,1,rm0008/1/spi1_cr1,spi1,cr1,write,"[""CRCEN""]","[{""register_name"":""SPI_CR1"",""field_name"":""SPE"",""required_state"":""cleared""}]",[],error,CRCEN must be written only when SPI is disabled (SPE = 0).,Note: This bit should be written only when SPI is disabled (SPE = ‘0’) for correct operation.,2,,,
8473171f1cf8,rm0008,1,rm0008/1/spi1_i2spr,spi1,i2spr,write,"[""MCKOE"",""ODD"",""I2SDIV""]","[{""register_name"":""SPI_I2SCFGR"",""field_name"":""I2SMOD"",""required_state"":""cleared""}]",[],warning,These bits should be configured only when I2S mode is disabled; otherwise they have no effect.,Bit 9 MCKOE ... Note: This bit should be configured when the I2S is disabled. It is used only when the I2S is in master mode. This bit is not used in SPI mode. Bit 8 ODD ... Note: This bit should be configured when the I2S is disabled. It is used only when the I2S is in master mode. This bit is not used in SPI mode. Bits 7:0 I2SDIV ... Note: These bits should be configured when the I2S is disabled. It is used only when the I2S is in master mode.,1,,,
904b49212bda,rm0008,1,rm0008/1/spi1_rxcrcr,spi1,rxcrcr,read,[],"[{""register_name"":""SPI_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
05a4e21f856f,rm0008,1,rm0008/1/spi1_txcrcr,spi1,txcrcr,read,[],"[{""register_name"":""SPI_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
d8fd1be51948,rm0008,1,rm0008/1/spi2_cr1,spi2,cr1,write,"[""CRCEN"",""DFF""]","[{""register_name"":""SPI2_CR1"",""field_name"":""SPE"",""required_state"":""cleared""}]",[],error,Writing CRCEN or DFF while SPI is enabled may lead to incorrect operation,Note: This bit should be written only when SPI is disabled (SPE = ‘0’) for correct operation.,1,,,
1c6c360e93dd,rm0008,1,rm0008/1/spi2_dr,spi2,dr,write,[],[],"[{""register_name"":""SPI2_CR1"",""field_name"":""CRCNEXT"",""required_state"":""set""}]",warning,CRCNEXT must be set immediately after the last data word is written to the data register.,"When the SPI is configured in full duplex or transmitter only modes, CRCNEXT must be written as soon as the last data is written to the SPI_DR register.",1,,,
91733efb813a,rm0008,1,rm0008/1/spi2_rxcrcr,spi2,rxcrcr,read,[],"[{""register_name"":""SPI2_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return an incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
e4488fce6d3e,rm0008,1,rm0008/1/spi2_txcrcr,spi2,txcrcr,read,[],"[{""register_name"":""SPI_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
0ddc1d74faa7,rm0008,1,rm0008/1/tim1_ccmr2_output,tim1,ccmr2_output,write,"[""CC4S""]","[{""register_name"":""TIM1_CCER"",""field_name"":""CC4E"",""required_state"":""cleared""}]",[],error,CC4S must not be modified while channel 4 is enabled,CC4S bits are writable only when the channel is OFF (CC4E = 0 in TIMx_CCER).,1,,,
b442e8e98398,rm0008,1,rm0008/1/tim1_cr1,tim1,cr1,write,"[""CMS""]","[{""register_name"":""TIM1_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching from edge‑aligned to center‑aligned mode while the counter is enabled is prohibited.,It is not allowed to switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1).,1,,,
c5b2f9311068,rm0008,1,rm0008/1/tim1_cr1,tim1,cr1,write,"[""DIR""]","[{""register_name"":""TIM1_CR1"",""field_name"":""CMS"",""required_state"":""equals:0b00""}]",[],error,DIR bit is read‑only when the timer is in center‑aligned or encoder mode.,Note: This bit is read only when the timer is configured in Center-aligned mode or Encoder mode.,1,,,
0ec0d98445ca,rm0008,1,rm0008/1/tim2_ccmr2_input,tim2,ccmr2_input,write,"[""CC4S""]","[{""register_name"":""TIM2_CCER"",""field_name"":""CC4E"",""required_state"":""cleared""}]",[],error,Writing CC4S while the channel is enabled could corrupt channel configuration.,CC4S bits are writable only when the channel is OFF (CC4E = 0 in TIMx_CCER).,2,,,
0cb6940f0fc1,rm0008,1,rm0008/1/tim2_cr1,tim2,cr1,write,"[""DIR""]","[{""register_name"":""TIM2_CR1"",""field_name"":""CMS"",""required_state"":""equals:0b00""}]",[],error,DIR is read‑only when the timer is configured in center‑aligned or encoder mode,Note: This bit is read only when the timer is configured in Center-aligned mode or Encoder mode.,1,,,
2a3f0adce86c,rm0008,1,rm0008/1/tim2_cr1,tim2,cr1,write,"[""CMS""]","[{""register_name"":""TIM2_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching from edge-aligned to center-aligned mode while the counter is enabled is prohibited,It is not allowed to switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1),1,,,
0d97d49f197d,rm0008,1,rm0008/1/tim8_ccmr2_input,tim8,ccmr2_input,write,"[""CC4S""]","[{""register_name"":""TIM8_CCER"",""field_name"":""CC4E"",""required_state"":""cleared""}]",[],error,Writing CC4S while CC4E is set is not allowed,CC4S bits are writable only when the channel is OFF (CC4E = 0 in TIMx_CCER).,2,,,
82c327f624b3,rm0008,1,rm0008/1/tim8_cr1,tim8,cr1,write,"[""CMS[1:0]""]","[{""register_name"":""TIM8_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching from edge‑aligned to center‑aligned mode while the counter is enabled is not allowed.,It is not allowed to switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1).,1,,,
ed72d01e3b97,rm0008,1,rm0008/1/tim8_cr1,tim8,cr1,write,"[""DIR""]","[{""register_name"":""TIM8_CR1"",""field_name"":""CMS[1:0]"",""required_state"":""equals:0b00""}]",[],error,DIR is read‑only when the timer is in center‑aligned or encoder mode.,Note: This bit is read only when the timer is configured in Center-aligned mode or Encoder mode.,1,,,
