peripheral_name,register_name,field_name,key,value,true_value,agent_judgement,confidence_score
fsmc,bcr3,cburstrw,bit_offset,19,True,True,0.99
fsmc,bcr3,cburstrw,access,read-write,True,True,0.96
fsmc,bcr3,cburstrw,bit_width,1,True,True,0.99
fsmc,bcr3,extmod,bit_offset,14,True,True,0.99
fsmc,bcr3,extmod,access,read-write,True,True,0.9
fsmc,bcr3,extmod,bit_width,1,True,True,0.99
fsmc,bcr3,faccen,bit_offset,19,False,False,0.99
fsmc,bcr3,faccen,access,read-write,True,True,0.95
fsmc,bcr3,faccen,bit_width,37,False,False,1.0
fsmc,bcr3,mbken,bit_offset,50,False,False,1.0
fsmc,bcr3,mbken,access,read-write,True,True,0.9
fsmc,bcr3,mbken,bit_width,1,True,True,0.98
fsmc,bcr3,mtyp,bit_offset,2,True,True,0.99
fsmc,bcr3,mtyp,access,read-write,True,True,0.95
fsmc,bcr3,hgp,bit_width,2,False,False,1.0
fsmc,bcr3,muxen,bit_offset,1,True,True,1.0
fsmc,bcr3,muxen,access,read-write,True,True,0.85
fsmc,bcr3,muxen,bit_width,1,True,True,0.98
fsmc,bcr3,mwid,bit_offset,4,True,True,0.98
fsmc,bcr3,mwid,access,reserved,False,False,0.99
fsmc,bcr3,mwid,bit_width,40,False,False,1.0
fsmc,bcr3,waitcfg,bit_offset,11,True,True,1.0
fsmc,bcr3,waitcfg,access,reserved,False,False,0.99
fsmc,bcr3,waitcfg,bit_width,1,True,True,0.98
fsmc,bcr3,waiten,bit_offset,13,True,True,0.99
fsmc,bcr3,waiten,access,read-write,True,True,0.9
fsmc,bcr3,waiten,bit_width,1,True,True,0.99
fsmc,bcr3,waitpol,bit_offset,9,True,True,0.99
fsmc,zuubowkrmo,waitpol,access,read-write,False,False,1.0
fsmc,bcr3,waitpol,bit_width,1,True,True,0.99
fsmc,bcr3,wrapmod,bit_offset,10,True,True,0.99
fsmc,bcr3,wrapmod,access,reserved,False,False,1.0
fsmc,bcr3,wrapmod,bit_width,1,True,True,0.99
fsmc,bcr3,wren,bit_offset,12,True,True,1.0
fsmc,bcr3,wren,access,read-write,True,True,0.95
fsmc,bcr3,iattmeu,bit_width,1,False,False,1.0
fsmc,bcr3,cpsize,bit_offset,16,True,True,0.98
fsmc,bcr3,cpsize,access,0,False,False,1.0
fsmc,bcr3,cpsize,bit_width,3,True,True,1.0
fsmc,bcr4,,address_offset,0x18,True,True,1.0
fsmc,bcr4,,reset_value,0x2BF2,False,False,1.0
fsmc,bcr4,,size,32,True,True,0.98
txz,bcr4,asyncwait,bit_offset,15,False,True,0.98
fsmc,bcr4,asyncwait,access,read-write,True,True,0.97
fsmc,bcr4,asyncwait,bit_width,15,False,False,1.0
fsmc,bcr4,bursten,bit_offset,22,False,False,1.0
fsmc,bcr4,bursten,access,read-write,True,True,0.97
fsmc,bcr4,bursten,bit_width,57,False,False,1.0
fsmc,bcr4,cburstrw,bit_offset,95,False,False,1.0
fsmc,bcr4,cburstrw,access,read-write,True,True,0.95
fsmc,bcr4,cburstrw,bit_width,58,False,False,1.0
fsmc,bcr4,extmod,bit_offset,14,True,True,0.99
fsmc,bcr4,extmod,access,read-write,True,True,0.97
fsmc,bcr4,extmod,bit_width,47,False,False,1.0
fsmc,bcr4,faccen,bit_offset,56,False,False,1.0
fsmc,bcr4,faccen,access,write-only,False,False,0.98
fsmc,bcr4,faccen,bit_width,21,False,False,1.0
fsmc,bcr4,mbken,bit_offset,0,True,True,0.98
fsmc,bcr4,mbken,access,reserved,False,False,1.0
fsmc,bcr4,mbken,bit_width,1,True,True,0.98
fsmc,bcr4,mtyp,bit_offset,2,True,True,0.99
fsmc,bcr4,mtyp,access,read-write,True,True,0.93
fsmc,bcr4,mtyp,bit_width,54,False,False,1.0
fsmc,bcr4,muxen,bit_offset,96,False,False,1.0
fsmc,bcr4,muxen,access,read-only,False,False,0.97
fsmc,bcr4,muxen,bit_width,68,False,False,1.0
fsmc,bcr4,mwid,bit_offset,4,True,True,0.96
fsmc,bcr4,mwid,access,read-write,True,True,0.96
fsmc,bcr4,mwid,bit_width,75,False,False,0.98
fsmc,bcr4,waitcfg,bit_offset,11,True,True,1.0
fsmc,bcr4,waitcfg,access,read-write,True,True,0.9
fsmc,bcr4,waitcfg,bit_width,1,True,True,0.98
fsmc,bcr4,waiten,bit_offset,1,False,False,1.0
