peripheral,register,field_name,key,correct_value,svd_value,agent_value
exti,emr,em0,bit_offset,,,0
exti,emr,em0,bit_width,,,1
exti,emr,em1,bit_offset,,,1
exti,emr,em1,bit_width,,,1
exti,emr,em10,bit_offset,,,10
exti,emr,em10,bit_width,,,1
exti,emr,em11,bit_offset,,,11
exti,emr,em11,bit_width,,,1
exti,emr,em12,bit_offset,,,12
exti,emr,em12,bit_width,,,1
exti,emr,em13,bit_offset,,,13
exti,emr,em13,bit_width,,,1
exti,emr,em14,bit_offset,,,14
exti,emr,em14,bit_width,,,1
exti,emr,em15,bit_offset,,,15
exti,emr,em15,bit_width,,,1
exti,emr,em16,bit_offset,,,16
exti,emr,em16,bit_width,,,1
exti,emr,em17,bit_offset,,,17
exti,emr,em17,bit_width,,,1
exti,emr,em18,bit_offset,,,18
exti,emr,em18,bit_width,,,1
exti,emr,em19,bit_offset,,,19
exti,emr,em19,bit_width,,,1
exti,emr,em2,bit_offset,,,2
exti,emr,em2,bit_width,,,1
exti,emr,em20,bit_offset,,,20
exti,emr,em20,bit_width,,,1
exti,emr,em21,bit_offset,,,21
exti,emr,em21,bit_width,,,1
exti,emr,em22,bit_offset,,,22
exti,emr,em22,bit_width,,,1
exti,emr,em23,bit_offset,,,23
exti,emr,em23,bit_width,,,1
exti,emr,em24,bit_offset,,,24
exti,emr,em24,bit_width,,,1
exti,emr,em25,bit_offset,,,25
exti,emr,em25,bit_width,,,1
exti,emr,em26,bit_offset,,,26
exti,emr,em26,bit_width,,,1
exti,emr,em27,bit_offset,,,27
exti,emr,em27,bit_width,,,1
exti,emr,em28,bit_offset,,,28
exti,emr,em28,bit_width,,,1
exti,emr,em29,bit_offset,,,29
exti,emr,em29,bit_width,,,1
exti,emr,em3,bit_offset,,,3
exti,emr,em3,bit_width,,,1
exti,emr,em30,bit_offset,,,30
exti,emr,em30,bit_width,,,1
exti,emr,em31,bit_offset,,,31
exti,emr,em31,bit_width,,,1
exti,emr,em4,bit_offset,,,4
exti,emr,em4,bit_width,,,1
exti,emr,em5,bit_offset,,,5
exti,emr,em5,bit_width,,,1
exti,emr,em6,bit_offset,,,6
exti,emr,em6,bit_width,,,1
exti,emr,em7,bit_offset,,,7
exti,emr,em7,bit_width,,,1
exti,emr,em8,bit_offset,,,8
exti,emr,em8,bit_width,,,1
exti,emr,em9,bit_offset,,,9
exti,emr,em9,bit_width,,,1
exti,ftsr,,address_offset,,0xC,
exti,ftsr,,reset_value,,0x00000000,
exti,ftsr,,size,,32,
exti,ftsr,tr0,bit_offset,,0,
exti,ftsr,tr0,bit_width,,1,
exti,ftsr,tr1,bit_offset,,1,
exti,ftsr,tr1,bit_width,,1,
exti,ftsr,tr10,bit_offset,,10,
exti,ftsr,tr10,bit_width,,1,
exti,ftsr,tr11,bit_offset,,11,
exti,ftsr,tr11,bit_width,,1,
exti,ftsr,tr12,bit_offset,,12,
exti,ftsr,tr12,bit_width,,1,
exti,ftsr,tr13,bit_offset,,13,
exti,ftsr,tr13,bit_width,,1,
exti,ftsr,tr14,bit_offset,,14,
exti,ftsr,tr14,bit_width,,1,
exti,ftsr,tr15,bit_offset,,15,
exti,ftsr,tr15,bit_width,,1,
exti,ftsr,tr16,bit_offset,,16,
exti,ftsr,tr16,bit_width,,1,
exti,ftsr,tr17,bit_offset,,17,
exti,ftsr,tr17,bit_width,,1,
exti,ftsr,tr19,bit_offset,,19,
exti,ftsr,tr19,bit_width,,1,
exti,ftsr,tr2,bit_offset,,2,
exti,ftsr,tr2,bit_width,,1,
exti,ftsr,tr3,bit_offset,,3,
exti,ftsr,tr3,bit_width,,1,
exti,ftsr,tr4,bit_offset,,4,
exti,ftsr,tr4,bit_width,,1,
exti,ftsr,tr5,bit_offset,,5,
exti,ftsr,tr5,bit_width,,1,
exti,ftsr,tr6,bit_offset,,6,
exti,ftsr,tr6,bit_width,,1,
exti,ftsr,tr7,bit_offset,,7,
exti,ftsr,tr7,bit_width,,1,
exti,ftsr,tr8,bit_offset,,8,
exti,ftsr,tr8,bit_width,,1,
exti,ftsr,tr9,bit_offset,,9,
exti,ftsr,tr9,bit_width,,1,
exti,ftsr,ft0,bit_offset,,,0
exti,ftsr,ft0,bit_width,,,1
exti,ftsr,ft1,bit_offset,,,1
exti,ftsr,ft1,bit_width,,,1
exti,ftsr,ft10,bit_offset,,,10
exti,ftsr,ft10,bit_width,,,1
exti,ftsr,ft11,bit_offset,,,11
exti,ftsr,ft11,bit_width,,,1
exti,ftsr,ft12,bit_offset,,,12
exti,ftsr,ft12,bit_width,,,1
exti,ftsr,ft13,bit_offset,,,13
exti,ftsr,ft13,bit_width,,,1
exti,ftsr,ft14,bit_offset,,,14
exti,ftsr,ft14,bit_width,,,1
exti,ftsr,ft15,bit_offset,,,15
exti,ftsr,ft15,bit_width,,,1
exti,ftsr,ft16,bit_offset,,,16
exti,ftsr,ft16,bit_width,,,1
exti,ftsr,ft17,bit_offset,,,17
exti,ftsr,ft17,bit_width,,,1
exti,ftsr,ft19,bit_offset,,,19
exti,ftsr,ft19,bit_width,,,1
exti,ftsr,ft2,bit_offset,,,2
exti,ftsr,ft2,bit_width,,,1
exti,ftsr,ft20,bit_offset,,,20
exti,ftsr,ft20,bit_width,,,1
exti,ftsr,ft21,bit_offset,,,21
exti,ftsr,ft21,bit_width,,,1
exti,ftsr,ft22,bit_offset,,,22
exti,ftsr,ft22,bit_width,,,1
exti,ftsr,ft23,bit_offset,,,23
exti,ftsr,ft23,bit_width,,,1
exti,ftsr,ft3,bit_offset,,,3
exti,ftsr,ft3,bit_width,,,1
exti,ftsr,ft31,bit_offset,,,31
exti,ftsr,ft31,bit_width,,,1
exti,ftsr,ft4,bit_offset,,,4
exti,ftsr,ft4,bit_width,,,1
exti,ftsr,ft5,bit_offset,,,5
exti,ftsr,ft5,bit_width,,,1
exti,ftsr,ft6,bit_offset,,,6
exti,ftsr,ft6,bit_width,,,1
exti,ftsr,ft7,bit_offset,,,7
exti,ftsr,ft7,bit_width,,,1
exti,ftsr,ft8,bit_offset,,,8
exti,ftsr,ft8,bit_width,,,1
exti,ftsr,ft9,bit_offset,,,9
exti,ftsr,ft9,bit_width,,,1
exti,imr,,address_offset,,0x0,
exti,imr,,reset_value,0xF940000,0x0F940000,
exti,imr,,size,,32,
exti,imr,mr0,bit_offset,,0,
exti,imr,mr0,bit_width,,1,
exti,imr,mr1,bit_offset,,1,
exti,imr,mr1,bit_width,,1,
exti,imr,mr10,bit_offset,,10,
exti,imr,mr10,bit_width,,1,
exti,imr,mr11,bit_offset,,11,
exti,imr,mr11,bit_width,,1,
exti,imr,mr12,bit_offset,,12,
exti,imr,mr12,bit_width,,1,
exti,imr,mr13,bit_offset,,13,
exti,imr,mr13,bit_width,,1,
exti,imr,mr14,bit_offset,,14,
exti,imr,mr14,bit_width,,1,
exti,imr,mr15,bit_offset,,15,
exti,imr,mr15,bit_width,,1,
exti,imr,mr16,bit_offset,,16,
exti,imr,mr16,bit_width,,1,
exti,imr,mr17,bit_offset,,17,
exti,imr,mr17,bit_width,,1,
exti,imr,mr18,bit_offset,,18,
exti,imr,mr18,bit_width,,1,
exti,imr,mr19,bit_offset,,19,
exti,imr,mr19,bit_width,,1,
exti,imr,mr2,bit_offset,,2,
exti,imr,mr2,bit_width,,1,
exti,imr,mr20,bit_offset,,20,
exti,imr,mr20,bit_width,,1,
exti,imr,mr21,bit_offset,,21,
exti,imr,mr21,bit_width,,1,
exti,imr,mr22,bit_offset,,22,
exti,imr,mr22,bit_width,,1,
exti,imr,mr23,bit_offset,,23,
exti,imr,mr23,bit_width,,1,
exti,imr,mr24,bit_offset,,24,
exti,imr,mr24,bit_width,,1,
exti,imr,mr25,bit_offset,,25,
exti,imr,mr25,bit_width,,1,
exti,imr,mr26,bit_offset,,26,
exti,imr,mr26,bit_width,,1,
exti,imr,mr27,bit_offset,,27,
exti,imr,mr27,bit_width,,1,
exti,imr,mr3,bit_offset,,3,
exti,imr,mr3,bit_width,,1,
exti,imr,mr4,bit_offset,,4,
exti,imr,mr4,bit_width,,1,
exti,imr,mr5,bit_offset,,5,
exti,imr,mr5,bit_width,,1,
exti,imr,mr6,bit_offset,,6,
exti,imr,mr6,bit_width,,1,
exti,imr,mr7,bit_offset,,7,
exti,imr,mr7,bit_width,,1,
exti,imr,mr8,bit_offset,,8,
exti,imr,mr8,bit_width,,1,
exti,imr,mr9,bit_offset,,9,
exti,imr,mr9,bit_width,,1,
exti,imr,im[31:0],bit_offset,,,0
exti,imr,im[31:0],bit_width,,,32
exti,pr,,address_offset,,0x14,
exti,pr,,reset_value,,0x00000000,
exti,pr,,size,,32,
exti,pr,pr0,bit_offset,,0,
exti,pr,pr0,bit_width,,1,
exti,pr,pr1,bit_offset,,1,
exti,pr,pr1,bit_width,,1,
exti,pr,pr10,bit_offset,,10,
exti,pr,pr10,bit_width,,1,
exti,pr,pr11,bit_offset,,11,
exti,pr,pr11,bit_width,,1,
exti,pr,pr12,bit_offset,,12,
exti,pr,pr12,bit_width,,1,
exti,pr,pr13,bit_offset,,13,
exti,pr,pr13,bit_width,,1,
exti,pr,pr14,bit_offset,,14,
exti,pr,pr14,bit_width,,1,
exti,pr,pr15,bit_offset,,15,
exti,pr,pr15,bit_width,,1,
exti,pr,pr16,bit_offset,,16,
exti,pr,pr16,bit_width,,1,
exti,pr,pr17,bit_offset,,17,
exti,pr,pr17,bit_width,,1,
exti,pr,pr19,bit_offset,,19,
exti,pr,pr19,bit_width,,1,
exti,pr,pr2,bit_offset,,2,
exti,pr,pr2,bit_width,,1,
exti,pr,pr3,bit_offset,,3,
exti,pr,pr3,bit_width,,1,
exti,pr,pr4,bit_offset,,4,
exti,pr,pr4,bit_width,,1,
exti,pr,pr5,bit_offset,,5,
exti,pr,pr5,bit_width,,1,
exti,pr,pr6,bit_offset,,6,
exti,pr,pr6,bit_width,,1,
exti,pr,pr7,bit_offset,,7,
exti,pr,pr7,bit_width,,1,
exti,pr,pr8,bit_offset,,8,
exti,pr,pr8,bit_width,,1,
exti,pr,pr9,bit_offset,,9,
exti,pr,pr9,bit_width,,1,
exti,pr,pif0,bit_offset,,,0
exti,pr,pif0,bit_width,,,1
exti,pr,pif1,bit_offset,,,1
exti,pr,pif1,bit_width,,,1
exti,pr,pif10,bit_offset,,,10
exti,pr,pif10,bit_width,,,1
exti,pr,pif11,bit_offset,,,11
exti,pr,pif11,bit_width,,,1
exti,pr,pif12,bit_offset,,,12
exti,pr,pif12,bit_width,,,1
exti,pr,pif13,bit_offset,,,13
exti,pr,pif13,bit_width,,,1
exti,pr,pif14,bit_offset,,,14
exti,pr,pif14,bit_width,,,1
exti,pr,pif15,bit_offset,,,15
exti,pr,pif15,bit_width,,,1
exti,pr,pif16,bit_offset,,,16
exti,pr,pif16,bit_width,,,1
exti,pr,pif17,bit_offset,,,17
exti,pr,pif17,bit_width,,,1
exti,pr,pif19,bit_offset,,,19
exti,pr,pif19,bit_width,,,1
exti,pr,pif2,bit_offset,,,2
exti,pr,pif2,bit_width,,,1
exti,pr,pif20,bit_offset,,,20
exti,pr,pif20,bit_width,,,1
exti,pr,pif21,bit_offset,,,21
exti,pr,pif21,bit_width,,,1
exti,pr,pif22,bit_offset,,,22
exti,pr,pif22,bit_width,,,1
exti,pr,pif23,bit_offset,,,23
exti,pr,pif23,bit_width,,,1
exti,pr,pif3,bit_offset,,,3
exti,pr,pif3,bit_width,,,1
exti,pr,pif31,bit_offset,,,31
exti,pr,pif31,bit_width,,,1
exti,pr,pif4,bit_offset,,,4
exti,pr,pif4,bit_width,,,1
exti,pr,pif5,bit_offset,,,5
exti,pr,pif5,bit_width,,,1
exti,pr,pif6,bit_offset,,,6
exti,pr,pif6,bit_width,,,1
exti,pr,pif7,bit_offset,,,7
exti,pr,pif7,bit_width,,,1
exti,pr,pif8,bit_offset,,,8
exti,pr,pif8,bit_width,,,1
exti,pr,pif9,bit_offset,,,9
exti,pr,pif9,bit_width,,,1
exti,rtsr,,address_offset,,0x8,
exti,rtsr,,reset_value,,0x00000000,
exti,rtsr,,size,,32,
exti,rtsr,tr0,bit_offset,,0,
exti,rtsr,tr0,bit_width,,1,
exti,rtsr,tr1,bit_offset,,1,
exti,rtsr,tr1,bit_width,,1,
exti,rtsr,tr10,bit_offset,,10,
exti,rtsr,tr10,bit_width,,1,
exti,rtsr,tr11,bit_offset,,11,
exti,rtsr,tr11,bit_width,,1,
exti,rtsr,tr12,bit_offset,,12,
exti,rtsr,tr12,bit_width,,1,
exti,rtsr,tr13,bit_offset,,13,
exti,rtsr,tr13,bit_width,,1,
exti,rtsr,tr14,bit_offset,,14,
exti,rtsr,tr14,bit_width,,1,
exti,rtsr,tr15,bit_offset,,15,
exti,rtsr,tr15,bit_width,,1,
exti,rtsr,tr16,bit_offset,,16,
exti,rtsr,tr16,bit_width,,1,
exti,rtsr,tr17,bit_offset,,17,
exti,rtsr,tr17,bit_width,,1,
exti,rtsr,tr19,bit_offset,,19,
exti,rtsr,tr19,bit_width,,1,
exti,rtsr,tr2,bit_offset,,2,
exti,rtsr,tr2,bit_width,,1,
exti,rtsr,tr3,bit_offset,,3,
exti,rtsr,tr3,bit_width,,1,
exti,rtsr,tr4,bit_offset,,4,
exti,rtsr,tr4,bit_width,,1,
exti,rtsr,tr5,bit_offset,,5,
exti,rtsr,tr5,bit_width,,1,
exti,rtsr,tr6,bit_offset,,6,
exti,rtsr,tr6,bit_width,,1,
exti,rtsr,tr7,bit_offset,,7,
exti,rtsr,tr7,bit_width,,1,
exti,rtsr,tr8,bit_offset,,8,
exti,rtsr,tr8,bit_width,,1,
exti,rtsr,tr9,bit_offset,,9,
exti,rtsr,tr9,bit_width,,1,
exti,rtsr,rt0,bit_offset,,,0
exti,rtsr,rt0,bit_width,,,1
exti,rtsr,rt1,bit_offset,,,1
exti,rtsr,rt1,bit_width,,,1
exti,rtsr,rt10,bit_offset,,,10
exti,rtsr,rt10,bit_width,,,1
exti,rtsr,rt11,bit_offset,,,11
exti,rtsr,rt11,bit_width,,,1
exti,rtsr,rt12,bit_offset,,,12
exti,rtsr,rt12,bit_width,,,1
exti,rtsr,rt13,bit_offset,,,13
exti,rtsr,rt13,bit_width,,,1
exti,rtsr,rt14,bit_offset,,,14
exti,rtsr,rt14,bit_width,,,1
exti,rtsr,rt15,bit_offset,,,15
exti,rtsr,rt15,bit_width,,,1
exti,rtsr,rt16,bit_offset,,,16
exti,rtsr,rt16,bit_width,,,1
exti,rtsr,rt17,bit_offset,,,17
exti,rtsr,rt17,bit_width,,,1
exti,rtsr,rt19,bit_offset,,,19
exti,rtsr,rt19,bit_width,,,1
exti,rtsr,rt2,bit_offset,,,2
exti,rtsr,rt2,bit_width,,,1
exti,rtsr,rt20,bit_offset,,,20
exti,rtsr,rt20,bit_width,,,1
exti,rtsr,rt21,bit_offset,,,21
exti,rtsr,rt21,bit_width,,,1
exti,rtsr,rt22,bit_offset,,,22
exti,rtsr,rt22,bit_width,,,1
exti,rtsr,rt23,bit_offset,,,23
