peripheral_name,register_name,field_name,key,value,agent_judgement,confidence_score
afio,exticr4,EXTI14,bit_width,4,True,1.0
afio,exticr4,EXTI14,access,read-write,True,0.99
afio,exticr4,EXTI15,bit_offset,12,True,0.98
afio,exticr4,EXTI15,bit_width,4,True,0.99
afio,exticr4,EXTI15,access,read-write,True,0.96
afio,mapr,,address_offset,0x04,True,1.0
afio,mapr,,reset_value,0x00000000,True,1.0
afio,mapr,,size,32,True,1.0
afio,mapr,SWJ_CFG,bit_offset,24,True,1.0
afio,mapr,SWJ_CFG,bit_width,3,True,0.99
afio,mapr,SWJ_CFG,access,write-only,True,0.99
afio,mapr,PD01_REMAP,bit_offset,15,True,1.0
afio,mapr,PD01_REMAP,bit_width,1,True,1.0
afio,mapr,PD01_REMAP,access,read-write,True,1.0
afio,mapr,TIM4_REMAP,bit_offset,12,True,1.0
afio,mapr,TIM4_REMAP,bit_width,1,True,1.0
afio,mapr,TIM4_REMAP,access,read-write,True,0.97
afio,mapr,TIM3_REMAP,bit_offset,10,True,0.99
afio,mapr,TIM3_REMAP,bit_width,2,True,0.99
afio,mapr,TIM3_REMAP,access,read-write,True,0.95
afio,mapr,TIM2_REMAP,bit_offset,8,True,0.99
afio,mapr,TIM2_REMAP,bit_width,2,True,0.99
afio,mapr,TIM2_REMAP,access,read-write,True,0.98
afio,mapr,TIM1_REMAP,bit_offset,6,True,0.99
afio,mapr,TIM1_REMAP,bit_width,2,True,0.99
afio,mapr,TIM1_REMAP,access,read-write,True,0.98
afio,mapr,USART3_REMAP,bit_offset,4,True,1.0
afio,mapr,USART3_REMAP,bit_width,2,True,0.99
afio,mapr,USART3_REMAP,access,read-write,True,0.97
afio,mapr,USART2_REMAP,bit_offset,3,True,1.0
afio,mapr,USART2_REMAP,bit_width,1,True,0.99
afio,mapr,USART2_REMAP,access,read-write,True,0.99
afio,mapr,USART1_REMAP,bit_offset,2,True,0.99
afio,mapr,USART1_REMAP,bit_width,1,True,0.99
afio,mapr,USART1_REMAP,access,read-write,True,0.99
afio,mapr,I2C1_REMAP,bit_offset,1,True,1.0
afio,mapr,I2C1_REMAP,bit_width,1,True,1.0
afio,mapr,I2C1_REMAP,access,read-write,True,0.99
afio,mapr,SPI1_REMAP,bit_offset,0,True,1.0
afio,mapr,SPI1_REMAP,bit_width,1,True,0.99
afio,mapr,SPI1_REMAP,access,read-write,True,0.98
afio,mapr2,,address_offset,None,False,1.0
afio,mapr2,,reset_value,None,False,1.0
afio,mapr2,,size,32,False,0.0
bkp,cr,,address_offset,0x30,True,1.0
bkp,cr,,reset_value,0x00000000,True,0.99
bkp,cr,,size,16,True,0.85
bkp,cr,TPAL,bit_offset,1,True,0.99
