peripheral,register,field_name,alt_name,key,correct_value,svd_value,agent_value,status,page,set_method,derived_from
adc1,ier,jeosie,,bit_width,,1,,,,,
adc1,ier,jeosie,,access,,read-write,,,,,
adc1,ier,awd%sie,,bit_offset,,7,,,,,
adc1,ier,awd%sie,,bit_width,,1,,,,,
adc1,ier,awd%sie,,access,,read-write,,,,,
adc1,ier,jqovfie,,bit_offset,,10,,,,,
adc1,ier,jqovfie,,bit_width,,1,,,,,
adc1,ier,jqovfie,,access,,read-write,,,,,
adc1,cr,,,address_offset,,0x8,,,,,
adc1,cr,,,reset_value,,0x20000000,,,,,
adc1,cr,,,size,,0x20,,,,,
adc1,cr,aden,,bit_offset,,0,,,,,
adc1,cr,aden,,bit_width,,1,,,,,
adc1,cr,aden,,access,,read-write,,,,,
adc1,cr,addis,,bit_offset,,1,,,,,
adc1,cr,addis,,bit_width,,1,,,,,
adc1,cr,addis,,access,,read-write,,,,,
adc1,cr,adstart,,bit_offset,,2,,,,,
adc1,cr,adstart,,bit_width,,1,,,,,
adc1,cr,adstart,,access,,read-write,,,,,
adc1,cr,jadstart,,bit_offset,,3,,,,,
adc1,cr,jadstart,,bit_width,,1,,,,,
adc1,cr,jadstart,,access,,read-write,,,,,
adc1,cr,adstp,,bit_offset,,4,,,,,
adc1,cr,adstp,,bit_width,,1,,,,,
adc1,cr,adstp,,access,,read-write,,,,,
adc1,cr,jadstp,,bit_offset,,5,,,,,
adc1,cr,jadstp,,bit_width,,1,,,,,
adc1,cr,jadstp,,access,,read-write,,,,,
adc1,cr,advregen,,bit_offset,,28,,,,,
adc1,cr,advregen,,bit_width,,1,,,,,
adc1,cr,advregen,,access,,read-write,,,,,
adc1,cr,deeppwd,,bit_offset,,29,,,,,
adc1,cr,deeppwd,,bit_width,,1,,,,,
adc1,cr,deeppwd,,access,,read-write,,,,,
adc1,cr,adcaldif,,bit_offset,,30,,,,,
adc1,cr,adcaldif,,bit_width,,1,,,,,
adc1,cr,adcaldif,,access,,read-write,,,,,
adc1,cr,adcal,,bit_offset,,31,,,,,
adc1,cr,adcal,,bit_width,,1,,,,,
adc1,cr,adcal,,access,,read-write,,,,,
adc1,cfgr,,,address_offset,,0xC,,,,,
adc1,cfgr,,,reset_value,,0x80000000,,,,,
adc1,cfgr,,,size,,0x20,,,,,
adc1,cfgr,dmaen,,bit_offset,,0,,,,,
adc1,cfgr,dmaen,,bit_width,,1,,,,,
adc1,cfgr,dmaen,,access,,read-write,,,,,
adc1,cfgr,dmacfg,,bit_offset,,1,,,,,
adc1,cfgr,dmacfg,,bit_width,,1,,,,,
adc1,cfgr,dmacfg,,access,,read-write,,,,,
adc1,cfgr,dfsdmcfg,,bit_offset,,2,,,,,
adc1,cfgr,dfsdmcfg,,bit_width,,1,,,,,
adc1,cfgr,dfsdmcfg,,access,,read-write,,,,,
adc1,cfgr,res,,bit_offset,,3,,,,,
adc1,cfgr,res,,bit_width,,2,,,,,
adc1,cfgr,res,,access,,read-write,,,,,
adc1,cfgr,align,,bit_offset,,5,,,,,
adc1,cfgr,align,,bit_width,,1,,,,,
adc1,cfgr,align,,access,,read-write,,,,,
adc1,cfgr,extsel,,bit_offset,,6,,,,,
adc1,cfgr,extsel,,bit_width,,4,,,,,
adc1,cfgr,extsel,,access,,,,,,,
adc1,cfgr,exten,,bit_offset,,10,,,,,
adc1,cfgr,exten,,bit_width,,2,,,,,
adc1,cfgr,exten,,access,,read-write,,,,,
adc1,cfgr,ovrmod,,bit_offset,,12,,,,,
adc1,cfgr,ovrmod,,bit_width,,1,,,,,
adc1,cfgr,ovrmod,,access,,read-write,,,,,
adc1,cfgr,cont,,bit_offset,,13,,,,,
adc1,cfgr,cont,,bit_width,,1,,,,,
adc1,cfgr,cont,,access,,read-write,,,,,
adc1,cfgr,autdly,,bit_offset,,14,,,,,
adc1,cfgr,autdly,,bit_width,,1,,,,,
adc1,cfgr,autdly,,access,,read-write,,,,,
adc1,cfgr,discen,,bit_offset,,16,,,,,
adc1,cfgr,discen,,bit_width,,1,,,,,
adc1,cfgr,discen,,access,,read-write,,,,,
adc1,cfgr,discnum,,bit_offset,,17,,,,,
adc1,cfgr,discnum,,bit_width,,3,,,,,
adc1,cfgr,discnum,,access,,read-write,,,,,
adc1,cfgr,jdiscen,,bit_offset,,20,,,,,
adc1,cfgr,jdiscen,,bit_width,,1,,,,,
adc1,cfgr,jdiscen,,access,,read-write,,,,,
adc1,cfgr,jqm,,bit_offset,,21,,,,,
adc1,cfgr,jqm,,bit_width,,1,,,,,
adc1,cfgr,jqm,,access,,read-write,,,,,
adc1,cfgr,awd1sgl,,bit_offset,,22,,,,,
adc1,cfgr,awd1sgl,,bit_width,,1,,,,,
adc1,cfgr,awd1sgl,,access,,read-write,,,,,
adc1,cfgr,awd1en,,bit_offset,,23,,,,,
adc1,cfgr,awd1en,,bit_width,,1,,,,,
adc1,cfgr,awd1en,,access,,read-write,,,,,
adc1,cfgr,jawd1en,,bit_offset,,24,,,,,
adc1,cfgr,jawd1en,,bit_width,,1,,,,,
adc1,cfgr,jawd1en,,access,,read-write,,,,,
adc1,cfgr,jauto,,bit_offset,,25,,,,,
adc1,cfgr,jauto,,bit_width,,1,,,,,
adc1,cfgr,jauto,,access,,read-write,,,,,
adc1,cfgr,awd1ch,,bit_offset,,26,,,,,
adc1,cfgr,awd1ch,,bit_width,,5,,,,,
adc1,cfgr,awd1ch,,access,,read-write,,,,,
adc1,cfgr,jqdis,,bit_offset,,31,,,,,
adc1,cfgr,jqdis,,bit_width,,1,,,,,
adc1,cfgr,jqdis,,access,,read-write,,,,,
adc1,cfgr2,,,address_offset,,0x10,,,,,
adc1,cfgr2,,,reset_value,,0x00000000,,,,,
adc1,cfgr2,,,size,,0x20,,,,,
adc1,cfgr2,rovse,,bit_offset,,0,,,,,
adc1,cfgr2,rovse,,bit_width,,1,,,,,
adc1,cfgr2,rovse,,access,,read-write,,,,,
adc1,cfgr2,jovse,,bit_offset,,1,,,,,
adc1,cfgr2,jovse,,bit_width,,1,,,,,
adc1,cfgr2,jovse,,access,,read-write,,,,,
adc1,cfgr2,ovsr,,bit_offset,,2,,,,,
adc1,cfgr2,ovsr,,bit_width,,3,,,,,
adc1,cfgr2,ovsr,,access,,read-write,,,,,
adc1,cfgr2,ovss,,bit_offset,,5,,,,,
adc1,cfgr2,ovss,,bit_width,,4,,,,,
adc1,cfgr2,ovss,,access,,read-write,,,,,
adc1,cfgr2,trovs,,bit_offset,,9,,,,,
adc1,cfgr2,trovs,,bit_width,,1,,,,,
adc1,cfgr2,trovs,,access,,read-write,,,,,
adc1,cfgr2,rovsm,,bit_offset,,10,,,,,
adc1,cfgr2,rovsm,,bit_width,,1,,,,,
adc1,cfgr2,rovsm,,access,,read-write,,,,,
adc1,smpr1,,,address_offset,,0x14,,,,,
adc1,smpr1,,,reset_value,,0x00000000,,,,,
adc1,smpr1,,,size,,0x20,,,,,
adc1,smpr1,smp%s,,bit_offset,,0,,,,,
adc1,smpr1,smp%s,,bit_width,,3,,,,,
adc1,smpr1,smp%s,,access,,read-write,,,,,
adc1,smpr1,smpplus,,bit_offset,,31,,,,,
adc1,smpr1,smpplus,,bit_width,,1,,,,,
adc1,smpr1,smpplus,,access,,read-write,,,,,
adc1,smpr2,,,address_offset,,0x18,,,,,
adc1,smpr2,,,reset_value,,0x00000000,,,,,
adc1,smpr2,,,size,,0x20,,,,,
adc1,smpr2,smp%s,,bit_offset,,0,,,,,
adc1,smpr2,smp%s,,bit_width,,3,,,,,
adc1,smpr2,smp%s,,access,,read-write,,,,,
adc1,tr1,,,address_offset,,0x20,,,,,
adc1,tr1,,,reset_value,,0x0FFF0000,,,,,
adc1,tr1,,,size,,0x20,,,,,
adc1,tr1,lt1,,bit_offset,,0,,,,,
adc1,tr1,lt1,,bit_width,,12,,,,,
adc1,tr1,lt1,,access,,read-write,,,,,
adc1,tr1,ht1,,bit_offset,,16,,,,,
adc1,tr1,ht1,,bit_width,,12,,,,,
adc1,tr1,ht1,,access,,read-write,,,,,
adc1,tr2,,,address_offset,,0x24,,,,,
adc1,tr2,,,reset_value,,0x00FF0000,,,,,
adc1,tr2,,,size,,0x20,,,,,
adc1,tr2,lt2,,bit_offset,,0,,,,,
adc1,tr2,lt2,,bit_width,,8,,,,,
adc1,tr2,lt2,,access,,read-write,,,,,
adc1,tr2,ht2,,bit_offset,,16,,,,,
adc1,tr2,ht2,,bit_width,,8,,,,,
adc1,tr2,ht2,,access,,read-write,,,,,
adc1,tr3,,,address_offset,,0x28,,,,,
adc1,tr3,,,reset_value,,0x00FF0000,,,,,
adc1,tr3,,,size,,0x20,,,,,
adc1,tr3,lt3,,bit_offset,,0,,,,,
adc1,tr3,lt3,,bit_width,,8,,,,,
adc1,tr3,lt3,,access,,read-write,,,,,
adc1,tr3,ht3,,bit_offset,,16,,,,,
adc1,tr3,ht3,,bit_width,,8,,,,,
adc1,tr3,ht3,,access,,read-write,,,,,
adc1,sqr1,,,address_offset,,0x30,,,,,
adc1,sqr1,,,reset_value,,0x00000000,,,,,
adc1,sqr1,,,size,,0x20,,,,,
adc1,sqr1,l,,bit_offset,,0,,,,,
adc1,sqr1,l,,bit_width,,4,,,,,
adc1,sqr1,l,,access,,read-write,,,,,
adc1,sqr1,sq%s,,bit_offset,,6,,,,,
adc1,sqr1,sq%s,,bit_width,,5,,,,,
adc1,sqr1,sq%s,,access,,read-write,,,,,
adc1,sqr2,,,address_offset,,0x34,,,,,
adc1,sqr2,,,reset_value,,0x00000000,,,,,
adc1,sqr2,,,size,,0x20,,,,,
adc1,sqr2,sq%s,,bit_offset,,0,,,,,
adc1,sqr2,sq%s,,bit_width,,5,,,,,
adc1,sqr2,sq%s,,access,,read-write,,,,,
adc1,sqr3,,,address_offset,,0x38,,,,,
adc1,sqr3,,,reset_value,,0x00000000,,,,,
adc1,sqr3,,,size,,0x20,,,,,
adc1,sqr3,sq%s,,bit_offset,,0,,,,,
adc1,sqr3,sq%s,,bit_width,,5,,,,,
adc1,sqr3,sq%s,,access,,read-write,,,,,
adc1,sqr4,,,address_offset,,0x3C,,,,,
adc1,sqr4,,,reset_value,,0x00000000,,,,,
adc1,sqr4,,,size,,0x20,,,,,
adc1,sqr4,sq%s,,bit_offset,,0,,,,,
adc1,sqr4,sq%s,,bit_width,,5,,,,,
adc1,sqr4,sq%s,,access,,read-write,,,,,
adc1,dr,,,address_offset,,0x40,,,,,
adc1,dr,,,reset_value,,0x00000000,,,,,
adc1,dr,,,size,,0x20,,,,,
adc1,dr,rdata,,bit_offset,,0,,,,,
adc1,dr,rdata,,bit_width,,16,,,,,
adc1,dr,rdata,,access,,read-only,,,,,
adc1,jsqr,,,address_offset,,0x4C,,,,,
adc1,jsqr,,,reset_value,,0x00000000,,,,,
adc1,jsqr,,,size,,0x20,,,,,
adc1,jsqr,jl,,bit_offset,,0,,,,,
adc1,jsqr,jl,,bit_width,,2,,,,,
adc1,jsqr,jl,,access,,read-write,,,,,
adc1,jsqr,jextsel,,bit_offset,,2,,,,,
adc1,jsqr,jextsel,,bit_width,,4,,,,,
adc1,jsqr,jextsel,,access,,read-write,,,,,
adc1,jsqr,jexten,,bit_offset,,6,,,,,
adc1,jsqr,jexten,,bit_width,,2,,,,,
adc1,jsqr,jexten,,access,,read-write,,,,,
adc1,jsqr,jsq%s,,bit_offset,,8,,,,,
adc1,jsqr,jsq%s,,bit_width,,5,,,,,
adc1,jsqr,jsq%s,,access,,read-write,,,,,
adc1,ofr%s,,,address_offset,,0x60,,,,,
adc1,ofr%s,,,reset_value,,0x00000000,,,,,
adc1,ofr%s,,,size,,0x20,,,,,
adc1,ofr%s,offset,,bit_offset,,0,,,,,
adc1,ofr%s,offset,,bit_width,,12,,,,,
adc1,ofr%s,offset,,access,,read-write,,,,,
adc1,ofr%s,offset_ch,,bit_offset,,26,,,,,
adc1,ofr%s,offset_ch,,bit_width,,5,,,,,
adc1,ofr%s,offset_ch,,access,,read-write,,,,,
adc1,ofr%s,offset_en,,bit_offset,,31,,,,,
adc1,ofr%s,offset_en,,bit_width,,1,,,,,
adc1,ofr%s,offset_en,,access,,read-write,,,,,
adc1,jdr%s,,,address_offset,,0x80,,,,,
adc1,jdr%s,,,reset_value,,0x00000000,,,,,
adc1,jdr%s,,,size,,0x20,,,,,
adc1,jdr%s,jdata,,bit_offset,,0,,,,,
adc1,jdr%s,jdata,,bit_width,,16,,,,,
adc1,jdr%s,jdata,,access,,read-only,,,,,
adc1,awd2cr,,,address_offset,,0xA0,,,,,
adc1,awd2cr,,,reset_value,,0x00000000,,,,,
adc1,awd2cr,,,size,,0x20,,,,,
adc1,awd2cr,awd2ch%s,,bit_offset,,0,,,,,
adc1,awd2cr,awd2ch%s,,bit_width,,1,,,,,
adc1,awd2cr,awd2ch%s,,access,,,,,,,
adc1,awd3cr,,,address_offset,,0xA4,,,,,
adc1,awd3cr,,,reset_value,,0x00000000,,,,,
adc1,awd3cr,,,size,,0x20,,,,,
adc1,awd3cr,awd3ch%s,,bit_offset,,0,,,,,
adc1,awd3cr,awd3ch%s,,bit_width,,1,,,,,
adc1,awd3cr,awd3ch%s,,access,,,,,,,
adc1,difsel,,,address_offset,,0xB0,,,,,
adc1,difsel,,,reset_value,,0x00000000,,,,,
adc1,difsel,,,size,,0x20,,,,,
adc1,difsel,difsel%s,,bit_offset,,0,,,,,
adc1,difsel,difsel%s,,bit_width,,1,,,,,
adc1,difsel,difsel%s,,access,,,,,,,
adc1,calfact,,,address_offset,,0xB4,,,,,
adc1,calfact,,,reset_value,,0x00000000,,,,,
adc1,calfact,,,size,,0x20,,,,,
adc1,calfact,calfact_s,,bit_offset,,0,,,,,
adc1,calfact,calfact_s,,bit_width,,7,,,,,
adc1,calfact,calfact_s,,access,,read-write,,,,,
adc1,calfact,calfact_d,,bit_offset,,16,,,,,
adc1,calfact,calfact_d,,bit_width,,7,,,,,
adc1,calfact,calfact_d,,access,,read-write,,,,,
adc_common,,,,base_address,0x50040300,0x50040300,,verified,,human-verified,
adc_common,csr,,,address_offset,0x0,0x0,,verified,7,human-verified,
adc_common,csr,,,reset_value,0x00000000,0x00000000,,verified,7,human-verified,
adc_common,csr,,,size,0x20,0x20,,verified,7,human-verified,
adc_common,csr,jqovf_mst,,bit_offset,10,10,,verified,7,human-verified,
adc_common,csr,jqovf_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,jqovf_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,jqovf_slv,,bit_offset,26,26,,verified,7,human-verified,
adc_common,csr,jqovf_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,jqovf_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,awd1_mst,,bit_offset,7,7,,verified,7,human-verified,
adc_common,csr,awd1_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,awd1_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,awd3_slv,,bit_offset,25,25,,verified,7,human-verified,
adc_common,csr,awd3_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,awd3_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,awd2_slv,,bit_offset,24,24,,verified,7,human-verified,
adc_common,csr,awd2_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,awd2_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,awd1_slv,,bit_offset,23,23,,verified,7,human-verified,
adc_common,csr,awd1_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,awd1_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,jeos_mst,,bit_offset,6,6,,verified,7,human-verified,
adc_common,csr,jeos_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,jeos_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,jeos_slv,,bit_offset,22,22,,verified,7,human-verified,
adc_common,csr,jeos_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,jeos_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,jeoc_mst,,bit_offset,5,5,,verified,7,human-verified,
adc_common,csr,jeoc_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,jeoc_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,jeoc_slv,,bit_offset,21,21,,verified,7,human-verified,
adc_common,csr,jeoc_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,jeoc_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,ovr_mst,,bit_offset,4,4,,verified,7,human-verified,
adc_common,csr,ovr_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,ovr_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,ovr_slv,,bit_offset,20,20,,verified,7,human-verified,
adc_common,csr,ovr_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,ovr_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,eos_mst,,bit_offset,3,3,,verified,7,human-verified,
adc_common,csr,eos_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,eos_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,eos_slv,,bit_offset,19,19,,verified,7,human-verified,
adc_common,csr,eos_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,eos_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,eoc_mst,,bit_offset,2,2,,verified,7,human-verified,
adc_common,csr,eoc_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,eoc_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,eoc_slv,,bit_offset,18,18,,verified,7,human-verified,
adc_common,csr,eoc_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,eoc_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,eosmp_mst,,bit_offset,1,1,,verified,7,human-verified,
adc_common,csr,eosmp_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,eosmp_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,eosmp_slv,,bit_offset,17,17,,verified,7,human-verified,
adc_common,csr,eosmp_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,eosmp_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,adrdy_mst,,bit_offset,0,0,,verified,7,human-verified,
adc_common,csr,adrdy_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,adrdy_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,adrdy_slv,,bit_offset,16,16,,verified,7,human-verified,
adc_common,csr,adrdy_slv,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,adrdy_slv,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,awd3_mst,,bit_offset,9,9,,verified,7,human-verified,
adc_common,csr,awd3_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,awd3_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,csr,awd2_mst,,bit_offset,8,8,,verified,7,human-verified,
adc_common,csr,awd2_mst,,bit_width,1,1,,verified,7,human-verified,
adc_common,csr,awd2_mst,,access,read-only,read-only,,verified,7,human-verified,
adc_common,ccr,,,address_offset,,0x8,,,,,
adc_common,ccr,,,reset_value,,0x00000000,,,,,
adc_common,ccr,,,size,,0x20,,,,,
adc_common,ccr,vsenseen,,bit_offset,,23,,,,,
adc_common,ccr,vsenseen,,bit_width,,1,,,,,
adc_common,ccr,vsenseen,,access,,read-write,,,,,
adc_common,ccr,vbaten,,bit_offset,,24,,,,,
adc_common,ccr,vbaten,,bit_width,,1,,,,,
adc_common,ccr,vbaten,,access,,read-write,,,,,
adc_common,ccr,vrefen,,bit_offset,,22,,,,,
adc_common,ccr,vrefen,,bit_width,,1,,,,,
adc_common,ccr,vrefen,,access,,read-write,,,,,
adc_common,ccr,presc,,bit_offset,,18,,,,,
adc_common,ccr,presc,,bit_width,,4,,,,,
adc_common,ccr,presc,,access,,read-write,,,,,
adc_common,ccr,ckmode,,bit_offset,,16,,,,,
adc_common,ccr,ckmode,,bit_width,,2,,,,,
adc_common,ccr,ckmode,,access,,read-write,,,,,
adc_common,ccr,mdma,,bit_offset,,14,,,,,
adc_common,ccr,mdma,,bit_width,,2,,,,,
adc_common,ccr,mdma,,access,,read-write,,,,,
adc_common,ccr,dmacfg,,bit_offset,,13,,,,,
adc_common,ccr,dmacfg,,bit_width,,1,,,,,
adc_common,ccr,dmacfg,,access,,read-write,,,,,
adc_common,ccr,delay,,bit_offset,,8,,,,,
adc_common,ccr,delay,,bit_width,,4,,,,,
adc_common,ccr,delay,,access,,read-write,,,,,
adc_common,ccr,dual,,bit_offset,,0,,,,,
adc_common,ccr,dual,,bit_width,,5,,,,,
adc_common,ccr,dual,,access,,read-write,,,,,
adc_common,cdr,,,address_offset,,0xC,,,,,
adc_common,cdr,,,reset_value,,0x00000000,,,,,
adc_common,cdr,,,size,,0x20,,,,,
adc_common,cdr,rdata_slv,,bit_offset,,16,,,,,
adc_common,cdr,rdata_slv,,bit_width,,16,,,,,
adc_common,cdr,rdata_slv,,access,,read-only,,,,,
adc_common,cdr,rdata_mst,,bit_offset,,0,,,,,
adc_common,cdr,rdata_mst,,bit_width,,16,,,,,
adc_common,cdr,rdata_mst,,access,,read-only,,,,,
comp,,,,base_address,0x40010200,0x40010200,,verified,1,human-verified,
comp,comp1_csr,,,address_offset,0x0,0x0,,verified,16,human-verified,
comp,comp1_csr,,,reset_value,0x00000000,0x00000000,,verified,16,human-verified,
comp,comp1_csr,,,size,0x20,0x20,,verified,16,human-verified,
comp,comp1_csr,en,,bit_offset,0,0,,verified,16,human-verified,
comp,comp1_csr,en,,bit_width,1,1,,verified,16,human-verified,
comp,comp1_csr,en,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,pwrmode,,bit_offset,2,2,,verified,16,human-verified,
comp,comp1_csr,pwrmode,,bit_width,2,2,,verified,16,human-verified,
comp,comp1_csr,pwrmode,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,inmsel,,bit_offset,4,4,,verified,16,human-verified,
comp,comp1_csr,inmsel,,bit_width,3,3,,verified,16,human-verified,
comp,comp1_csr,inmsel,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,inpsel,,bit_offset,7,7,,verified,16,human-verified,
comp,comp1_csr,inpsel,,bit_width,1,1,,verified,16,human-verified,
comp,comp1_csr,inpsel,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,polarity,,bit_offset,15,15,,verified,16,human-verified,
comp,comp1_csr,polarity,,bit_width,1,1,,verified,16,human-verified,
comp,comp1_csr,polarity,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,hyst,,bit_offset,16,16,,verified,16,human-verified,
comp,comp1_csr,hyst,,bit_width,2,2,,verified,16,human-verified,
comp,comp1_csr,hyst,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,blanking,,bit_offset,18,18,,verified,16,human-verified,
comp,comp1_csr,blanking,,bit_width,3,3,,verified,16,human-verified,
comp,comp1_csr,blanking,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,brgen,,bit_offset,22,22,,verified,16,human-verified,
comp,comp1_csr,brgen,,bit_width,1,1,,verified,16,human-verified,
comp,comp1_csr,brgen,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,scalen,,bit_offset,23,23,,verified,16,human-verified,
comp,comp1_csr,scalen,,bit_width,1,1,,verified,16,human-verified,
comp,comp1_csr,scalen,,access,read-write,read-write,,verified,16,human-verified,
comp,comp1_csr,inmesel,,bit_offset,25,,,verified,16,human-verified,
comp,comp1_csr,inmesel,,bit_width,2,,,verified,16,human-verified,
comp,comp1_csr,inmesel,,access,read-write,,,verified,16,human-verified,
comp,comp1_csr,value,,bit_offset,30,30,,verified,16,human-verified,
comp,comp1_csr,value,,bit_width,1,1,,verified,16,human-verified,
comp,comp1_csr,value,,access,read-only,read-only,,verified,16,human-verified,
