peripheral_name,register_name,field_name,key,value,agent_judgement,confidence_score
afio,exticr1,EXTI0,access,read-write,True,1.0
afio,exticr1,EXTI1,bit_offset,4,True,0.98
afio,exticr1,EXTI1,bit_width,4,True,1.0
afio,exticr1,EXTI1,access,read-write,True,0.99
afio,exticr1,EXTI2,bit_offset,8,True,1.0
afio,exticr1,EXTI2,bit_width,4,True,1.0
afio,exticr1,EXTI2,access,read-write,True,0.99
afio,exticr1,EXTI3,bit_offset,12,True,1.0
afio,exticr1,EXTI3,bit_width,4,True,0.99
afio,exticr1,EXTI3,access,read-write,True,0.98
afio,exticr2,,address_offset,0x0C,True,1.0
afio,exticr2,,reset_value,0x0000,True,0.99
afio,exticr2,,size,32,True,0.98
afio,exticr2,EXTI4,bit_offset,0,True,1.0
afio,exticr2,EXTI4,bit_width,4,True,0.99
afio,exticr2,EXTI4,access,read-write,True,0.99
afio,exticr2,EXTI5,bit_offset,4,True,0.98
afio,exticr2,EXTI5,bit_width,4,True,0.99
afio,exticr2,EXTI5,access,read-write,True,0.99
afio,exticr2,EXTI6,bit_offset,8,True,0.96
afio,exticr2,EXTI6,bit_width,4,True,0.99
afio,exticr2,EXTI6,access,read-write,True,0.99
afio,exticr2,EXTI7,bit_offset,12,True,0.99
afio,exticr2,EXTI7,bit_width,4,True,0.99
afio,exticr2,EXTI7,access,read-write,True,0.98
afio,exticr3,,address_offset,0x10,True,1.0
afio,exticr3,,reset_value,0x0000,True,1.0
afio,exticr3,,size,32,True,1.0
afio,exticr3,EXTI8,bit_offset,0,True,1.0
afio,exticr3,EXTI8,bit_width,4,True,1.0
afio,exticr3,EXTI8,access,read-write,True,0.99
afio,exticr3,EXTI9,bit_offset,4,True,1.0
afio,exticr3,EXTI9,bit_width,4,True,0.99
afio,exticr3,EXTI9,access,read-write,True,0.99
afio,exticr3,EXTI10,bit_offset,8,True,1.0
afio,exticr3,EXTI10,bit_width,4,True,0.99
afio,exticr3,EXTI10,access,read-write,True,0.99
afio,exticr3,EXTI11,bit_offset,12,True,0.99
afio,exticr3,EXTI11,bit_width,4,True,1.0
afio,exticr3,EXTI11,access,read-write,True,1.0
afio,exticr4,,address_offset,0x14,True,1.0
afio,exticr4,,reset_value,0x0000,True,1.0
afio,exticr4,,size,32,True,0.96
afio,exticr4,EXTI12,bit_offset,0,True,0.99
afio,exticr4,EXTI12,bit_width,4,True,0.99
afio,exticr4,EXTI12,access,read-write,True,0.99
afio,exticr4,EXTI13,bit_offset,4,True,1.0
afio,exticr4,EXTI13,bit_width,4,True,0.99
afio,exticr4,EXTI13,access,read-write,True,0.99
afio,exticr4,EXTI14,bit_offset,8,True,0.97
afio,exticr4,EXTI14,bit_width,4,True,0.99
afio,exticr4,EXTI14,access,read-write,True,0.99
afio,exticr4,EXTI15,bit_offset,12,True,1.0
afio,exticr4,EXTI15,bit_width,4,True,0.99
afio,exticr4,EXTI15,access,read-write,True,0.98
afio,mapr,,address_offset,0x04,True,1.0
afio,mapr,,reset_value,0x00000000,True,1.0
afio,mapr,,size,32,True,0.98
afio,mapr,SWJ_CFG,bit_offset,24,True,0.99
afio,mapr,SWJ_CFG,bit_width,3,True,0.99
afio,mapr,SWJ_CFG,access,write-only,True,1.0
afio,mapr,PD01_REMAP,bit_offset,15,True,1.0
afio,mapr,PD01_REMAP,bit_width,1,True,1.0
afio,mapr,PD01_REMAP,access,read-write,True,1.0
afio,mapr,TIM4_REMAP,bit_offset,12,True,1.0
afio,mapr,TIM4_REMAP,bit_width,1,True,1.0
afio,mapr,TIM4_REMAP,access,read-write,True,0.99
afio,mapr,TIM3_REMAP,bit_offset,10,True,1.0
afio,mapr,TIM3_REMAP,bit_width,2,True,1.0
afio,mapr,TIM3_REMAP,access,read-write,True,0.97
afio,mapr,TIM2_REMAP,bit_offset,8,True,0.99
afio,mapr,TIM2_REMAP,bit_width,2,True,0.99
afio,mapr,TIM2_REMAP,access,read-write,True,1.0
afio,mapr,TIM1_REMAP,bit_offset,6,True,1.0
afio,mapr,TIM1_REMAP,bit_width,2,True,1.0
afio,mapr,TIM1_REMAP,access,read-write,True,0.96
afio,mapr,USART3_REMAP,bit_offset,4,True,1.0
afio,mapr,USART3_REMAP,bit_width,2,True,1.0
afio,mapr,USART3_REMAP,access,read-write,True,0.98
afio,mapr,USART2_REMAP,bit_offset,3,True,0.99
afio,mapr,USART2_REMAP,bit_width,1,True,0.99
afio,mapr,USART2_REMAP,access,read-write,True,0.98
afio,mapr,USART1_REMAP,bit_offset,2,True,0.99
afio,mapr,USART1_REMAP,bit_width,1,True,0.99
afio,mapr,USART1_REMAP,access,read-write,True,0.98
afio,mapr,I2C1_REMAP,bit_offset,1,True,1.0
afio,mapr,I2C1_REMAP,bit_width,1,True,1.0
afio,mapr,I2C1_REMAP,access,read-write,True,1.0
afio,mapr,SPI1_REMAP,bit_offset,0,True,1.0
afio,mapr,SPI1_REMAP,bit_width,1,True,0.97
afio,mapr,SPI1_REMAP,access,read-write,True,0.97
afio,mapr2,,address_offset,0x1C,True,1.0
afio,mapr2,,reset_value,0x00000000,True,0.98
afio,mapr2,,size,32,True,0.95
afio,mapr2,MISC_REMAP,bit_offset,13,True,1.0
afio,mapr2,MISC_REMAP,bit_width,1,True,0.98
afio,mapr2,MISC_REMAP,access,read-write,True,0.98
afio,mapr2,TIM12_REMAP,bit_offset,12,True,1.0
afio,mapr2,TIM12_REMAP,bit_width,1,True,0.99
afio,mapr2,TIM12_REMAP,access,read-write,True,0.95
bkp,cr,,address_offset,0x30,True,1.0
bkp,cr,,reset_value,0x00000000,True,1.0
bkp,cr,,size,16,True,0.8
bkp,cr,TPAL,bit_offset,1,True,1.0
bkp,cr,TPAL,bit_width,1,True,0.99
bkp,cr,TPAL,access,read-write,True,0.99
bkp,cr,TPE,bit_offset,0,True,0.99
bkp,cr,TPE,bit_width,1,True,0.99
bkp,cr,TPE,access,read-write,True,0.99
bkp,csr,,address_offset,0x34,True,1.0
bkp,csr,,reset_value,0x00000000,True,1.0
bkp,csr,,size,16,True,0.97
bkp,csr,TIF,bit_offset,9,True,1.0
bkp,csr,TIF,bit_width,1,True,0.99
bkp,csr,TIF,access,read-only,True,0.99
bkp,csr,TEF,bit_offset,8,True,1.0
bkp,csr,TEF,bit_width,1,True,0.99
bkp,csr,TEF,access,read-only,True,1.0
bkp,csr,TPIE,bit_offset,2,True,1.0
bkp,csr,TPIE,bit_width,1,True,0.99
bkp,csr,TPIE,access,read-write,True,0.98
bkp,csr,CTI,bit_offset,1,True,0.99
bkp,csr,CTI,bit_width,1,True,1.0
bkp,csr,CTI,access,write-only,True,0.99
bkp,csr,CTE,bit_offset,0,True,0.99
bkp,csr,CTE,bit_width,1,True,0.99
bkp,csr,CTE,access,write-only,True,1.0
bkp,dr1,,address_offset,0x04,True,1.0
bkp,dr1,,reset_value,0x00000000,True,1.0
bkp,dr1,,size,32,False,0.99
bkp,dr1,D,bit_offset,0,True,0.98
bkp,dr1,D,bit_width,16,True,0.99
bkp,dr1,D,access,read-write,True,0.95
bkp,dr10,,address_offset,0x28,True,1.0
bkp,dr10,,reset_value,0x0000,True,0.99
bkp,dr10,,size,16,True,1.0
bkp,dr10,D,bit_offset,0,True,0.97
bkp,dr10,D,bit_width,16,True,0.99
bkp,dr10,D,access,read-write,True,0.97
bkp,dr11,,address_offset,0x40,True,0.99
bkp,dr11,,reset_value,0x00000000,True,0.99
bkp,dr11,,size,16,True,1.0
bkp,dr11,D,bit_offset,0,True,0.98
bkp,dr11,D,bit_width,16,True,0.99
bkp,dr11,D,access,read-write,True,0.88
bkp,dr12,,address_offset,0x44,True,1.0
bkp,dr12,,reset_value,0x00000000,True,1.0
bkp,dr12,,size,16,True,1.0
bkp,dr12,D,bit_offset,0,True,0.98
bkp,dr12,D,bit_width,16,True,1.0
bkp,dr12,D,access,read-write,True,0.85
bkp,dr13,,address_offset,0x48,True,1.0
bkp,dr13,,reset_value,0x00000000,True,0.99
bkp,dr13,,size,16,True,0.99
bkp,dr13,D,bit_offset,0,True,0.98
bkp,dr13,D,bit_width,16,True,0.99
bkp,dr13,D,access,read-write,True,0.92
bkp,dr14,,address_offset,0x4C,True,1.0
bkp,dr14,,reset_value,0x00000000,True,1.0
bkp,dr14,,size,16,True,1.0
bkp,dr14,D,bit_offset,0,True,0.98
bkp,dr14,D,bit_width,16,True,1.0
bkp,dr14,D,access,read-write,True,0.95
bkp,dr15,,address_offset,0x50,True,1.0
bkp,dr15,,reset_value,0x00000000,True,0.99
bkp,dr15,,size,16,True,0.99
bkp,dr15,D,bit_offset,0,True,0.98
bkp,dr15,D,bit_width,16,True,0.99
bkp,dr15,D,access,read-write,False,0.0
bkp,dr16,,address_offset,0x54,True,1.0
bkp,dr16,,reset_value,0x0000,True,1.0
bkp,dr16,,size,16,True,0.97
bkp,dr16,D,bit_offset,0,True,1.0
bkp,dr16,D,bit_width,16,True,0.98
bkp,dr16,D,access,read-write,False,1.0
bkp,dr17,,address_offset,0x58,True,1.0
bkp,dr17,,reset_value,0x00000000,True,1.0
bkp,dr17,,size,16,True,0.98
bkp,dr17,D,bit_offset,0,True,0.98
bkp,dr17,D,bit_width,16,True,0.98
bkp,dr17,D,access,read-write,True,0.82
bkp,dr18,,address_offset,0x5C,True,1.0
bkp,dr18,,reset_value,0x00000000,True,1.0
bkp,dr18,,size,16,True,0.98
bkp,dr18,D[15:0],bit_offset,0,True,0.98
bkp,dr18,D[15:0],bit_width,16,True,1.0
bkp,dr18,D[15:0],access,read-write,True,0.97
bkp,dr19,,address_offset,0x60,True,1.0
bkp,dr19,,reset_value,0x0000,True,1.0
bkp,dr19,,size,16,True,0.99
bkp,dr19,D[15:0],bit_offset,0,True,0.98
bkp,dr19,D[15:0],bit_width,16,True,0.99
bkp,dr19,D[15:0],access,read-write,True,0.99
bkp,dr2,,address_offset,0x08,True,1.0
bkp,dr2,,reset_value,0x00000000,True,0.99
bkp,dr2,,size,16,True,0.98
bkp,dr2,D,bit_offset,0,True,0.96
bkp,dr2,D,bit_width,16,True,1.0
bkp,dr2,D,access,read-write,True,0.7
bkp,dr20,,address_offset,0x64,True,0.99
bkp,dr20,,reset_value,0x00000000,True,0.99
bkp,dr20,,size,16,True,0.98
bkp,dr20,D[15:0],bit_offset,0,True,0.98
bkp,dr20,D[15:0],bit_width,16,True,0.99
bkp,dr20,D[15:0],access,read-write,True,0.96
bkp,dr3,,address_offset,0x0C,True,1.0
bkp,dr3,,reset_value,0x0000,True,0.99
bkp,dr3,,size,16,True,1.0
bkp,dr3,D,bit_offset,0,True,0.98
bkp,dr3,D,bit_width,16,True,1.0
bkp,dr3,D,access,read-write,True,0.95
bkp,dr4,,address_offset,0x10,True,1.0
bkp,dr4,,reset_value,0x0000,True,0.99
bkp,dr4,,size,16,True,0.99
bkp,dr4,D[15:0],bit_offset,0,True,0.97
bkp,dr4,D[15:0],bit_width,16,True,0.99
bkp,dr4,D[15:0],access,read-write,True,1.0
bkp,dr5,,address_offset,0x14,True,1.0
bkp,dr5,,reset_value,0x0000,True,1.0
bkp,dr5,,size,16,True,1.0
bkp,dr5,D[15:0],bit_offset,0,True,1.0
bkp,dr5,D[15:0],bit_width,16,True,1.0
bkp,dr5,D[15:0],access,read-write,True,0.98
bkp,dr6,,address_offset,0x18,True,1.0
bkp,dr6,,reset_value,0x00000000,True,0.99
bkp,dr6,,size,16,True,0.99
bkp,dr6,D,bit_offset,0,True,0.98
bkp,dr6,D,bit_width,16,True,1.0
bkp,dr6,D,access,read-write,True,0.9
bkp,dr7,,address_offset,0x1C,True,1.0
bkp,dr7,,reset_value,0x0000,True,1.0
bkp,dr7,,size,16,True,0.99
bkp,dr7,D,bit_offset,0,True,0.98
bkp,dr7,D,bit_width,16,True,0.99
bkp,dr7,D,access,read-write,True,0.93
bkp,dr8,,address_offset,0x20,True,1.0
bkp,dr8,,reset_value,0x0000,True,1.0
bkp,dr8,,size,16,True,0.99
bkp,dr8,D,bit_offset,0,True,0.98
bkp,dr8,D,bit_width,16,True,0.98
bkp,dr8,D,access,read-write,True,0.97
bkp,dr9,,address_offset,0x24,True,1.0
bkp,dr9,,reset_value,0x0000,True,0.98
bkp,dr9,,size,16,True,1.0
bkp,dr9,D,bit_offset,0,True,0.99
